Column1;Column10;RU 
PART3GAMEFLOWMANAGER_936;Ugh. Damn it.;Эх. Твою ж налево.
BOULDERCHOICESEQUENCER_101_M;[c:bR]Show me where to strike![c:];[c:bR]Покажи, куда мне ударить![c:]
BOULDERCHOICESEQUENCER_101_F;;
CARDMERGESEQUENCER_673_M;A ghastly spectactle. But the soul of the [c:bR]{0}[c:] now lives in the [c:bR]{1}[c:].;Жуткое зрелище. [c:bR]{0}[c:] отдаёт свою душу, а [c:bR]{1}[c:] её принимает.
CARDMERGESEQUENCER_673_F;;
CARDSTATBOOSTSEQUENCER_308_M;Push your luck? Or pull away?;Испытать удачу? Или уйти?
CARDSTATBOOSTSEQUENCER_308_F;;
CARDSTATBOOSTSEQUENCER_627_M;Push your luck further? Or run back?;Испытать удачу снова? Или убежать?
CARDSTATBOOSTSEQUENCER_627_F;;
CARDSTATBOOSTSEQUENCER_734_M;Recklessly continue?;Бездумно продолжить?
CARDSTATBOOSTSEQUENCER_734_F;;
DECKTRIALSEQUENCER_289;card with the [c:bR]Sprinter[c:] sigil;карта с символом [c:bR]Бегунов[c:]
FINALEDECKTRIALSEQUENCER_503_M;The [c:bR]{0}[c:]. {1};[c:bR]{0}[c:]. {1}
FINALEDECKTRIALSEQUENCER_503_F;;
RUNINTROSEQUENCER_251;Woah.;Ого.
VICTORYFEASTSEQUENCER_332;Did I just- I think I just beat him!;Я его... Кажется, я его победил!
VICTORYFEASTSEQUENCER_398;Oop.;Упс.
FISHHOOKITEM_576_M;You can't hook that one.;Эту карту ты не зацепишь.
FISHHOOKITEM_576_F;;
FISHHOOKITEM_667_M;There's no space to pull that one into.;Для неё нет места на твоей стороне.
FISHHOOKITEM_667_F;;
DOORUNLOCKAREASEQUENCER_679_M;Where did you get that?;Откуда у тебя это?
DOORUNLOCKAREASEQUENCER_679_F;;
PERMADEATH_945;God damn it.;Чёрт возьми.
BROKENCOIN_684_M;You received an Ancient Obol.;Вы получили Старинный обол.
BROKENCOIN_684_F;;
BONELORDNPC_216;What the fuck is this?;Какого хрена?
GRIMORABOSSOPPONENT_209;Aw fuck.;Твою ж мать.
FINALEWIZARDBATTLESEQUENCER_960_M;You've allowed my [c:blGr]Goo Mage[c:] to be deleted as well...;[c:blGr]Слизь[c:]. Мой маг. Ты не спас его от удаления...
FINALEWIZARDBATTLESEQUENCER_960_F;You've allowed my [c:blGr]Goo Mage[c:] to be deleted as well...;[c:blGr]Слизь[c:]. Мой маг. Ты не спасла его от удаления...
FINALEWIZARDBATTLESEQUENCER_699_M;I thought you two were becoming friends!;Мне казалось, вы успели сдружиться!
FINALEWIZARDBATTLESEQUENCER_699_F;;
FINALEWIZARDBATTLESEQUENCER_631_M;To think you gave access to your files so easily...;Поверить не могу, что ты так легко открыл доступ к своим файлам...
FINALEWIZARDBATTLESEQUENCER_631_F;To think you gave access to your files so easily...;Поверить не могу, что ты так легко открыла доступ к своим файлам...
ACTIVATEDENERGYTOBONES_RULEBOOKNAME_519;Bonehorn;Костяной рог
ACTIVATEDENERGYTOBONES_RULEBOOKDESCRIPTION_823;Pay 1 Energy to gain 3 Bones.;Отдайте 1 единицу энергии, чтобы получить 3 кости.
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_M;The Horn rings out.;Рог издал звук.
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_F;;
MOVEBESIDE_RULEBOOKNAME_466;Clinger;Прилипала
MOVEBESIDE_RULEBOOKDESCRIPTION_912;When one of your creatures is placed in a space, [creature] will move towards them as far as possible.;Когда одно из существ владельца кладётся на доску, [creature] переместится к нему как можно ближе.
KRAKEN_DISPLAYEDNAME_835;Great Kraken;Великий кракен
SQUIDCARDS_DISPLAYEDNAME_683;Hand Tentacle;Щупальце руки
SQUIDCARDS_DESCRIPTION_196_M;Did I do that?;Это я сделал?
SQUIDCARDS_DESCRIPTION_196_F;;
TAIL_BIRD_DISPLAYEDNAME_862;Tail Feathers;Хвостовые перья
TAIL_FURRY_DISPLAYEDNAME_106;Furry Tail;Пушистый хвост
TAIL_INSECT_DISPLAYEDNAME_910;Wriggling Leg;Извивающаяся нога
BLUEMAGE_TALKING_DISPLAYEDNAME_568;Lonely Wizbot;Одинокий чаробот
ABOVECURVE_DISPLAYEDNAME_503;Curve Hopper;Примерный прыгун
SENTINELBLUE_DISPLAYEDNAME_835;Goranj's Vessel;Зелёнжевый резерв.
SENTINELGREEN_DISPLAYEDNAME_449;Orlu's Vessel;Оранний резервуар
SENTINELORANGE_DISPLAYEDNAME_682;Bleene's Vessel;Силёный резервуар
BONELORDHORN_DISPLAYEDNAME_019;Bone Lord's Horn;Рог Повелителя костей
JUNIORSAGE_DISPLAYEDNAME_820;Junior Sage;Младший мудрец
FISHHOOK_RULEBOOKNAME_740;Fish Hook;Рыболовный крюк
FISHHOOK_RULEBOOKDESCRIPTION_834_M;Hook one of my cards and take it as your own. You must have an empty space on your side to receive it.;Подцепите одну из карт соперника и заберите её себе. Для этого на вашей стороне должна быть свободная ячейка.
FISHHOOK_RULEBOOKDESCRIPTION_834_F;;
BELLSTATICON_GBCDESCRIPTION_901;The power of [creature] is equal to 4 minus the distance to the combat bell.;[creature] обладает силой, которая рассчитывается по формуле "4 минус расстояние от звонка".
CARDSINHANDSTATICON_RULEBOOKNAME_153;Card Counter;Счётчик карт
CARDSINHANDSTATICON_RULEBOOKDESCRIPTION_159;The value represented by this sigil is always equal to the number of cards in your hand.;Когда на столе появляется карта с этим символом, её очки атаки равняются количеству карт в вашей руке.
CARDSINHANDSTATICON_GBCDESCRIPTION_195;The power of [creature] is equal to the number of cards in your hand.;[creature] получает столько же очков силы, сколько карт вы держите в руке.
MIRRORSTATICON_GBCDESCRIPTION_142;The power of [creature] is always equal to the power of the creature opposing it.;Сколько очков силы есть у существа напротив, столько же получит и [creature].
OPTIONSUI_VALUE_294;FLICKER FX;МЕРЦАНИЯ
OPTIONSUI_VALUE_524;SCREEN SHAKE;КОЛЕБАНИЯ
DISCOVERABLECARD_ANTS_VALUE_893_M;Formidable creatures, those [c:bR]Ants[c:]. Very well, I will add them to your deck and make them available for future challengers.;Эти [c:bR]Муравьи[c:] - существа опасные. Так и быть, я добавлю их в твою колоду. Грядущие Соискатели тоже их получат.
DISCOVERABLECARD_ANTS_VALUE_893_F;;
DISCOVERABLECARD_CAGEDWOLF_VALUE_065;Curious...;Интересно...
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_M;I do relish snuffing out your excess candles before a Boss. Perhaps you will now enjoy it as much as I do.;Я люблю задувать твои свечи перед битвой с боссом. Возможно, теперь тебе это тоже понравится.
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_F;;
DISCOVERABLECARD_SKINK_VALUE_087_M;I forgot that I had put that there. Very well, you may add it to your deck. And I'll deal you one every so often.;Я и забыл, что положил его туда. Так и быть, можешь добавить его в свою колоду. Время от времени я буду тебе его вручать.
DISCOVERABLECARD_SKINK_VALUE_087_F;;
DISCOVERABLECARD_STINKBUG_VALUE_154_M;Ah... that one...;Ах... эта карта...
DISCOVERABLECARD_STINKBUG_VALUE_154_F;;
GBC_DOCKS_730_M;You picked the clover leaf from the stem!;Вы срываете листик клевера со стебелька!
GBC_DOCKS_730_F;;
GBC_TEMPLE_UNDEAD_392_M;You found a card atop the pedestal!;Вы находите карту на пьедестале!
GBC_TEMPLE_UNDEAD_392_F;;
GBC_TEMPLE_UNDEAD_058_M;You found a strange flickering key. Its use cannot yet be understood.;Вы нашли странный мерцающий ключ. Его предназначение пока неизвестно.
GBC_TEMPLE_UNDEAD_058_F;;
GBC_TEMPLE_UNDEAD_650_M;[c:R]The Bone Lord's Femur[c:]. It endows the holder with bones at the start;[c:R]Мосол Повелителя костей[c:]. Наделяет владельца костями в начале раунда.
GBC_TEMPLE_UNDEAD_650_F;;
MISC_456;Simplified Chinese;Китайский упрощённый
MISC_993;Traditional Chinese;Китайский традиционный
MISC_659;Start Screen;Главное меню
MISC_970;Options;Настройки
MISC_056;Alter Deck;Изменить колоду
MISC_089;New Game;Новая игра
MISC_561;Quit;Выйти
MISC_070;Concede;Сдаться
MISC_308;attack;атака
MISC_038_M;Hmmm... Not a single Ring Worm...;Хм-м... Ни одного Кольцевого червя...
MISC_038_F;;
MISC_222;Auto-Complete;Автозаполн.
MISC_909;A pack containing 1 Rare and 2 Common Deathly cards and 2 Common cards of any type.;
MISC_428;A pack containing 1 Rare and 2 Common Beastly cards and 2 Common cards of any type.;
MISC_053;A pack containing 1 Rare and 2 Common Techno cards and 2 Common cards of any type.;
MISC_751;A pack containing 1 Rare and 2 Common Magical cards and 2 Common cards of any type.;
MISC_289;Luke Carder;Люк Кардер
MISC_132;P03;П03
MISC_558;Internal Memory / DCIM;Внутренняя память / DCIM
MISC_150;Blood Artist;Кровавый художник
MISC_014;Complete your first Deathcard.;Создать свою первую Карту смерти.
MISC_197;Innocuous Insect;Безобидное насекомое
MISC_469;Free a Stinkbug from the safe.;Освободить Клопа-вонючку из сейфа.
MISC_616;Uncage the Menagerie;Выпустить зверинец
MISC_382;Free the Wolf Statue from its cage.;Освободить Волчью статую из клетки.
MISC_093;Ancestral Vision;Родовое видение
MISC_504;Fill your empty socket with something magical.;Вставить в пустую глазницу нечто волшебное.
MISC_350;Reborn Hope;Возродившаяся надежда
MISC_764;Find a spare film roll.;Найти катушку с плёнкой.
MISC_515;Enduring Victory;Окончательная победа
MISC_369;Defeat Leshy.;Сразить Лешего.
MISC_239;Renewal;Обновление
MISC_625;Start a new game.;Начать новую игру.
MISC_009;Doomed Necromancer;Обречённый некромант
MISC_458;Complete the Temple of the Dead.;Пройти Храм Мёртвых.
MISC_052;Avenging Druid;Мстительный друид
MISC_934;Complete the Temple of Beasts.;Пройти Храм Зверей.
MISC_138;Accomplished Automaton;Совершенный автомат
MISC_633;Complete the Temple of Technology.;Пройти Храм Технологий.
MISC_302;Wizard Mentor;Наставник по волшебству
MISC_680;Complete the Temple of Magicks.;Пройти Храм Волшбы.
MISC_794;Miner's Bane;Бич рудокопов
MISC_523;Defeat The Prospector.;Одолеть Старателя.
MISC_782;Grizzled Angler;Бывалый рыбак
MISC_565;Defeat The Angler.;Одолеть Рыболова.
MISC_748;Face to Face;Лицом к лицу
MISC_057;Defeat The Trapper and The Trader.;Одолеть Охотника и Лавочницу.
MISC_216;Squirrel Wrangler;Погонщик белок
MISC_875;Win a battle with damage from Squirrels.;Выиграть поединок беличьим уроном.
MISC_152;Gruesome Encore;Страшный повтор
MISC_389;Allow The Mycologists to experiment on a creature that is already itself an experiment.;Позволить Микологам поэкспериментировать над существом, которое уже ложилось под их нож.
MISC_977;Role Reversal;Обмен ролями
MISC_062;Steal back one of your creatures from The Angler.;Отнять у Рыболова одно украденное им существо.
MISC_753;Balance of Power;Баланс силы
MISC_360;Allow P03 to gain control of Inscryption.;Позволить П03 заполучить контроль над Inscryption.
MISC_133;Rank and File;Рядовые
MISC_115;Defeat The Archivist.;Одолеть Архивистку.
MISC_984;Essence Capture;Сбор эссенции
MISC_552;Defeat The Photographer.;Одолеть Фотографа.
MISC_894;Painter's Servant;Слуга живописца
MISC_801;Defeat The Unfinished Boss.;Одолеть незаконченного босса.
MISC_706;Natural Connection;Природная связь
MISC_147;Defeat G0lly.;Одолеть 0паньки.
MISC_446;Murder;Убийство
MISC_236;Witness the death of P03.;Стать свидетелем смерти П03.
MISC_247;Dramatic Finale;Драматический финал
MISC_212;Complete the finale of Inscryption.;Завершить финал Inscryption.
MISC_176;Collective Effort;Совместный натиск
MISC_927;Collect every card in the Original Inscryption.;Собрать все карты в оригинальной версии Inscryption.
MISC_017;Devil's Play;Забавы дьявола
MISC_889;Attack for over 666 damage in the Original Inscryption.;Нанести свыше 666 единиц урона за раз в оригинальной версии Inscryption.
MISC_585;Dark Offering;Тёмное подношение
MISC_381;Make an offering to The Bone Lord.;Вручить подношение Повелителю костей.
MISC_783;Forgotten Lore;Позабытая наука
MISC_713;Receive all 5 cards from The Trader in P03's factory.;Получить все 5 карт у Лавочницы на фабрике П03.
MISC_797;Grim Bounty;Жуткая добыча
MISC_750;Destroy a Level 3 Bounty Hunter card.;Уничтожить Головореза третьего уровня.
MISC_126;Agonizing Remorse;Мучительные сожаления
MISC_460;Don't empty the Recycling Bin.;Не очищать Корзину.
ACTIVATEDDEALDAMAGE_RULEBOOKDESCRIPTION_C_301;Pay 1 Energy to deal 1 damage to the creature across from a card bearing this sigil.;
ACTIVATEDHEAL_RULEBOOKDESCRIPTION_C_469;Pay 2 Bones to heal a card bearing this sigil.;
ACTIVATEDRANDOMPOWERENERGY_RULEBOOKDESCRIPTION_C_643;Pay 1 Energy to set the power of a card bearing this sigil randomly between 1 and 6.;
ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKDESCRIPTION_C_363;If you have a Blue gem, sacrifice a card bearing this sigil to draw 3 cards.;
ACTIVATEDSTATSUP_RULEBOOKDESCRIPTION_C_785;Pay 2 Bones to increase the power and health of a card bearing this sigil by 1.;
ACTIVATEDSTATSUPENERGY_RULEBOOKDESCRIPTION_C_318;Pay 3 Energy to increase the power and health of a card bearing this sigil by 1.;
BOMBSPAWNER_RULEBOOKDESCRIPTION_C_970;When a card bearing this sigil is played, fill all empty spaces with Explode Bots.;
BONEDIGGER_RULEBOOKDESCRIPTION_C_110;At the end of the owner's turn, a card bearing this sigil will generate 1 Bone.;
BRITTLE_RULEBOOKDESCRIPTION_C_366;After attacking, a card bearing this sigil perishes.;
CONDUITBUFFATTACK_RULEBOOKDESCRIPTION_C_937;Other creatures within a circuit completed by a card bearing this sigil gain 1 power.;
CONDUITENERGY_RULEBOOKDESCRIPTION_C_032;If a card bearing this sigil is part of a completed circuit, your Energy never depletes.;
CONDUITFACTORY_RULEBOOKDESCRIPTION_C_156;Empty spaces within a circuit completed by a card bearing this sigil spawn L33pB0ts at the end of the owner's turn.;
CONDUITHEAL_RULEBOOKDESCRIPTION_C_630;Other creatures within a circuit completed by a card bearing this sigil are healed at the end of the owner's turn.;
CONDUITNULL_RULEBOOKDESCRIPTION_C_451;A card bearing this sigil may complete a circuit, but provides no effect.;
DRAWNEWHAND_RULEBOOKDESCRIPTION_C_986;When a card bearing this sigil is played, discard your hand then draw a new hand of 4 cards.;
DROPRUBYONDEATH_RULEBOOKDESCRIPTION_C_897;When a card bearing this sigil perishes, a Ruby Mox is created in its place.;
EXPLODEONDEATH_RULEBOOKDESCRIPTION_C_074;When a card bearing this sigil dies, the creature opposing it, as well as adjacent friendly creatures, are dealt 10 damage.;
GAINBATTERY_RULEBOOKDESCRIPTION_C_264;When a card bearing this sigil is played, it provides an Energy Cell to its owner.;
GAINGEMBLUE_RULEBOOKDESCRIPTION_C_786;While a card bearing this sigil is on the board, it provides a Blue Gem to its owner.;Пока карта с этим символом на доске, у её владельца есть Синий самоцвет.
GAINGEMGREEN_RULEBOOKDESCRIPTION_C_169;While a card bearing this sigil is on the board, it provides a Green Gem to its owner.;Пока карта с этим символом на доске, у её владельца есть Зелёный самоцвет.
GAINGEMORANGE_RULEBOOKDESCRIPTION_C_270;While a card bearing this sigil is on the board, it provides an Orange Gem to its owner.;Пока карта с этим символом на доске, у её владельца есть Оранжевый самоцвет.
GAINGEMTRIPLE_RULEBOOKDESCRIPTION_C_292;While a card bearing this sigil is on the board, it provides a Green, Orange, and Blue gem to its owner.;Пока карта с этим символом на доске, у её владельца есть Зелёный, Оранжевый и Синий самоцветы.
GEMDEPENDANT_RULEBOOKDESCRIPTION_C_572;If a card bearing this sigil's owner controls no Mox cards, a card bearing this sigil perishes.;
