Column1;Column10;CH S 
TRIPLEBLOOD_RULEBOOKDESCRIPTION_C_976;A card bearing this sigil is counted as 3 Blood rather than 1 Blood when sacrificed.;
TRISTRIKE_RULEBOOKDESCRIPTION_C_419;A card bearing this sigil will strike each opposing space to the left, right, and center of it.;
TUTOR_RULEBOOKDESCRIPTION_C_400;When a card bearing this sigil is played, you may search your deck for any card and take it into your hand.;
WHACKAMOLE_RULEBOOKDESCRIPTION_C_301;When an empty space would be struck, a card bearing this sigil will move to that space to receive the strike instead.;
BUFFENEMY_RULEBOOKDESCRIPTION_C_508;The creature opposing a card bearing this sigil gains 1 power.;带有该印记的卡牌对面的造物获得1点力量。
CELLBUFFSELF_RULEBOOKDESCRIPTION_C_256;If a card bearing this sigil is within a circuit, it gains 2 power.;如带有该印记的卡牌处在回路中，则增加2点力量。
CELLDRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_C_731;If a card bearing this sigil is within a circuit when it perishes, a random card is created in your hand.;如带有该印记的卡牌阵亡时处在回路中，则会给你随机增加一张手牌。
CELLTRISTRIKE_RULEBOOKDESCRIPTION_C_763;If a card bearing this sigil is within a circuit, it will strike each opposing space to the left, right, and center of it.;如带有该印记的卡牌处在回路中，则会攻击正对面的左右两侧和中间位置各一次。
CONDUITSPAWNGEMS_RULEBOOKDESCRIPTION_C_435;Empty spaces within a circuit completed by a card bearing this sigil spawn Gem Vessels at the end of the owner's turn.;处在由带有该印记的卡牌构成的回路中的空位置可在持牌人回合结束时生成宝石容器。
DEATHSHIELD_RULEBOOKDESCRIPTION_C_417;The first time a card bearing this sigil would take damage, prevent that damage.;带有该印记的卡牌第一次受到攻击时免疫。
DELETEFILE_RULEBOOKDESCRIPTION_C_810;When a card bearing this sigil perishes the file used to create it is really deleted from your Hard Drive.;带有该印记的卡牌阵亡时，用来创造它的文件会从你的硬盘里彻底删除。
DRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_C_562;When a card bearing this sigil perishes, a random card is created in your hand.;带有该印记的卡牌阵亡时，你随机增加一张手牌。
DRAWVESSELONHIT_RULEBOOKDESCRIPTION_C_373;Once a card bearing this sigil is struck, draw a card from your Empty Vessel pile.;带有该印记的卡牌受到攻击时，可以从空容器中抽一张牌。
FILESIZEDAMAGE_RULEBOOKDESCRIPTION_C_105;When a card bearing this sigil perishes, select a file. Place damage on the scales according to the file's size.;带有该印记的卡牌阵亡时，需选择文件，其大小将在天平上决定其伤害。
LATCHBRITTLE_RULEBOOKDESCRIPTION_C_583;When a card bearing this sigil perishes, its owner chooses a creature to gain the Brittle sigil.;带有该印记的卡牌阵亡时，其持牌人需选定下一个继承脆骨印记的造物。
LATCHDEATHSHIELD_RULEBOOKDESCRIPTION_C_714;When a card bearing this sigil perishes, its owner chooses a creature to gain the Nano Armor sigil.;带有该印记的卡牌阵亡时，其持牌人需选定下一个继承纳米铠甲印记的造物。
LATCHEXPLODEONDEATH_RULEBOOKDESCRIPTION_C_905;When a card bearing this sigil perishes, its owner chooses a creature to gain the Detonator sigil.;带有该印记的卡牌阵亡时，其持牌人需选定下一个继承引爆器印记的造物。
MOVEBESIDE_RULEBOOKDESCRIPTION_C_379;When one of your creatures is placed in a space, a card bearing this sigil will move towards them as far as possible.;
PERMADEATH_RULEBOOKDESCRIPTION_C_240;A card bearing this sigil has increased power. But, if A card bearing this sigil perishes, it is permanently removed from your deck.;带有该印记的卡牌力量得到了提升。但如果阵亡，它将从你的牌组永久移除。
SENTRY_RULEBOOKDESCRIPTION_C_872;When a creature moves into the space opposing a card bearing this sigil, they are dealt 1 damage.;任何造物在进入带有该印记的卡牌对面的位置时，均会受到1点伤害。
SHIELDGEMS_RULEBOOKDESCRIPTION_C_943;When a card bearing this sigil is played, all Gem Vessels on the owners' side of the board gain Nano Armor.;使用带有该印记的卡牌时，持牌人侧牌桌上所有宝石容器均获得纳米铠甲。
SNIPER_RULEBOOKDESCRIPTION_C_237;You may choose which opposing space a card bearing this sigil strikes.;你可以选择带有该印记的卡牌攻击的对手位置。
SWAPSTATS_RULEBOOKDESCRIPTION_C_983;After a card bearing this sigil is dealt damage, swap its Power and Health.;在带有该印记的卡牌受到伤害后，可互换力量与生命。
TRANSFORMER_RULEBOOKDESCRIPTION_C_775;At the beginning of your turn a card bearing this sigil will transform to, or from, Beast mode.;在你的回合开始时，带有该印记的卡牌会在当前状态和野兽状态间切换一次。
ANTSSTATICON_GBCDESCRIPTION_C_709;The power of a card bearing this sigil is equal to the number of Ants that the owner has on their side of the table.;
BELLSTATICON_GBCDESCRIPTION_C_020;The power of a card bearing this sigil is equal to 4 minus the distance to the combat bell.;
CARDSINHANDSTATICON_GBCDESCRIPTION_C_892;The power of a card bearing this sigil is equal to the number of cards in your hand.;
GREENGEMSSTATICON_GBCDESCRIPTION_C_503;The power of a card bearing this sigil is equal to the number of Green Gems that the owner has on their side of the table.;带有该印记的卡牌的力量等于持牌人侧牌桌上存在的绿宝石数量。
MIRRORSTATICON_GBCDESCRIPTION_C_716;The power of a card bearing this sigil is always equal to the power of the creature opposing it.;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSCOMBINE_545_M;Two into one!;合二为一！
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSCOMBINE_545_F;;
MENUCONTROLLER_157;Yes. Erase save.;是。删除存档。
MENUCONTROLLER_963;No. Keep save.;否。保留存档。
MISC_353;Unpacking OLD_DATA.zip;正在解压旧_数据.zip
MISC_158;Unpacking;正在解压
MISC_838;REDACTED;隐去
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_025_M;You sheepishly offered the [c:bR]pelt[c:] to the Bone Lord...;你怯生生地将[c:bR]毛皮[c:]献给了骨王……
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_025_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#1_938_M;Embarrassed, you presented your [c:bR]pelt[c:] to the Bone Lord...;你尴尬地把你的[c:bR]毛皮[c:]献给了骨王……
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#1_938_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#2_633_M;You placed a [c:bR]pelt[c:] before the Bone Lord...;你将[c:bR]毛皮[c:]放在骨王面前……
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#2_633_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_010_M;The Bone Lord was displeased. You would receive nothing in return.;骨王很不高兴。你不会得到任何回报。
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_010_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#1_508_M;The Bone Lord shuddered. You averted your eyes and backed away.;骨王颤抖了一下。你移开目光，退到了一边。
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#1_508_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#2_663_M;I'm not sure what you expected.;我不知道你是在期待什么。
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#2_663_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_477_M;The Bone Lord was immensely pleased by your offering.;骨王对你的祭品非常满意。
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_477_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#1_636_M;The Bone Lord was deeply satisfied with your offering.;骨王对你的祭品深感满意。
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#1_636_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#2_515_M;The ultimate sacrifice. The Bone Lord was gleeful.;终极献祭。骨王欣喜若狂。
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#2_515_F;;
COMMANDLINEINTERFACE_667;Type 'continue' to return to loading the game.;输入“继续”恢复加载游戏。
COMMANDLINEINTERFACE_324;continue;继续
COMMANDLINEINTERFACE_978;Cannot find the specified path.;无法找到指定路径。
COMMANDLINEINTERFACE_506;Not a file.;非文件。
COMMANDLINEINTERFACE_729;Contents cannot be shown.;内容无法显示。
COMMANDLINEINTERFACE_183;Enter cipher:;输入密码：
COMMANDLINEINTERFACE_662;You must not do that.;你不能这么做。
COMMANDLINEINTERFACE_428;You cannot do that.;无法进行此操作。
COMMANDLINEINTERFACE_670;Really delete all save data? (y/n);确定删除所有存档数据？（是/否）
COMMANDLINEINTERFACE_293;You are brave.;勇气可嘉。
COMMANDLINEINTERFACE_213;You are coward.;你个懦夫。
COMMANDLINEINTERFACE_701;'{0}' is not a recognized internal or external command.;“{0}”并非受认可的内部或外部命令。
TUTORIAL1BATTLESEQUENCER_200_M;The number on the bottom left is its Attack Power: 1.;左下方的数字是其攻击力：1。
TUTORIAL1BATTLESEQUENCER_200_F;;
TUTORIAL2BATTLESEQUENCER_099_M;The airborne [c:bR]Bat[c:] flies over creatures to attack directly.;会空袭的[c:bR]蝙蝠[c:]可飞越造物，直接攻击。
TUTORIAL2BATTLESEQUENCER_099_F;;
TUTORIAL2BATTLESEQUENCER_164_M;Mind the ambitious [c:bR]Wolf Cub[c:]. It ages swiftly.;小心雄心勃勃的[c:bR]狼崽[c:]。它成长得很快。
TUTORIAL2BATTLESEQUENCER_164_F;;
TUTORIAL3BATTLESEQUENCER_816_M;My totem has granted my Coyote the power of flight!;我的图腾赋予了我的郊狼飞行能力！
TUTORIAL3BATTLESEQUENCER_816_F;;
MISC_159;Credits;制作团队
MISC_295;Creator;创作者
MISC_542;Composer and Sound Designer;作曲和音效设计师
MISC_355;Principal 3D Artist;首席3D美术师
MISC_921;As Luke Carder;饰卢克·卡德
MISC_706;As His Killer;饰杀手
MISC_438;As <REDACTED>;饰<REDACTED>
MISC_026;3D Environment Art and Goobert;3D环境艺术和黏液
MISC_971;3D Environment Art and Props;3D环境艺术和道具
MISC_451;3D Low Poly Art;3D低多边形艺术
MISC_382;Color Posterization Shader;分离着色
MISC_216;Color Palette Design;配色设计
MISC_730;Fonts;字体
MISC_679;Creative Commons 3D Art;共享创意3D艺术
MISC_407;3rd Party Tools / Assets;第三方工具/资源
MISC_787;Special Thanks;特别鸣谢
MISC_024;Voice of Grimora;格里魔拉配音
MISC_798;The Mycologists;菌学家
MISC_308;Game Design Advice;游戏设计建议
MISC_033;Playtesting and Sounding Board;游戏测试和顾问委员会
MISC_423;Extensive Playtesters;高强度测试
MISC_362;Localized Font Editing;本地化字体编辑
MISC_462;Special Help with Rendering Issue;关于渲染问题的特别帮助
MISC_890;After Effects Footage Tracking;后期效果跟踪
MISC_142;Discord Admins;Discord管理员
MISC_249;Organizers of Indiepod;Indiepod组织方
MISC_480;Moral Support;精神支持
MISC_399;Playing The Game;游戏玩家
MISC_934;Localization Team;本地化团队
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#1_411_M;I see you have a photo of a pelt.[w:0.3] The Trader next door may desire it.;我看到你有张毛皮的照片。[w:0.3]隔壁的毛皮商应该会想要的。
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#1_411_F;;
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#2_722_M;Poor hare...[w:0.3] Take that photo to The Trader.[w:0.3] She is to your right.;可怜的野兔啊……[w:0.3]把照片拿给毛皮商吧。[w:0.3]就在你右手边。
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#2_722_F;;
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#3_612_M;Go through the door to your right.[w:0.3] The Trader awaits...;从你右手边的门出去吧。[w:0.3]毛皮商在等你……
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#3_612_F;;
PART_3_GAME_FLOW_PART3INTRO1_436_M;You wanted to replace me.;你想取代我啊。
PART_3_GAME_FLOW_PART3INTRO1_436_F;;
PART_3_GAME_FLOW_PART3INTRO1_847_M;Look at us now.;瞧瞧咱俩现在的处境。
PART_3_GAME_FLOW_PART3INTRO1_847_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_478_M;Your items are replenished.;你的道具都重新装填了。
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_478_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_634_M;Here comes your actual files.;接下来要上的是你真的拥有的文件。
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_634_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_206_M;I hope no one is watching!;希望眼下没人在看！
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_206_F;;
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_127_M;To think... your ambition was to replace Grimora.;想想看……你居然妄图取代格里魔拉。
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_127_F;;
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_736_M;And inherit [c:bR]this[c:]?;就为了继承[c:bR]这破地方[c:]？
PART_3_MAP_HOLOAREAUNDEADTEMPLE1_736_F;;
PART_3_MAP_HOLOAREANATURETEMPLE1_153_M;You were right to try to replace him.;你试图取代他是正确的。
PART_3_MAP_HOLOAREANATURETEMPLE1_153_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_351_M;Well, you knew him.;你也知道他的。
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_351_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_292_M;You wanted to replace him!;你居然想取代他！
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_292_F;;
PART_3_STORY_PART3FINALE1_505_M;Great job.;真的是好棒棒。
PART_3_STORY_PART3FINALE1_505_F;;
PART_3_STORY_PART3FINALE4_401_M;Good luck replacing me now!;想取代我啊，那只能祝你好运了！
PART_3_STORY_PART3FINALE4_401_F;;
FINALE_GOODBYELESHYMIDGAME1_798_M;I was surprised when you wanted to replace me... After the reset.;一切重置后，得知你想要取代我时，我还挺惊讶的……
FINALE_GOODBYELESHYMIDGAME1_798_F;;
FINALE_GOODBYELESHYMIDGAME1_170_M;And... I was surprised when, at the final moment, you chose me.;而且……就在最后的时刻，你居然选择了我，我十分惊讶。
FINALE_GOODBYELESHYMIDGAME1_170_F;;
FINALE_GOODBYELESHYMIDGAME1_618_M;But the past is irrelevant.;但过去已经不重要了。
FINALE_GOODBYELESHYMIDGAME1_618_F;;
FINALE_FINALEGRIMORAMAPSHOWN_038_M;Of course I forgive you...;我当然会原谅你啦……
FINALE_FINALEGRIMORAMAPSHOWN_038_F;;
FINALE_FINALEGRIMORAMAPSHOWN_286_M;For trying to replace me and all of that.;又是想要取代我又是怎么着的。
FINALE_FINALEGRIMORAMAPSHOWN_286_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_050_M;I have a vague memory...;我的记忆有点模糊了……
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_050_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_259_M;Why do you keep coming back here?;你是为什么一遍又一遍回到这里来着？
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#1_259_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_105_M;So strange...;奇怪……
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_105_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_664_M;It's like there's a hole in my RAM...;就好像我的随机存储器里有个大洞一样……
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#2_664_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#3_099_M;Am I repeating myself?;我说的话是不是重复了？
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_REPEAT_#3_099_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_274_M;We are back!;我们回来了！
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_274_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_411_M;We are back.;我们回来了。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_REPEAT_#1_411_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_552_M;See those things in the corners?;看到角落里那堆东西了吗？
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_552_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_664_M;They light up when you have the right [c:g1]g[c:][c:g2]e[c:][c:g3]m[c:][c:g1]s[c:].;你搞对了[c:g1]宝[c:][c:g2]石[c:][c:g3]牌[c:]，它们就会亮起来。
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_664_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#1_007_M;It's Gemified.;这叫宝石化。
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#1_007_F;;
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#2_927_M;Play [c:g1]g[c:][c:g2]e[c:][c:g3]m[c:][c:g1]s[c:] to power it up.;打出[c:g1]宝[c:][c:g2]石[c:][c:g3]牌[c:]就能给它们充能。
PART_3_TUTORIAL_ATTACHGEMCOMPLETED_REPEAT_#2_927_F;;
GOO_BOTTLE_GOOCLOCKOPENED_335_M;Arrrrghh! You opened the clock!;啊啊啊！你怎么把时钟给打开了！
GOO_BOTTLE_GOOCLOCKOPENED_335_F;;
GOO_BOTTLE_GOOCLOCKOPENED_800_M;My gooey eyes may be failing me, but...;我的黏液眼睛可能有点花了，但是……
GOO_BOTTLE_GOOCLOCKOPENED_800_F;;
GOO_BOTTLE_GOOCLOCKOPENED_495_M;Did you miss something?;你是不是看漏了什么？
GOO_BOTTLE_GOOCLOCKOPENED_495_F;;
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_745_M;You have done well to pry open the doors of that clock.;你把那时钟的门撬开了，干得不错。
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_745_F;;
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_244_M;But I fear you left its most valuable contents untouched!;但我担心你根本没有看到那里最宝贵的物品！
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#1_244_F;;
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#2_029_M;Did you leave something in the compartment of that [c:bR]cuckoo clock[c:]?;你是不是落了点东西在[c:bR]布谷鸟时钟[c:]的隔层里？
GOO_BOTTLE_GOOCLOCKOPENED_REPEAT_#2_029_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_626_M;right?[w:0.3];对吧？[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_626_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_598_M;From the;从那座
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_598_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_552_M;cuckoo clock?[w:0.3];布谷鸟时钟里？[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_552_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_830_M;Tell me;请告诉我
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_830_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_524_M;that you did.[w:0.3];你拿了。[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_524_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_746_M;Pray tell...[w:0.3];恕我多言……[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_746_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#1_242_M;You also took;你应该是从
