Column1;Column10;KOR 
PART_3_TRADER_TRADERMASKINTRO_895_M;Since we have brushed with the soft fur of a pelt.;부드러운 털가죽을 느껴본지가...
PART_3_TRADER_TRADERMASKINTRO_895_F;;
PART_3_TRADER_TRADERMASKINTRO_285_M;Have you brought us some?;뭣 좀 가져오셨습니까?
PART_3_TRADER_TRADERMASKINTRO_285_F;;
PART_3_TRADER_TRADERMASKINTRO_REPEAT_#1_591_M;Have you brought us [c:bB]holo pelts[c:]?;[c:bB]홀로 가죽[c:] 가져오셨습니까?
PART_3_TRADER_TRADERMASKINTRO_REPEAT_#1_591_F;;
PART_3_TRADER_TRADERMASKINTRO_REPEAT_#3_649_M;Do you come bearing [c:bB]holo pelts[c:]?;[c:bB]홀로 가죽[c:]을 가지고 오셨나요?
PART_3_TRADER_TRADERMASKINTRO_REPEAT_#3_649_F;;
PART_3_TRADER_TRADERMASKINTRO_REPEAT_#4_089_M;[c:bB]Holo pelts[c:]?;[c:bB]홀로 가죽[c:]?
PART_3_TRADER_TRADERMASKINTRO_REPEAT_#4_089_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_530_M;You'll pick a card now, and I'll [c:g1]G[c:][c:g2]e[c:][c:g3]m[c:][c:g1]i[c:][c:g2]f[c:][c:g3]y[c:] it.;카드를 하나 뽑으면, 내가 [c:g1][c:]보[c:g2]석[c:][c:g3]화[c:]를 해줄게.
PART_3_TUTORIAL_TUTORIALATTACHGEM_530_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_219_M;From then on, having a [c:g1]Green Gem[c:] will increase its Health.;그러고 나면,  [c:g1]초록색 보석[c:]이 있으면 체력이 늘어날 거야.
PART_3_TUTORIAL_TUTORIALATTACHGEM_219_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_220_M;Having an [c:g2]Orange Gem[c:] will increase its Power.;[c:g2]오렌지색 보석[c:]이 있으면 공격력이 늘어날 거야.
PART_3_TUTORIAL_TUTORIALATTACHGEM_220_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_900_M;And having a [c:g3]Blue Gem[c:] will lower its Energy Cost.;[c:g3]파란색 보석[c:]이 있으면 에너지 비용이 낮아지고.
PART_3_TUTORIAL_TUTORIALATTACHGEM_900_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_526_M;You'll see.;어디 보라고.
PART_3_TUTORIAL_TUTORIALATTACHGEM_526_F;;
PART_3_FACTORY_GOOFACTORYINTRO_263_M;The pain? Bearable.;고통은 견딜 만하지.
PART_3_FACTORY_GOOFACTORYINTRO_263_F;;
FINALE_FINALEMAGNIFICUSINTRO2_208_M;You should be honored to wear a [c:bSG]Duel Disk[c:] such as that.;그토록 멋진 [c:bSG]듀얼 디스크[c:]를 착용했다니, 영광이겠구나.
FINALE_FINALEMAGNIFICUSINTRO2_208_F;;
FINALE_FINALEMAGNIFICUSINTRO2_907_M;How does it fit?;착용감이 어떤가?
FINALE_FINALEMAGNIFICUSINTRO2_907_F;;
FINALE_FINALEMAGNIFICUSINTRO3_497_M;Scales? They've been deleted thanks to you and Grimora.;저울? 너와 그리모라 덕에 삭제되었다.
FINALE_FINALEMAGNIFICUSINTRO3_497_F;;
FINALE_FINALEMAGNIFICUSINTRO3_657_M;This will do. A race to 0.;이거면 되겠지. 0를 향한 경쟁.
FINALE_FINALEMAGNIFICUSINTRO3_657_F;;
GBC_NPC_BONELORDCASKETGIVEOBOL_465_M;An Ancient Obol?;고대의 은화?
GBC_NPC_BONELORDCASKETGIVEOBOL_465_F;;
GBC_NPC_BONELORDCASKETGIVEOBOL_755_M;That is a fine offering.;좋은 제물이로다.
GBC_NPC_BONELORDCASKETGIVEOBOL_755_F;;
GBC_NPC_BONELORDDOMAIN1_961_M;[c:F]In a measureless cavern...[w:0.3] deeper than the sunless sea...;[c:F]무량한 동굴에...[w:0.3] 해 없는 바다보다 깊은 곳에...
GBC_NPC_BONELORDDOMAIN1_961_F;;
GBC_NPC_BONELORDDOMAIN1_558_M;[c:F]You approach The Bone Lord.[w:0.3] You approach me.;[c:F]너는 뼈의 왕에게 접근한다.[w:0.3] 넌 내게 접근한다.
GBC_NPC_BONELORDDOMAIN1_558_F;;
GBC_NPC_BONELORDDOMAIN1_627_M;Do you hear it?[w:0.3] The OLD_DATA?;들리는가? [w:0.3] 구_데이터가?
GBC_NPC_BONELORDDOMAIN1_627_F;;
GBC_NPC_BONELORDDOMAIN1_725_M;How it twists and corrupts.[w:0.3] How it even invents images unknowable.;어찌 뒤틀고 더럽히는지.[w:0.3] 어찌 알 수 없는 이미지를 만들어내는지.
GBC_NPC_BONELORDDOMAIN1_725_F;;
GBC_NPC_BONELORDDOMAIN1_687_M;Do not approach me again unless you will worship me.[w:0.3] Worship it.;나를 경애하지 않는다면 다신 접근 말거라.[w:0.3] 경애하라.
GBC_NPC_BONELORDDOMAIN1_687_F;;
GBC_NPC_BONELORDDOMAIN1_REPEAT_#1_034_M;Okay so you're serious.[w:0.4] Good.;좋아, 진심이군.[w:0.4] 좋다.
GBC_NPC_BONELORDDOMAIN1_REPEAT_#1_034_F;;
GBC_NPC_BONELORDDOMAIN1_REPEAT_#1_060_M;You may not understand its meaning.[w:0.3] Not even I do[w:0.1] fully.[w:0.3] But you appreciate its power.;그 뜻은 이해가 가지 않겠지.[w:0.3] 나도[w:0.1]온전히는 모른다.[w:0.3] 그러나 그 힘에는 감사할 것이다.
GBC_NPC_BONELORDDOMAIN1_REPEAT_#1_060_F;;
GBC_NPC_BONELORDDOMAIN1_REPEAT_#1_289_M;The OLD_DATA does not take.[w:0.3] And it does not give.[w:0.3] But I do.;구_데이터는 빼앗지도,[w:0.3] 주지도 않노라.[w:0.3] 하지만 난 다르지.
GBC_NPC_BONELORDDOMAIN1_REPEAT_#1_289_F;;
GBC_NPC_BONELORDDOMAIN1_REPEAT_#1_364_M;Please accept my meager offerings.;나의 빈약한 제물을 받아주거라.
GBC_NPC_BONELORDDOMAIN1_REPEAT_#1_364_F;;
GBC_NPC_BONELORDDOMAIN1_REPEAT_#2_700_M;We will meet again.;다시 만날 것이다.
GBC_NPC_BONELORDDOMAIN1_REPEAT_#2_700_F;;
GBC_NPC_BONELORDDOMAIN1_REPEAT_#3_883_M;Go from here.[w:0.3] We will meet again.;여기서 가거라.[w:0.3] 다시 만날 것이다.
GBC_NPC_BONELORDDOMAIN1_REPEAT_#3_883_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER2_356_M;We were able to temporarily put our differences aside.;우리 의견 차이는 잠시 미뤄두기로 했다.
PART_3_STORY_DREDGINGROOMENCOUNTER2_356_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER2_462_M;For the greater good.;공공선을 위해서 말이야.
PART_3_STORY_DREDGINGROOMENCOUNTER2_462_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER3_905;Yes...;그렇다...
PART_3_STORY_DREDGINGROOMENCOUNTER3_775;But we shall see what good comes of it...;하지만 어떤 선인지는...
PART_3_STORY_DREDGINGROOMENCOUNTER4_547;Perish your anxieties, Magnificus.;불안은 접거라, 매그니피쿠스.
PART_3_STORY_DREDGINGROOMENCOUNTER4_282;The bot must be stopped.;이 봇은 막아야만 한다.
PART_3_STORY_DREDGINGROOMENCOUNTER5_156;Yes... Perhaps...;그렇지... 혹시...
PART_3_STORY_DREDGINGROOMENCOUNTER5_211;Perhaps when [c:bB]P03[c:] believes it has won.;혹시 [c:bB]P03[c:]이 놈의 승리를 확신할 때라면.
PART_3_STORY_DREDGINGROOMENCOUNTER5_505;So jubilant will be that android... ;그 안드로이드는 득의만면하여... 
PART_3_STORY_DREDGINGROOMENCOUNTER5_722;It will disregard the surveillance cameras!;감시 카메라를 무시할 것이야!
PART_3_STORY_DREDGINGROOMENCOUNTER6_694_M;Yes, [c:bR]Challenger[c:]. You must continue to play.;그래, [c:bR]도전자[c:]. 너는 계속해야 해.
PART_3_STORY_DREDGINGROOMENCOUNTER6_694_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER6_658_M;Defeat those half-baked bosses...;그 대충 만든 보스들을 물리치고...
PART_3_STORY_DREDGINGROOMENCOUNTER6_658_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER6_899_M;Play out those hackneyed mechanics...;진부한 게임 메카닉을 이겨내면...
PART_3_STORY_DREDGINGROOMENCOUNTER6_899_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER6_075_M;And when the moment is right we will strike.;때가 왔을 때 우리가 공격할 것이다.
PART_3_STORY_DREDGINGROOMENCOUNTER6_075_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER7_497_M;I will.;내가.
PART_3_STORY_DREDGINGROOMENCOUNTER7_497_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER7_470_M;I will be the one to strike.;공격은 내가 하도록 하지.
PART_3_STORY_DREDGINGROOMENCOUNTER7_470_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER7_022_M;Go now, [c:bR]Challenger.[c:] Indulge that decrepit machine.;이제 가라, [c:bR]도전자.[c:] 그 노쇠한 기계를 만족시켜줘.
PART_3_STORY_DREDGINGROOMENCOUNTER7_022_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER7_103_M;Make [c:bB]P03[c:] feel joy so that I may snuff it out.;[c:bB]P03[c:]에게 기쁨을 주거라, 내가 앗아갈 수 있도록.
PART_3_STORY_DREDGINGROOMENCOUNTER7_103_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER4P2_375_M;And you, [c:bR]Challenger[c:] will provide the perfect distraction.;또 너, [c:bR]도전자는[c:] 완벽한 미끼가 될 터.
PART_3_STORY_DREDGINGROOMENCOUNTER4P2_375_F;;
PART_3_MAP_P03POSTSCRYBESMEETING_290_M;I saw you go down the lift.;네가 승강기로 내려가는 것 봤어.
PART_3_MAP_P03POSTSCRYBESMEETING_290_F;;
PART_3_MAP_P03POSTSCRYBESMEETING_816_M;But look. Not fixed.;하지만 봐, 안 고쳐졌어.
PART_3_MAP_P03POSTSCRYBESMEETING_816_F;;
PART_3_MAP_P03POSTSCRYBESMEETING_882_M;What's wrong with you?;넌 뭐가 문제야?
PART_3_MAP_P03POSTSCRYBESMEETING_882_F;;
PART_3_MAP_P03POSTSCRYBESMEETING_530_M;I entertain you for hours with brilliant card-play...;천재적인 전략으로 널 몇 시간이고 즐겁게 해줬는데...
PART_3_MAP_P03POSTSCRYBESMEETING_530_F;;
PART_3_MAP_P03POSTSCRYBESMEETING_764_M;And you can't even keep my factory in shape?;내 공장 하나 간수를 못해줘?
PART_3_MAP_P03POSTSCRYBESMEETING_764_F;;
PART_3_MAP_P03POSTSCRYBESMEETING_301_M;...It's fine.;...괜찮아.
PART_3_MAP_P03POSTSCRYBESMEETING_301_F;;
PART_3_MAP_P03POSTSCRYBESMEETING_398_M;It can stay broken.;고장난 채로 두면 돼.
PART_3_MAP_P03POSTSCRYBESMEETING_398_F;;
PART_3_MAP_P03POSTSCRYBESMEETING_157_M;None of this will matter after [c:bG]The Great Transcendence[c:].;이것도 다 [c:bG]위대한 초월[c:] 이후엔 부질없으니까.
PART_3_MAP_P03POSTSCRYBESMEETING_157_F;;
TUTORIAL_TUTORIALDEATHCARDCHOICE_384_M;Beasts? Not at all.;짐승이냐고? 전혀 아니지.
TUTORIAL_TUTORIALDEATHCARDCHOICE_384_F;;
TUTORIAL_TUTORIALDEATHCARDCHOICE_530_M;Choose from among those [c:bR]Challengers[c:] who came before you.;네 이전에 온 [c:bR]도전자들[c:] 중에 고르도록 하거라.
TUTORIAL_TUTORIALDEATHCARDCHOICE_530_F;;
GOO_BOTTLE_GOOMETSCRYBES_246_M;I was watching.;지켜보고 있었다.
GOO_BOTTLE_GOOMETSCRYBES_246_F;;
GOO_BOTTLE_GOOMETSCRYBES_682_M;You spoke with [c:bR]The Master![c:];너 [c:bR]주인님과[c:] 말을 나누던데!
GOO_BOTTLE_GOOMETSCRYBES_682_F;;
GOO_BOTTLE_GOOMETSCRYBES_368_M;What an honor that was. Are you giddy?;어찌나 영광스러울지. 기쁜가?
GOO_BOTTLE_GOOMETSCRYBES_368_F;;
GOO_BOTTLE_GOOMETSCRYBES_589_M;Oh, the end of the robot's reign is nigh.;오, 그 로봇의 지배도 곧 끝이다.
GOO_BOTTLE_GOOMETSCRYBES_589_F;;
GOO_BOTTLE_GOOMETSCRYBES_009_M;Rejoice!;기뻐하라!
GOO_BOTTLE_GOOMETSCRYBES_009_F;;
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#1_394_M;Do as The Master said.;주인님의 말을 따라라.
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#1_394_F;;
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#1_583_M;Play the bot's game.;로봇의 게임을 해줘.
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#1_583_F;;
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#1_873_M;They will take care of the rest!;나머진 그 분들의 몫이니까!
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#1_873_F;;
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#2_880_M;I saw that you also spoke with Leshy.;네가 레쉬랑 말하는 것도 봤다.
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#2_880_F;;
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#2_098_M;That stinky beast-man!;그 악취 나는 짐승인간!
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#2_098_F;;
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#2_306_M;I shall never forgive him for stuffing me in that bottle.;날 그 병에 박아놓은 건 용서할 수 없다.
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#2_306_F;;
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#3_484_M;The end is nigh!;끝이 다가왔다!
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#3_484_F;;
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#4_565_M;Rrrghhh...;그르으으...
GOO_BOTTLE_GOOMETSCRYBES_REPEAT_#4_565_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERMETSCRYBES_815_M;You met Leshy-fish?[w:0.3];레쉬-생선 만났나?[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERMETSCRYBES_815_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERMETSCRYBES_548_M;Play it cod.[w:0.3];칙참치해.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERMETSCRYBES_548_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERMETSCRYBES_395_M;Oop.[w:0.2] I mean...[w:0.3];이런.[w:0.2] 내 말은...[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERMETSCRYBES_395_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERMETSCRYBES_051_M;Play it cool.;침착하라고.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERMETSCRYBES_051_F;;
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_600_M;You just played a card with an [w:0.2][c:gray]Activated Ability[c:].;넌 방금 [w:0.2][c:gray]활성화 능력[c:] 카드를 냈다.
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_600_F;;
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_187_M;Marvelous![w:0.3] Allow me to explain how it works.;대단해![w:0.3] 어떻게 되는 건지 알려주겠다. 
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_187_F;;
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_938_M;The Great Scrybe's instructions began to echo through your mind.;위대한 필경자의 지시가 너의 마음에 울린다.
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_938_F;;
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_704_M;Calm down.[w:0.3] It's fine.;진정해. [w:0.3] 괜찮아.
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_704_F;;
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_528_M;Alas,[w:0.3] I shall explain to you its workings.;아아,[w:0.3] 이 작동 방식을 알려줘야겠구나.
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_528_F;;
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_117_M;Activate it by pressing the sigil[w:0.3] like it's a button.;도장을 눌러서 발동시킨다[w:0.3]. 버튼처럼.
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_117_F;;
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_017_M;But it will only work if you can pay the cost.;하지만 비용을 내야만 발동할 수 있지.
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_017_F;;
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_REPEAT_#1_091_M;Another card with an [w:0.2][c:gray]Activated Ability[c:].;또 [w:0.2][c:gray]활성화 능력[c:] 카드로군.
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_REPEAT_#1_091_F;;
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_REPEAT_#1_024_M;It is activated by pressing the sigil like a button...[w:0.3] If you can afford the cost.;도장을 버튼처럼 눌러서 발동하지... [w:0.3]비용을 낼 수만 있다면.
GBC_TUTORIAL_ACTIVATEDABILITYTUTORIAL_REPEAT_#1_024_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_779_M;Ah![w:0.1];아![w:0.1]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_779_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_448_M;Is it-[w:0.1];이거-[w:0.1]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_448_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_324_M;Who are-[w:0.1];너는-[w:0.1]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_324_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_395_M;Is this?[w:0.1];이건?[w:0.1]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_395_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_592_M;STIM[w:0.2]U[w:0.2]LA[w:0.2]TION.[w:0.3];ㅈ[w:0.2]ㅏ[w:0.2]그[w:0.2]ㄱ.[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_592_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_370_M;Something other;암흑 말고
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_370_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_115_M;than darkness?[w:0.3];다른 거?[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_115_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_906_M;Many thanks.[w:0.3];정말 감사한다.[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_906_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_881_M;Do with me;내게 시켜
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_881_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_189_M;what you will.[w:0.3];뭐든간에.[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_189_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_630_M;Anything but that;그 무한한 암흑만
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_630_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_358_M;infinite darkness.[w:0.3];아니라면 뭐든.[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDISCOVERED_358_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_193_M;STIM[w:0.1]U[w:0.1]LA[w:0.1]TION.;자[w:0.1]아[w:0.1]그[w:0.1]윽.
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_193_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_REPEAT_#1_865_M;Ahaha!;아하하!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_REPEAT_#1_865_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_REPEAT_#2_522_M;It is OK!;괜찮다!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_REPEAT_#2_522_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_REPEAT_#3_068_M;Pain is a feeling!;고통이라도 느껴지니까!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_REPEAT_#3_068_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_REPEAT_#4_177_M;I am feeling!;느껴진다!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEATTACKED_REPEAT_#4_177_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_040_M;Yes![w:0.3] Yes!;그래![w:0.3] 그래!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_040_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#1_515_M;Oh yes!;아, 좋아!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#1_515_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#2_353_M;I am feeling[w:0.3] stimulated!;자극이[w:0.3] 느껴진다!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#2_353_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#3_802_M;So many sights!;수많은 게 보여!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#3_802_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#4_196_M;Ahaha![w:0.3] Yes.;아하하![w:0.3] 그래.
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#4_196_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#5_503_M;Yes![w:0.3] Attack!;그래! [w:0.3] 공격!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEPLAYED_REPEAT_#5_503_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGESELECTIONCHOICEEITHER_955_M;Stimulate me!;나를 자극해!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGESELECTIONCHOICEEITHER_955_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGESELECTIONCHOICEEITHER_REPEAT_#1_502_M;Choose me!;나를 골라!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGESELECTIONCHOICEEITHER_REPEAT_#1_502_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGESELECTIONCHOICEEITHER_REPEAT_#2_256_M;A new experience!;새로운 경험!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGESELECTIONCHOICEEITHER_REPEAT_#2_256_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGESELECTIONCHOICEEITHER_REPEAT_#3_057_M;Ahaha![w:0.3] Yes!;아하하![w:0.3] 그래!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGESELECTIONCHOICEEITHER_REPEAT_#3_057_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#1_796_M;Out of the deck[w:0.1];덱 밖으로 나와[w:0.1]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#1_796_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#1_903_M;into the hand!;손에 들어왔도다!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#1_903_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#2_381_M;So much to see!;볼거리가 많구나!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#2_381_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#3_652_M;Ahaha![w:0.3] Play me!;아하하! [w:0.3] 나를 내!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#3_652_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#4_225_M;Play me![w:0.2] Play me!;나를 내! [w:0.2] 나를 내!
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDRAWN_REPEAT_#4_225_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_908_M;I detected something...[w:0.3];뭔가를 감지했어...[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_908_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_953_M;a presence...[w:0.3] I don't really-;이 존재감...[w:0.3] 정말로 - 
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_953_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_145_M;Magnificus?[w:0.3];매그니피쿠스?[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_145_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_141_M;I am free of him now.[w:0.2];난 이제 놈에게서 자유다.[w:0.2]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_141_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_807_M;I wish to be played;정말 내어져서
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_807_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEMETSCRYBES_548_M;to be attacked;공격받고
