Column1;Column10;CH T 
CORPSEEATER_RULEBOOKDESCRIPTION_C_169;If a creature that you own perishes by combat, a card bearing this sigil in your hand is automatically played in its place.;如果你擁有的生物死於戰鬥中，在你手上的持有此印記的卡片會自動打出到該位置。
CREATEBELLS_RULEBOOKDESCRIPTION_C_591;When a card bearing this sigil is played, a Chime is created on each empty adjacent space. [define:DausBell];在打出持有此印記的卡片後，與它相鄰接的每個空格會出現一張鈴鐺卡。[define:DausBell]
CREATEDAMS_RULEBOOKDESCRIPTION_C_542;When a card bearing this sigil is played, a Dam is created on each empty adjacent space. [define:Dam];在打出持有此印記的卡片後，與它相鄰接的每個空格會出現一張水壩卡。[define:Dam]
DEATHTOUCH_RULEBOOKDESCRIPTION_C_609;When a card bearing this sigil damages another creature, that creature perishes.;當持有此印記的卡片傷害其他生物時，該生物將會死去。
DEBUFFENEMY_RULEBOOKDESCRIPTION_C_636;The creature opposing a card bearing this sigil loses 1 power.;持有此印記卡片對面的生物會減少 1 點攻擊力。
DRAWANT_RULEBOOKDESCRIPTION_C_010;When a card bearing this sigil is played, an Ant is created in your hand.;在打出持有此印記的卡片後，一張螞蟻卡會出現在你手中。
DRAWCOPY_RULEBOOKDESCRIPTION_C_226;When a card bearing this sigil is played, a copy of it is created in your hand.;在打出持有此印記的卡片後，複製一張同名卡片到妳手中。
DRAWCOPYONDEATH_RULEBOOKDESCRIPTION_C_876;When a card bearing this sigil perishes, a copy of it is created in your hand.;當持有此印記的卡片死去，複製一張同名卡片到你手中。
DRAWRABBITS_RULEBOOKDESCRIPTION_C_468;When a card bearing this sigil is played, a Rabbit is created in your hand. [define:Rabbit];在打出持有此印記的卡片後，一張兔子卡會出現在你手中。[define:Rabbit]
EVOLVE_RULEBOOKDESCRIPTION_C_194;A card bearing this sigil will grow into a more powerful form after 1 turn on the board.;在盤面上待過 1 回合後，持有此印記的卡片會成長為更加強大的型態。
FLYING_RULEBOOKDESCRIPTION_C_638;A card bearing this sigil will strike an opponent directly, even if there is a creature opposing it.; 即便被敵對生物擋住，仍然可以直接攻擊對手。
GUARDDOG_RULEBOOKDESCRIPTION_C_161;When an opposing creature is placed opposite to an empty space, a card bearing this sigil will move to that empty space.;當一隻敵對生物被放在某個空格的對面時，持有此印記的卡片會移動到該空格擋住對方。
ICECUBE_RULEBOOKDESCRIPTION_C_877;When a card bearing this sigil perishes, the creature inside is released in its place.;當持有此印記的卡片死去，在其內部的生物會出現在原地。
QUADRUPLEBONES_RULEBOOKDESCRIPTION_C_971;When a card bearing this sigil dies, 4 bones are awarded instead of 1.;當持有此印記的卡片死掉後，會給予 4 根骨頭，而非一般的 1 根。
RANDOMABILITY_RULEBOOKDESCRIPTION_C_130;When a card bearing this sigil is drawn, this sigil is replaced with another sigil at random.;在抽出持有此印記的卡片後，這個印記會被其它隨機印記取代。
RANDOMCONSUMABLE_RULEBOOKDESCRIPTION_C_436;When a card bearing this sigil is played, you will receive a random item as long as your pack is not full.;在打出持有此印記的卡片後，如果你的行囊還有空間，那就會收到一個隨機道具。
REACH_RULEBOOKDESCRIPTION_C_386;A card bearing this sigil will block an opposing creature bearing the Airborne sigil.;持有此印記的卡片能夠阻擋擁有飛空印記的敵對生物。
SACRIFICIAL_RULEBOOKDESCRIPTION_C_722;When a card bearing this sigil is sacrificed it does not perish.;當持有此印記的卡片被犧牲時不會死去。
SHARP_RULEBOOKDESCRIPTION_C_386;Once a card bearing this sigil is struck, the striker is then dealt a single damage point.;一旦持有此印記的卡片被攻擊，攻擊方會受到一點傷害反噬。
SPLITSTRIKE_RULEBOOKDESCRIPTION_C_724;A card bearing this sigil will strike each opposing space to the left and right of the space across from it.;持有此印記的卡片能攻擊左前方與右前方兩處的格子。
SQUIRRELORBIT_RULEBOOKDESCRIPTION_C_213;At the beginning of its owner's turn, a card bearing this sigil will pull small creatures, like Squirrels, into its orbit.;在其擁有者的回合開始時，持有此印記的卡片會將小型生物如松鼠，拉到其軌道。
STEELTRAP_RULEBOOKDESCRIPTION_C_102;When a card bearing this sigil perishes, the creature opposing it perishes as well. A pelt is created in your hand.;當持有此印記的卡片死去，其面對的生物也會一同死去。一張皮草卡會出現在你手中。
STRAFE_RULEBOOKDESCRIPTION_C_931;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil.;在擁有者的回合結束時，持有此印記的卡片將會往印記註明的方向移動。
STRAFEPUSH_RULEBOOKDESCRIPTION_C_708;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil. Creatures in the way will be pushed in the same direction.;在擁有者的回合結束時，持有此印記的卡片將會往印記註明的方向移動。路徑上的生物會被推往相同方向。
TAILONHIT_RULEBOOKDESCRIPTION_C_390;When a card bearing this sigil would be struck, a Tail is created in its place and a card bearing this sigil moves to the right.;當持有此印記的卡片被攻擊，一張尾巴卡片會出現在原地，而持有此印記的卡片會往右邊移動。
TRIPLEBLOOD_RULEBOOKDESCRIPTION_C_976;A card bearing this sigil is counted as 3 Blood rather than 1 Blood when sacrificed.;持有此印記的卡片被犧牲時視為 3 點鮮血，而非 1 點。
TRISTRIKE_RULEBOOKDESCRIPTION_C_419;A card bearing this sigil will strike each opposing space to the left, right, and center of it.;持有此印記的卡片能攻擊到面前、左前與右前方的格子。
TUTOR_RULEBOOKDESCRIPTION_C_400;When a card bearing this sigil is played, you may search your deck for any card and take it into your hand.;在打出持有此印記的卡片後，你可以搜尋牌組的任何卡片，然後把它放在手中。
WHACKAMOLE_RULEBOOKDESCRIPTION_C_301;When an empty space would be struck, a card bearing this sigil will move to that space to receive the strike instead.;當一處空格會被攻擊時，持有此印記的卡片將會移動到那一格擋下攻擊。
BUFFENEMY_RULEBOOKDESCRIPTION_C_508;The creature opposing a card bearing this sigil gains 1 power.;持有此印記的卡片面對的生物會增加 1 點攻擊力。
CELLBUFFSELF_RULEBOOKDESCRIPTION_C_256;If a card bearing this sigil is within a circuit, it gains 2 power.;如果持有此印記的卡片處於一組電路內，將會增加 2 點攻擊力。
CELLDRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_C_731;If a card bearing this sigil is within a circuit when it perishes, a random card is created in your hand.;如果持有此印記的卡片處於一組電路內並死去，一張隨機卡片會生成在你手中。
CELLTRISTRIKE_RULEBOOKDESCRIPTION_C_763;If a card bearing this sigil is within a circuit, it will strike each opposing space to the left, right, and center of it.;如果持有此印記的卡片處於一組電路內，將能攻擊到面前、左前與右前方的格子。
CONDUITSPAWNGEMS_RULEBOOKDESCRIPTION_C_435;Empty spaces within a circuit completed by a card bearing this sigil spawn Gem Vessels at the end of the owner's turn.;擁有者的回合結束時，在持有此印記卡片的完備電路範圍內的空格將會生出 寶石容器。
DEATHSHIELD_RULEBOOKDESCRIPTION_C_417;The first time a card bearing this sigil would take damage, prevent that damage.;當持有此印記的卡片第一次受到傷害時，抵銷掉該傷害。
DELETEFILE_RULEBOOKDESCRIPTION_C_810;When a card bearing this sigil perishes the file used to create it is really deleted from your Hard Drive.;當持有此印記的卡片死去，用來創造它的檔案會真的從你的硬碟中刪除掉。
DRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_C_562;When a card bearing this sigil perishes, a random card is created in your hand.;當持有此印記的卡片死去，一張隨機卡片會生成在你手中。
DRAWVESSELONHIT_RULEBOOKDESCRIPTION_C_373;Once a card bearing this sigil is struck, draw a card from your Empty Vessel pile.;一旦持有此印記的卡片受到攻擊，從你的空容器堆抽一張卡片。
FILESIZEDAMAGE_RULEBOOKDESCRIPTION_C_105;When a card bearing this sigil perishes, select a file. Place damage on the scales according to the file's size.;當持有此印記的卡片死去，選擇一個檔案。根據檔案大小來決定放在秤盤上的傷害。
LATCHBRITTLE_RULEBOOKDESCRIPTION_C_583;When a card bearing this sigil perishes, its owner chooses a creature to gain the Brittle sigil.;當持有此印記的卡片死去，其擁有者選擇一隻生物來獲得脆弱印記。
LATCHDEATHSHIELD_RULEBOOKDESCRIPTION_C_714;When a card bearing this sigil perishes, its owner chooses a creature to gain the Nano Armor sigil.;當持有此印記的卡片死去，其擁有者選擇一隻生物來獲得奈米護甲印記。
LATCHEXPLODEONDEATH_RULEBOOKDESCRIPTION_C_905;When a card bearing this sigil perishes, its owner chooses a creature to gain the Detonator sigil.;當持有此印記的卡片死去，其擁有者選擇一隻生物來獲得引爆者印記。
MOVEBESIDE_RULEBOOKDESCRIPTION_C_379;When one of your creatures is placed in a space, a card bearing this sigil will move towards them as far as possible.;當你的生物被放在空格中的時候，持有此印記的卡片會盡可能朝它移動。
PERMADEATH_RULEBOOKDESCRIPTION_C_240;A card bearing this sigil has increased power. But, if A card bearing this sigil perishes, it is permanently removed from your deck.;持有此印記的卡片的攻擊力增加。但是，如果持有此印記的卡片死去，其將會永久移出你的牌組。
SENTRY_RULEBOOKDESCRIPTION_C_872;When a creature moves into the space opposing a card bearing this sigil, they are dealt 1 damage.;當一隻生物移動到持有此印記的卡片對面的格子，前者將會受到 1 點傷害。
SHIELDGEMS_RULEBOOKDESCRIPTION_C_943;When a card bearing this sigil is played, all Gem Vessels on the owners' side of the board gain Nano Armor.;在打出持有此印記的卡片後，擁有者這一側檯面上所有的寶石容器都會獲得奈米護甲。
SNIPER_RULEBOOKDESCRIPTION_C_237;You may choose which opposing space a card bearing this sigil strikes.;你可以決定持有此印記的卡片要攻擊對面的哪個格子。
SWAPSTATS_RULEBOOKDESCRIPTION_C_983;After a card bearing this sigil is dealt damage, swap its Power and Health.;在持有此印記的卡片受到傷害後，交換其攻擊力與生命力數值。
TRANSFORMER_RULEBOOKDESCRIPTION_C_775;At the beginning of your turn a card bearing this sigil will transform to, or from, Beast mode.;在你的回合開始時，持有此印記的卡片會變形、或形成 野獸 模式。
ANTSSTATICON_GBCDESCRIPTION_C_709;The power of a card bearing this sigil is equal to the number of Ants that the owner has on their side of the table.;持有此印記卡片的攻擊力等於擁有者這一側檯面的螞蟻數量。
BELLSTATICON_GBCDESCRIPTION_C_020;The power of a card bearing this sigil is equal to 4 minus the distance to the combat bell.;這個印記顯示的數值等於 4 減掉持有印記生物與戰鬥鈴之間的距離。
CARDSINHANDSTATICON_GBCDESCRIPTION_C_892;The power of a card bearing this sigil is equal to the number of cards in your hand.;持有此印記卡片的攻擊力等於你的手牌數量。
GREENGEMSSTATICON_GBCDESCRIPTION_C_503;The power of a card bearing this sigil is equal to the number of Green Gems that the owner has on their side of the table.;持有此印記卡片的攻擊力等於擁有者這一側檯面的綠寶石數量。
MIRRORSTATICON_GBCDESCRIPTION_C_716;The power of a card bearing this sigil is always equal to the power of the creature opposing it.;持有此印記卡片的攻擊力等於它對面生物的數值。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSCOMBINE_545_M;Two into one!;二合為一！
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSCOMBINE_545_F;;
MENUCONTROLLER_157;Yes. Erase save.;是。抹除存檔。
MENUCONTROLLER_963;No. Keep save.;不。保持存檔。
MISC_353;Unpacking OLD_DATA.zip;解壓縮 OLD_DATA.zip
MISC_158;Unpacking;解壓縮
MISC_838;REDACTED;已編輯
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_025_M;You sheepishly offered the [c:bR]pelt[c:] to the Bone Lord...;你膽怯地將 [c:bR]皮草[c:] 獻給白骨領主...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_025_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#1_938_M;Embarrassed, you presented your [c:bR]pelt[c:] to the Bone Lord...;你羞愧地將 [c:bR]皮草[c:] 呈獻給白骨領主...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#1_938_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#2_633_M;You placed a [c:bR]pelt[c:] before the Bone Lord...;你將 [c:bR]皮草[c:] 放置在白骨領主之前...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#2_633_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_010_M;The Bone Lord was displeased. You would receive nothing in return.;白骨領主不太滿意。你什麼都得不到。
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_010_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#1_508_M;The Bone Lord shuddered. You averted your eyes and backed away.;白骨領主顯露出厭惡的樣子。你轉開視線並退開。
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#1_508_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#2_663_M;I'm not sure what you expected.;我不確定你在期待什麼。
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#2_663_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_477_M;The Bone Lord was immensely pleased by your offering.;白骨領主對你的供品感到非常滿意。
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_477_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#1_636_M;The Bone Lord was deeply satisfied with your offering.;白骨領主對你的供品感到深刻地滿足。
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#1_636_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#2_515_M;The ultimate sacrifice. The Bone Lord was gleeful.;終極的祭品。白骨領主欣喜若狂。
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#2_515_F;;
COMMANDLINEINTERFACE_667;Type 'continue' to return to loading the game.;鍵入 'continue' 以繼續載入遊戲。
COMMANDLINEINTERFACE_324;continue;continue
COMMANDLINEINTERFACE_978;Cannot find the specified path.;無法找到特定路徑。
COMMANDLINEINTERFACE_506;Not a file.;並非檔案。
COMMANDLINEINTERFACE_729;Contents cannot be shown.;內容無法顯示。
COMMANDLINEINTERFACE_183;Enter cipher:;輸入密碼:
COMMANDLINEINTERFACE_662;You must not do that.;你不該那麼做。
COMMANDLINEINTERFACE_428;You cannot do that.;你不能那麼做。
COMMANDLINEINTERFACE_670;Really delete all save data? (y/n);真的要刪除所有存檔？(是 'y'/否 'n')
COMMANDLINEINTERFACE_293;You are brave.;你真勇敢。
COMMANDLINEINTERFACE_213;You are coward.;你真懦弱。
COMMANDLINEINTERFACE_701;'{0}' is not a recognized internal or external command.;'{0}' 並非可識別的內部或外部指令。
TUTORIAL1BATTLESEQUENCER_200_M;The number on the bottom left is its Attack Power: 1.;左下角的數字是其攻擊力: 1。
TUTORIAL1BATTLESEQUENCER_200_F;;
TUTORIAL2BATTLESEQUENCER_099_M;The airborne [c:bR]Bat[c:] flies over creatures to attack directly.;飛空的 [c:bR]蝙蝠 [c:] 可以飛過生物直接進行攻擊。
TUTORIAL2BATTLESEQUENCER_099_F;;
TUTORIAL2BATTLESEQUENCER_164_M;Mind the ambitious [c:bR]Wolf Cub[c:]. It ages swiftly.;注意野心勃勃的 [c:bR]幼狼[c:]。它成長快速。
TUTORIAL2BATTLESEQUENCER_164_F;;
TUTORIAL3BATTLESEQUENCER_816_M;My totem has granted my Coyote the power of flight!;我的圖騰賦予郊狼飛行的能力！
TUTORIAL3BATTLESEQUENCER_816_F;;
MISC_159;Credits;工作人員名單
MISC_295;Creator;創作者
MISC_542;Composer and Sound Designer;編曲與音效設計師
MISC_355;Principal 3D Artist;首席 3D 藝術師
MISC_921;As Luke Carder;扮演 路克．卡德
MISC_706;As His Killer;扮演 兇手
MISC_438;As <REDACTED>;扮演 <REDACTED>
MISC_026;3D Environment Art and Goobert;3D 環境美術與黏柏特演員
MISC_971;3D Environment Art and Props;3D 環境美術與劇情道具
MISC_451;3D Low Poly Art;3D 低面建模美術
MISC_382;Color Posterization Shader;色彩後製著色器
MISC_216;Color Palette Design;色盤設計
MISC_730;Fonts;字型
MISC_679;Creative Commons 3D Art;常用創意 3D 美術
MISC_407;3rd Party Tools / Assets;第三方工具 / 資產
MISC_787;Special Thanks;特別銘謝
MISC_024;Voice of Grimora;葛麗摩菈配音員
MISC_798;The Mycologists;真菌學家
MISC_308;Game Design Advice;遊戲設計建議
MISC_033;Playtesting and Sounding Board;遊戲測試與音效播放
MISC_423;Extensive Playtesters;額外遊戲測試員
MISC_362;Localized Font Editing;在地化字型編輯
MISC_462;Special Help with Rendering Issue;成像問題特別協助
MISC_890;After Effects Footage Tracking;後製效果影片追蹤
MISC_142;Discord Admins;Discord 管理員
MISC_249;Organizers of Indiepod;Indiepod 整合人員
MISC_480;Moral Support;打氣支援
MISC_399;Playing The Game;進行遊戲
MISC_934;Localization Team;在地化團隊
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#1_411_M;I see you have a photo of a pelt.[w:0.3] The Trader next door may desire it.;我看到你有張皮草的照片。[w:0.3] 隔壁的商人或許會有興趣。
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#1_411_F;;
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#2_722_M;Poor hare...[w:0.3] Take that photo to The Trader.[w:0.3] She is to your right.;可憐的野兔...[w:0.3] 把那照片拿給商人。[w:0.3] 她就在右邊。
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#2_722_F;;
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#3_612_M;Go through the door to your right.[w:0.3] The Trader awaits...;穿過右邊那扇門。[w:0.3] 商人在等著...
GBC_NPC_LESHYGBCGIVECAMERA1_REPEAT_#3_612_F;;
PART_3_GAME_FLOW_PART3INTRO1_436_M;You wanted to replace me.;你想要取代我。
PART_3_GAME_FLOW_PART3INTRO1_436_F;;
PART_3_GAME_FLOW_PART3INTRO1_847_M;Look at us now.;現在看看我們這情況。
