Column1;Column10;ITA 
HYDRAEGG_RULEBOOKNAME_854;Finical Hatchling;Nidiata esigente
HYDRAEGG_RULEBOOKDESCRIPTION_431;[creature] hatches when drawn if the numbers 1 to 5 are represented in the health of creatures in your deck, and in their power, and if there is a creature of each tribe in your deck.;Quando peschi questa carta, [creature] si schiude se la salute e la potenza delle creature del mazzo hanno numeri da 1 a 5 e se il mazzo presenta una creatura per ogni tribù.
MADEOFSTONE_RULEBOOKNAME_172;Made Of Stone;Tempra di pietra
MADEOFSTONE_RULEBOOKDESCRIPTION_563;[creature] is immune to the effects of Touch of Death and Stinky.;[creature] è immune agli effetti di Tocco della morte e Puzzolente.
MORSEL_RULEBOOKNAME_777;Morsel;Bocconcini
MORSEL_RULEBOOKDESCRIPTION_148;When [creature] is sacrificed, it adds its stat values to the card it was sacrificed for.;Quando [creature] viene sacrificata, i valori delle sue statistiche vengono sommati a quelli della carta per cui è stata sacrificata.
OPPONENTBONES_RULEBOOKNAME_606;Scavenger;Avvoltoio
OPPONENTBONES_RULEBOOKDESCRIPTION_070;While [creature] is on the board, opposing creatures also provide bones when perishing.;Mentre [creature] è sul tavolo, anche le creature avversarie donano ossa quando muoiono.
OPPONENTBONES_TEXT_974;[c:bR]Get your paws off of my creature's bones![c:];[c:bR]Giù le mani dalle ossa della mia creatura![c:]
STRAFESWAP_RULEBOOKNAME_420;Rampager;Scatto d'ira
STRAFESWAP_RULEBOOKDESCRIPTION_165;At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil. Creatures in the way will be thrown back behind it.;Alla fine del turno del proprietario, [creature] si sposta nella direzione incisa sul sigillo. Le creature sulla sua traiettoria vengono spinte indietro.
STRAFESWAP_TEXT_463;I do not envy those that stand in the Bull's way...;Non invidio per niente coloro che si imbattono nel Toro...
CHALLENGE_ALLTOTEMS_DESCRIPTION_807;All regular battles are replaced with totem battles.;Tutte le battaglie normali vengono sostituite con battaglie totem.
CHALLENGE_ALLTOTEMS_TITLE_709;All Totem Battles;Tutte le battaglie totem
CHALLENGE_ANNOYINGSTARTERDECK_DESCRIPTION_647;Cards in starting deck have the Annoying sigil.;Le carte del mazzo iniziale hanno il sigillo Irritante.
CHALLENGE_ANNOYINGSTARTERDECK_TITLE_115;Annoying Starters;Carte iniziali irritanti
CHALLENGE_BASEDIFFICULTY_DESCRIPTION_242;More and stronger opposing creatures in all battles.;Creature avversarie più numerose e più forti in tutte le battaglie.
CHALLENGE_BASEDIFFICULTY_TITLE_537;More Difficult;Più difficile
CHALLENGE_BOSSTOTEMS_DESCRIPTION_950;Boss battles are also totem battles.;Le battaglie contro i boss sono anche battaglie totem.
CHALLENGE_BOSSTOTEMS_TITLE_731;Boss Totems;Totem dei boss
CHALLENGE_EXPENSIVEPELTS_DESCRIPTION_158;The Trapper's pelts cost more.;Le pelli del Cacciatore costano di più.
CHALLENGE_EXPENSIVEPELTS_TITLE_850;Pricey Pelts;Pelli costose
CHALLENGE_FINALBOSS_DESCRIPTION_836;Leshy is replaced as the final boss of the run. Heave. Ho.;Leshy viene sostituito come boss finale della sessione. Ehi ho!
CHALLENGE_FINALBOSS_TITLE_299;Final Boss;Boss finale
CHALLENGE_GRIZZLYBOSSES_DESCRIPTION_688;Grizzlies appear during the first 3 boss battles.;Dei Grizzly compaiono durante le prime 3 battaglie contro i boss.
CHALLENGE_GRIZZLYBOSSES_TITLE_964;Grizzly Bosses;Boss Grizzly
CHALLENGE_LESSCONSUMABLES_DESCRIPTION_354;Your pack can hold 1 less item.;Il tuo mazzo può contenere 1 oggetto in meno.
CHALLENGE_LESSCONSUMABLES_TITLE_339;Smaller Backpack;Zaino più piccolo
CHALLENGE_NOBOSSRARES_DESCRIPTION_112;Bosses award regular cards instead of rares.;I boss conferiscono carte normali invece che rare.
CHALLENGE_NOBOSSRARES_TITLE_498;No Boss Rares;Niente carte rare dai boss
CHALLENGE_NOCLOVER_DESCRIPTION_800;You may not re-roll card choices.;Non puoi cambiare le carte scelte.
CHALLENGE_NOCLOVER_TITLE_486;No Clover;Nessuna fortuna
CHALLENGE_NOHOOK_DESCRIPTION_291;You do not start with the Fish Hook item.;Non inizi con l'oggetto amo da pesca.
CHALLENGE_NOHOOK_TITLE_035;No Hook;Niente amo
CHALLENGE_ONELIFE_DESCRIPTION_540;You are limited to 1 life.;Hai solo 1 vita.
CHALLENGE_ONELIFE_TITLE_903;Single Candle;Un'unica possibilità
CHALLENGE_SQUIRRELFISH_DESCRIPTION_503;Your squirrels have the Waterborne sigil.;I tuoi scoiattoli hanno il sigillo Acquatico.
CHALLENGE_SQUIRRELFISH_TITLE_073;Squirrel Fish;Pesce scoiattolo
CHALLENGE_STARTINGDAMAGE_DESCRIPTION_926;Start all battles with 1 damage on your side of the scales.;Inizi tutte le battaglie con 1 danno dal tuo lato della bilancia.
CHALLENGE_STARTINGDAMAGE_TITLE_695;Tipped Scales;Bilancia sbilanciata
ENTRY1_BODYTEXT1_904;OK I need to write this down NOW so I don't go to sleep and tell myself I dreamt it.;OK, devo annotarlo SUBITO, altrimenti andrò a letto e penserò di averlo sognato.
ENTRY1_BODYTEXT2_628;I'm working late and testing the latest build and out of nowhere The Angler starts FREAKING OUT. Like he pulled something up out of the river with his hook then he GETS UP and WALKS. There is no walk animation for this character! WTF?! He walked right into the cabin. I followed him in and couldn't find him. Leshy had some new dialogue lines that I CANNOT FIND IN THE DIALOGUE FILE. He said something about some OLD_DATA and how The Angler served him well or something.;|Stavo lavorando fino a tardi per testare l'ultima versione; all'improvviso, il Pescatore ha iniziato a DARE DI MATTO. Ha pescato qualcosa dal fiume con l'amo, si è ALZATO e se n'è ANDATO. Non è ancora stata creata l'animazione per farlo camminare! Ma che cavolo?! È entrato nella casetta. L'ho seguito ma non sono riuscito a trovarlo. Leshy aveva delle nuove battute di dialogo, ma NON LE TROVO NEL FILE DEI DIALOGHI. Ha accennato ad alcuni DATI_VECCHI e ha detto che il Pescatore gli è stato utile.|
ENTRY1_BODYTEXT3_978;I'm so tired that I'm already wondering if I made this up.;Però sono stanchissima... forse è frutto della mia immaginazione?
ENTRY10_BODYTEXT1_511;Last night I brought the disk with me on a walk around the seawall and was THIS close to just chucking it out into the water.;Ieri sera sono andata a fare una passeggiata lungo l'argine, avevo il dischetto con me. Stavo quasi per gettarlo in acqua.
ENTRY10_BODYTEXT2_752;If I'm right the Karnoffel Code is still out there and the machine is, incredibly, still ready to accept it. Destroy the disk, no one finds the Code, and no one can blow up half of Europe. Right? But I saw an otter which made me think of Leshy. Maybe we need the Code to DISarm the machine? Could that be right? I can't be sure.;Se ho ragione, il Codice Karnoffel è ancora in circolazione e il congegno è in grado di leggerlo. Assurdo. Se si distrugge il dischetto, il Codice non verrà mai trovato e nessuno farà saltare in aria metà dell'Europa. Giusto? Ma poi ho visto una lontra, che mi ha fatto pensare a Leshy. Forse ci serve il Codice per disarmare il congegno? È possibile? Non ne sono sicura.
ENTRY10_BODYTEXT3_492;I went home.;Sono tornata a casa.
ENTRY11_BODYTEXT1_342;<DATA CORRUPTED. FOR ANY QUALITY CONCERNS PLEASE CONTACT KAMINSKI DATA STORAGE MFG.>;<DATA CORRUPTED. FOR ANY QUALITY CONCERNS PLEASE CONTACT KAMINSKI DATA STORAGE MFG.>
ENTRY12_BODYTEXT1_197;Call from Mr. Kaminski at 9:45 pm. What the hell is wrong with this guy? He wants all the sample disks back at the factory NOW. What does he know? NAH TICK MASS he kept saying.;Una chiamata dal signor Kaminski alle 21:45. Che cosa gli prende? Vuole che tutti i dischetti vengano portati allo stabilimento, SUBITO. Forse sa qualcosa? Continuava a ripetere MASSA NAH.
ENTRY12_BODYTEXT2_477;I'm done with all of this but I can't bring myself to destroy this disk, I'm sorry. I've got a little wooden box and I'm gonna bury it with the disk inside. I'm writing the coords down and who knows maybe I'll burn them later. Leshy will thank me. The world may not.;Ne ho davvero abbastanza, ma non ho la forza di distruggere il dischetto, mi dispiace. Lo metterò in una scatola di legno e lo seppellirò. Sto annotando le coordinate e, chissà, forse un giorno le brucerò. Leshy mi ringrazierà. Il mondo, invece, no.
ENTRY12_BODYTEXT3_487;Goodbye for now <3;Addio... per ora <3
ENTRY13_BODYTEXT1_382;No one will ever play this mod and, the way things are looking, they might never even play this game. But I'm gonna indulge in a fantasy.;Nessuno giocherà alla mod e, per come stanno le cose, probabilmente nemmeno al gioco. Ma nulla mi impedisce di immaginare come sarebbe se accadesse.
ENTRY13_BODYTEXT2_138;Thousands of players play it and love it. They each find different reasons to love it and even love its imperfections. They make music and art about it that makes me see my own work in a different way. But even a simple comment can have this effect. It makes me feel like all my work mattered and then some. I am overflowing with gratitude.;Migliaia di giocatori l'hanno provato e lo adorano. Ognuno lo ama per un motivo diverso, persino le imperfezioni. Creano musica e opere d'arte dedicate al gioco, e ciò mi porta a vedere il mio lavoro con occhi diversi. Ma anche un semplice commento può fare la differenza. Mi fa credere nell'importanza del mio lavoro, e non solo. Provo una profonda gratitudine.
ENTRY13_BODYTEXT3_576;...Well, time to finish up the Squirrel Fish challenge. Maybe I'll hit up Comics Land later.;...Beh, è ora di terminare la sfida Pesce scoiattolo. Forse più tardi andrò al Comics Land.
ENTRY2_BODYTEXT1_419;So I woke up and damn near lost my mind. I tried to recreate that bug with The Angler over and over and nothing weird was happening. Then I realized I was testing on a different disk! So I popped in the same disk as last night and HOLY SHIT. Leshy went 3D. What does that mean? I barely even know. Maybe I AM crazy. The entire game is different. Leshy took over and it's 3D. I don't know anyone who would listen to me about this.;Mi sono svegliata e stavo per perdere la testa. Ho provato a ricreare più volte quel bug con il Pescatore, ma non succedeva nulla di strano. Poi mi sono accorta che lo stavo testando su un dischetto diverso! Così ho inserito lo stesso dischetto di ieri sera e PORCA TROIA! Leshy è passato al 3D. Che significa? Non ne ho idea. FORSE sono pazza. Il gioco è completamente diverso. Leshy ha assunto il controllo e ora è in 3D. Non ho nessuno con cui parlarne.
ENTRY3_BODYTEXT1_456;I've been playing this... new... Inscryption now for a few days. Work has been unproductive. I emailed some of the other devs - kinda probing to see if they know anything about this without appearing crazy. No dice.;Da qualche giorno sto giocando a questa nuova... versione... di Inscryption. Non sono stata per niente produttivo. Ho inviato qualche e-mail agli altri sviluppatori, volevo vedere se sapevano qualcosa a riguardo, senza sembrare pazza. Niente da fare.
ENTRY3_BODYTEXT2_454;The strange thing? The game is fun. Like it's actually a good game. But stranger still? Leshy. He talks to the Challenger almost as if he's talking to ME. It's freaky but not altogether unwelcome - I could use a friend.;Sembrerà strano, ma il gioco è divertente. È davvero un bel gioco. Però l'elemento più strano è Leshy. Parla con lo Sfidante come se stesse parlando con ME. È una cosa piuttosto insolita, ma non mi dispiace... ho bisogno di un amico.
ENTRY4_BODYTEXT1_930;I scoured the disk last night looking for some kind of explanation. And I found some really wild stuff. It made me think... what is the OLD_DATA and why does Leshy only talk about it when he's wearing The Woodcarver's mask?;Ieri sera ho esaminato il dischetto in cerca di una spiegazione, e ho trovato delle cose molto strane. Mi hanno fatto pensare... cosa sono i DATI_VECCHI e perché Leshy li nomina solo quando indossa la maschera dell'Intagliatrice?
ENTRY4_BODYTEXT2_558;I found some log from Mr. Kaminski. It was pretty clear when I met him that the guy had issues... but he seemed to be saying in this log that the entire development of Inscryption was a cover. For what? How infuriating if true.;Ho trovato le annotazioni del signor Kaminski. Quel tizio ha dei problemi, l'ho capito appena ci siamo conosciuti... ma nei suoi appunti dice che lo sviluppo di Inscryption è stata una copertura. Ma per cosa? Che rabbia.
ENTRY4_BODYTEXT3_436;Time to start another run I guess.;È ora di iniziare una nuova sessione.
ENTRY5_BODYTEXT1_800;I'm addicted to Leshy's Inscryption.;Non riesco a smettere di giocare all'Inscryption di Leshy.
ENTRY5_BODYTEXT2_758;It's far from perfect though. Some really unbalanced shit in here to be honest. I have my Ouroboros up to over a hundred thanks to the stupidly broken Fecundity sigil combo.;Ma è tutt'altro che perfetto. Ci sono elementi molto sbilanciati. I miei Uroboro hanno superato quota cento per colpa di quella stupida combo del sigillo Fertilità, che non ha funzionato.
ENTRY5_BODYTEXT3_858;I decided that I'm going to work on making this balanced. And maybe a bit of an actual challenge? I'm making a mod! I wonder what Leshy will think.;Ho deciso che renderò il gioco più bilanciato. E forse un po' più impegnativo. Farò una mod! Chissà cosa ne penserà Leshy.
ENTRY6_BODYTEXT1_202;Work on the mod continues. I was appalled to find that Leshy chose to use the Kaycee Hobbes' ghoul skull as a trinket on his shelf. He fills it with teeth for the Trapper after every boss... Kinda lame because it's tedious to keep getting up from the table just to collect the teeth. I'll have to hack that out. He'll hate me for it.;Continuo a lavorare alla mod. Mi ha sconvolto la scelta di Leshy di mettere il teschio ghul di Kaycee Hobbes come ninnolo sul suo scaffale. Dopo ogni boss, lo riempie di denti per il Cacciatore... Non mi piace: è fastidioso doversi alzare ogni volta dal tavolo per raccogliere i denti. Devo hackerare il gioco ed eliminarlo. Leshy mi odierà.
ENTRY7_BODYTEXT1_127;Some nights I mod, some nights I dig. I dig deeper into this log file and find things I sometimes wish I hadn't. This isn't just some disk Kaminski used to vent his workplace frustrations. This is like some real shit.;Alcune sere sviluppo la mod, altre scavo. Scavo a fondo in questo file di log, e spesso trovo cose che non avrei voluto scoprire. Questo non è un semplice dischetto che Kaminski usava per sfogare le sue frustrazioni dopo il lavoro. È roba seria.
ENTRY7_BODYTEXT2_400;Every once in a while I get some context from The Woodcarver and it's chilling. This could all be bunk... or there could be a doomsday machine under Berlin armed by a code hidden on a pack of cards.;Di tanto in tanto ricevo delle informazioni dall'Intagliatrice: la situazione è agghiacciante. Potrebbero essere sciocchezze... oppure c'è davvero un congegno apocalittico sotto Berlino, armato con un codice nascosto in un mazzo di carte.
ENTRY7_BODYTEXT3_807;In other news I just finished implementing the Boss Totems challenge.;Cambiando argomento, ho appena introdotto la sfida Totem dei boss.
ENTRY8_BODYTEXT1_144;I barely leave the apartment save for the odd dinner out with mom... but last night was an exception. I went to Comics Land to play a Secrets of Legendaria draft. Is it weird that I brought the disk with me? I felt uncomfortable being apart from it.;Non esco quasi mai dal mio appartamento, tranne che per le occasionali cene fuori con mia madre... ma ieri sera ho fatto un'eccezione. Sono andata al Comics Land per giocare a una bozza di Secrets of Legendaria. Ho portato il dischetto con me... sarà strano? Non volevo separarmene.
ENTRY8_BODYTEXT2_451;I ended up ripping a foil Sweaty Dragon but lost the first match to this weird dude who wanted to record it for his YouTube channel. Like he actually brought a camcorder on a shaky looking tripod to the shop! How is that allowed?!;Alla fine, ho strappato una carta laminata del Drago Sudato, ma ho perso la prima partita contro uno strano tizio che voleva filmare tutto per il suo canale YouTube. Ha portato una videocamera nel negozio, su un treppiede barcollante! Secondo me è vietato!
ENTRY9_BODYTEXT1_320;Today I found out what happened to P03... Leshy turned The Scrybe of Technology into a Stoat card. I found the card on the shelf below the safe and laughed right out loud when it told me it was P03 and needed help. I handed it over to Leshy who was less amused. I guess this is the fate that the other Scrybes met... though I haven't seen them yet.;Oggi ho scoperto cosa è successo a P03... Leshy ha trasformato lo Scriba della Tecnologia in una carta Ermellino. L'ho trovata sullo scaffale sotto la cassaforte e sono scoppiata a ridere quando ha detto che era P03 e che aveva bisogno di aiuto. L'ho data a Leshy, non era molto contento. Immagino che sia quello il destino a cui sono andati incontro gli altri Scribi... ma non li ho ancora visti.
FREEREPTILES_TITLE_890;Free Reptiles;Rettili liberi
HYDRAEGGS_TITLE_597;Eggs;Uova
MANTISGOD_TITLE_947;One True God;L'unico vero Dio
MOOSEBLOOD_TITLE_509;Moose Blood;Sangue di alce
SUBMERGEBIRDS_TITLE_834;Submersibles;Sommergibili
VANILLA_TITLE_397;Vanilla;Vaniglia
!GIANTCARD_SHIP_DISPLAYEDNAME_169;The Limoncello;Il Limoncello
MOLESEAMAN_DISPLAYEDNAME_591;Mole Seaman;Marinaio talpa
SKELETONPARROT_DISPLAYEDNAME_379;Zombie Parrot;Pappagallo zombie
ANTFLYING_DISPLAYEDNAME_506;Flying Ant;Formica volante
ANTFLYING_DESCRIPTION_324;The Flying Ant. Its diligence is matched only by its grounded cousin.;La Formica volante. La sua laboriosità è pari solo a quella della sua cugina terrestre.
AQUASQUIRREL_DISPLAYEDNAME_435;Aquasquirrel;Acquascoiattolo
BULL_DISPLAYEDNAME_510;Wild Bull;Toro selvaggio
BULL_DESCRIPTION_785;The reckless Wild Bull. Anything in its path is flung over its ponderous skull.;Il temerario Toro selvaggio. Chiunque si trovi sul suo cammino viene scaraventato in aria dalle sue potenti corna.
CUCKOO_DISPLAYEDNAME_484;Cuckoo;Cuculo
CUCKOO_DESCRIPTION_994;That infanticidal Cuckoo... It chokes up the board with the broken eggs of its victims.;Il Cuculo infanticida... ricopre il tavolo con le uova rotte delle sue vittime.
DIREWOLF_DISPLAYEDNAME_766;Dire Wolf;Lupo feroce
DIREWOLF_DESCRIPTION_968;The unrelenting Dire Wolf. Those lucky enough to survive its first attack may expect another...;L'implacabile Lupo feroce. I fortunati che sopravvivono al suo primo attacco dovranno aspettarsene un altro...
DIREWOLFCUB_DISPLAYEDNAME_153;Dire Wolf Pup;Lupetto feroce
DIREWOLFCUB_DESCRIPTION_528;The loyal Dire Wolf Pup. The bone it digs up will be the first of many to meet its teeth.;Il fedele Lupetto feroce. L'osso che dissotterrerà sarà il primo di tanti a finire sotto i suoi denti.
HODAG_DISPLAYEDNAME_592;Hodag;Hodag
HODAG_DESCRIPTION_748;The hellacious Hodag! Its ever-rising power does not fall after a battle.;L'infernale Hodag! La sua potenza sempre crescente non diminuisce dopo una battaglia.
HYDRA_DISPLAYEDNAME_069;Hydra;Idra
HYDRAEGG_DISPLAYEDNAME_435;Curious Egg;Uovo strano
IJIRAQ_DISPLAYEDNAME_962;Ijiraq;Ijiraq
IJIRAQ_UNLOCKSCREEN_DISPLAYEDNAME_597;Mole Man?;Uomo talpa?
LICE_DISPLAYEDNAME_207;Pelt Lice;Pidocchio
LICE_DESCRIPTION_468;The underestimated Pelt Lice. An inescapable aspect of the fur trade.;Il Pidocchio svilito. È inevitabile incontrarlo nel commercio delle pelli.
MEALWORM_DISPLAYEDNAME_113;Mealworm;Larva di tarma
MEALWORM_DESCRIPTION_985;The delectable Mealworm. Does your mouth not water at the sight?;La deliziosa Larva di tarma. Non ti viene l'acquolina in bocca solo a guardarla?
MUDTURTLE_DISPLAYEDNAME_666;Mud Turtle;Tartaruga
MUDTURTLE_DESCRIPTION_807;The adamantine Mud Turtle. Its shell can stop any attack... once.;L'irremovibile Tartaruga. Il suo guscio può fermare qualsiasi attacco... una volta sola.
RACCOON_DISPLAYEDNAME_827;Raccoon;Procione
RACCOON_DESCRIPTION_694;The thieving Raccoon! It gathers the bones of my creatures for you.;Il ladresco Procione! Raccoglie per te le ossa delle mie creature.
REDHART_DISPLAYEDNAME_559;Red Hart;Cervo rosso
REDHART_DESCRIPTION_219;The bloodthirsty Red Hart. Its power grows as blood is spilled...;Il sitibondo Cervo rosso. Più sangue viene versato, più aumenta la sua potenza...
TADPOLE_DISPLAYEDNAME_198;Tadpole;Girino
TADPOLE_DESCRIPTION_630;Ha! The wimpish Tadpole. Its future as a Bullfrog is meager compensation.;Ah! Il gracile Girino. Sapere che diventerà una Rana toro è una magra consolazione.
WOLVERINE_DISPLAYEDNAME_158;Wolverine;Ghiottone
WOLVERINE_DESCRIPTION_912;The relentless Wolverine. Its hunger only grows greater as it kills.;L'inarrestabile Ghiottone. La sua fame aumenta ad ogni nemico ucciso.
