Column1;Column10;SP 
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_549_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_449_M;from the clock[w:0.3];del reloj[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_449_F;;
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_950_M;correct?;¿verdad?
TALKING_WOLF_DIALOGUE_WOLFFILMROLLREMINDER_REPEAT_#2_950_F;;
PART_1_FINALE_FINALEDECKTRIALRING_938_M;Oh, you are wearing a fine [c:bR]ring[c:].;Ah, llevas un bonito [c:bR]anillo[c:].
PART_1_FINALE_FINALEDECKTRIALRING_938_F;;
PART_1_FINALE_FINALEDECKTRIALRING_916_M;You pass, of course.;Has superado la prueba, por supuesto.
PART_1_FINALE_FINALEDECKTRIALRING_916_F;;
PART_1_FINALE_FINALEDECKTRIALRING_REPEAT_#1_841_M;I almost missed your [c:bR]ring[c:] from up here.;Desde aquí arriba casi no veía tu [c:bR]anillo[c:].
PART_1_FINALE_FINALEDECKTRIALRING_REPEAT_#1_841_F;;
PART_1_FINALE_FINALEDECKTRIALRING_REPEAT_#1_774_M;You pass.;Has superado la prueba.
PART_1_FINALE_FINALEDECKTRIALRING_REPEAT_#1_774_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_055_M;Good boss.[w:0.3];Jefe bueno.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_055_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_707_M;Remind me[w:0.1];Me recuerda[w:0.1]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_707_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_925_M;of Leshy-fish.[w:0.3];a Leshy-pez.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPHOTOGRAPHER_925_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_065_M;Blank boss.[w:0.3];Jefe en blanco.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_065_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_540_M;Make rule.[w:0.3];Haz las reglas.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_540_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_020_M;Break game?[w:0.3];¿Rompe el juego?[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_020_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_REPEAT_#1_901_M;Hm.[w:0.3];Mmm.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERCANVAS_REPEAT_#1_901_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_532_M;So many files![w:0.3];¡Cuántos archivos![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_532_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_902_M;So much;Qué cantidad
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_902_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_REPEAT_#1_888_M;Many files![w:0.3];¡Muchos archivos![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_REPEAT_#1_888_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_REPEAT_#1_855_M;Much to see![w:0.3];¡Mucho que ver![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEARCHIVIST_REPEAT_#1_855_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_369_M;What is this?[w:0.3];¿Qué es esto?[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_369_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_381_M;The web?[w:0.3];¿La red?[w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_381_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_122_M;Unlimited;Ilimitada
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_122_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_REPEAT_#1_416_M;The web is exciting![w:0.3];¡La red es emocionante![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_REPEAT_#1_416_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_REPEAT_#2_860_M;Wow![w:0.3];¡Vaya![w:0.3]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGETELEGRAPHER_REPEAT_#2_860_F;;
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDAMAGERACE_412_M;Go fast![w:0.1];¡Deprisa![w:0.1]
TALKING_BLUE_MAGE_DIALOGUE_TALKINGBLUEMAGEDAMAGERACE_412_F;;
PART_3_MAP_HOLOAREATECH1_377_M;Yes. This area is good.;Sí. Esta zona está bien.
PART_3_MAP_HOLOAREATECH1_377_F;;
PART_3_MAP_HOLOAREATECH1_330_M;What's this feeling? Pride?;¿Qué sentimiento es este? ¿Orgullo?
PART_3_MAP_HOLOAREATECH1_330_F;;
PART_3_MAP_HOLOAREATECH1_324_M;Feels weird.;Es raro.
PART_3_MAP_HOLOAREATECH1_324_F;;
PART_3_MAP_HOLOAREATECHTEMPLE1_557_M;See anything familiar?;¿Ves algo que te suene?
PART_3_MAP_HOLOAREATECHTEMPLE1_557_F;;
TUTORIAL_TUTORIALGREATERSMOKE_424_M;That [c:bR]smoke[c:]... It is great indeed!;Ese [c:bR]humo[c:]... ¡Es fantástico!
TUTORIAL_TUTORIALGREATERSMOKE_424_F;;
GBC_NPC_GHOULBRIARPOSTPUZZLE_376_M;Hey didja know?;Oye, ¿sabes una cosa?
GBC_NPC_GHOULBRIARPOSTPUZZLE_376_F;;
GBC_NPC_GHOULBRIARPOSTPUZZLE_719_M;I'm named after one of the developers of Inscryption!;¡Me llamo así en honor a una de las desarrolladoras de Inscryption!
GBC_NPC_GHOULBRIARPOSTPUZZLE_719_F;;
GBC_NPC_GHOULBRIARPOSTPUZZLE_160_M;Pretty cool,[w:0.3] huh?;Mola,[w:0.3] ¿eh?
GBC_NPC_GHOULBRIARPOSTPUZZLE_160_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_484_M;Ye solved the riddle of the tombs![w:0.3] Cheers to ye.;¡Has resuelto el enigma de las tumbas![w:0.3] Enhorabuena.
GBC_NPC_GHOULROYALPOSTPUZZLE_484_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#1_382_M;Aye?[w:0.3] Me true dream?;¿Sí?[w:0.3] ¿Mi verdadero sueño?
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#1_382_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#1_153_M;Te be a boss meself.[w:0.3] The big lemon.[w:0.3] Aye,[w:0.2] tis but a dream.;Convertirme en jefe.[w:0.3] El limón gordo.[w:0.3] Sí,[w:0.2] solo es un sueño.
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#1_153_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#2_416_M;Aye,[w:0.3] yar,[w:0.3] to be a boss.[w:0.3] That be the dream.;Sí,[w:0.3] ja,[w:0.3] ser jefe.[w:0.3] Eso sí que sería un sueño.
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#2_416_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#2_669_M;Enough of me musin'.[w:0.3] Off with ye!;Basta de soñar despierto.[w:0.3] ¡Lárgate!
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#2_669_F;;
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#3_597_M;Off with ye!;¡Lárgate!
GBC_NPC_GHOULROYALPOSTPUZZLE_REPEAT_#3_597_F;;
GBC_NPC_GHOULSAWYERPOSTPUZZLE_067_M;Oh![w:0.3] You have solved the puzzle.;¡Oh![w:0.3] Has resuelto el puzle.
GBC_NPC_GHOULSAWYERPOSTPUZZLE_067_F;;
GBC_NPC_GHOULSAWYERPOSTPUZZLE_515_M;You must be excited...[w:0.3] but please![w:0.3] Do not bark!;Debes de estar entusiasmado...[w:0.3] pero ¡te lo ruego![w:0.3] ¡No ladres!
GBC_NPC_GHOULSAWYERPOSTPUZZLE_515_F;You must be excited...[w:0.3] but please![w:0.3] Do not bark!;Debes de estar entusiasmada...[w:0.3] pero ¡te lo ruego![w:0.3] ¡No ladres!
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#1_935_M;Do not beg or bite.[w:0.3] It is time to rest.;No pidas ni muerdas.[w:0.3] Es hora de descansar.
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#1_935_F;;
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#3_691_M;The casket below me...[w:0.3] there is something dark within.;El ataúd que tengo debajo...[w:0.3] Dentro hay algo siniestro.
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#3_691_F;;
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#3_339_M;Pay with an Obol.[w:0.3] If you dare to.;Paga con un óbolo.[w:0.3] Si te atreves.
GBC_NPC_GHOULSAWYERPOSTPUZZLE_REPEAT_#3_339_F;;
PART_3_MAP_P03LUKEFILE_933_M;I didn't think [c:bSG]The Archivist[c:] would dig up [c:bR]this[c:] file.;No pensé que [c:bSG]la archivista[c:] fuera a encontrar [c:bR]este[c:] archivo.
PART_3_MAP_P03LUKEFILE_933_F;;
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_179_M;That looks much better.[w:0.3] Where were we?;Eso está mucho mejor.[w:0.3] ¿Por dónde íbamos?
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_179_F;;
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_REPEAT_#1_385_M;Your deck is looking healthier.[w:0.3] Let us continue.;Tu mazo parece más robusto.[w:0.3] Continuemos.
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_REPEAT_#1_385_F;;
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_REPEAT_#2_884_M;That's better.[w:0.3] Back to our battle!;Así está mejor.[w:0.3] ¡Volvamos a la batalla!
GBC_NPC_GBCNPCINVALIDRETRYDEFAULT_REPEAT_#2_884_F;;
GBC_NPC_GHOULROYALINVALIDRETRY_129_M;Hark![w:0.3] Yer deck be correct![w:0.3] We can battle!;¡Ajá![w:0.3] ¡Tu mazo está correcto![w:0.3] ¡Podemos batallar!
GBC_NPC_GHOULROYALINVALIDRETRY_129_F;;
GBC_NPC_ANGLERNPCINVALIDRETRY_104_M;Deck good.[w:0.3] Battle now.;Mazo bueno.[w:0.3] Ahora batalla.
GBC_NPC_ANGLERNPCINVALIDRETRY_104_F;;
GBC_NPC_PROSPECTORNPCINVALIDRETRY_860_M;Yeeehaaw![w:0.3] Ye fixed it![w:0.3] Now let's battle.;¡Yiiijaaa![w:0.3] ¡Lo has arreglado![w:0.3] Ya podemos batallar.
GBC_NPC_PROSPECTORNPCINVALIDRETRY_860_F;;
GBC_NPC_DUMMYNPCINVALIDRETRY_103_M;The dummy somehow looked pleased.;De alguna forma, el muñeco parecía contento.
GBC_NPC_DUMMYNPCINVALIDRETRY_103_F;;
GBC_NPC_DREDGERINVALIDRETRY_331_M;Lookin' like ye fixed somefin', mate.;Parece que has arreglado algo, colega.
GBC_NPC_DREDGERINVALIDRETRY_331_F;;
GBC_NPC_WIZARDBLUEINVALIDRETRY_129_M;[t:1]You did it.[w:0.3] You fixed it.[w:0.3] Now,[w:0.2] we continue!;[t:1]Lo has conseguido.[w:0.3] Lo has arreglado.[w:0.3] Y ahora,[w:0.2] ¡sigamos!
GBC_NPC_WIZARDBLUEINVALIDRETRY_129_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_760_M;[c:bR]What are you doing?[c:];[c:bR]¿Qué estás haciendo?[c:]
PART_3_MAP_P03FIXCAMERAREMINDER_760_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_837_M;It's not time for playing. Go fix that camera.;No es momento de jugar. Ve a arreglar esa cámara.
PART_3_MAP_P03FIXCAMERAREMINDER_837_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#1_428_M;[c:bR]Did I lag?[c:];[c:bR]¿Tengo retardo?[c:]
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#1_428_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#1_854_M;Go [c:bR]down[c:] to the [c:bR]Dredging Room[c:] and see what's going on.;[c:bR]Baja[c:] a la [c:bR]sala de dragado[c:] a ver qué pasa.
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#1_854_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_494_M;[c:bR]What's the matter?[c:];[c:bR]¿Qué pasa?[c:]
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_494_F;;
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_603_M;There's a lift down to the [c:bR]Dredging Room[c:] in the [c:bR]Smelting Room[c:].;Hay un ascensor que baja a la [c:bR]sala de dragado[c:] en la [c:bR]sala de fundición[c:].
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_603_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_098_M;Wow, you actually deleted the file.;Vaya, has borrado el archivo de verdad.
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_098_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_811_M;Haha.;Ja, ja.
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_811_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_345_M;Did you expect a reward?;¿Esperabas una recompensa?
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_345_F;;
PART_3_STORY_PART3FINALUBERBOT_088_M;What, you wanted loot?;¿Qué, querías un botín?
PART_3_STORY_PART3FINALUBERBOT_088_F;;
PART_3_STORY_PART3FINALUBERBOT_989_M;That was the last [c:bG]Uberbot[c:]. What would you even need it for?;Ese era el último [c:bG]uberbot[c:]. ¿Para qué ibas a necesitarlo?
PART_3_STORY_PART3FINALUBERBOT_989_F;;
PART_3_STORY_PART3FINALUBERBOT_461_M;The [c:bG]Great Transcendence[c:] is at hand.;La [c:bG]Gran Trascendencia[c:] se aproxima.
PART_3_STORY_PART3FINALUBERBOT_461_F;;
PART_3_STORY_PART3FINALUBERBOT_628_M;Go back to the start. More dramatic that way.;Vuelve al inicio. Así es más dramático.
PART_3_STORY_PART3FINALUBERBOT_628_F;;
PART_3_STORY_PART3FINALPATH1_553_M;It's almost time.;Ya es casi la hora.
PART_3_STORY_PART3FINALPATH1_553_F;;
PART_3_STORY_PART3FINALPATH1_788_M;Keeping going this way.;Sigue por aquí.
PART_3_STORY_PART3FINALPATH1_788_F;;
PART_3_STORY_PART3FINALPATH2_336_M;You've come so far.;Has llegado muy lejos.
PART_3_STORY_PART3FINALPATH2_336_F;;
PART_3_STORY_PART3FINALPATH2_756_M;Remember [c:G]The Photographer[c:]?;¿Te acuerdas del [c:G]fotógrafo[c:]?
PART_3_STORY_PART3FINALPATH2_756_F;;
PART_3_STORY_PART3FINALPATH2_330_M;What a jerk. But the screenshots are perfect.;Menudo imbécil. Pero las capturas de pantalla son perfectas.
PART_3_STORY_PART3FINALPATH2_330_F;;
PART_3_STORY_PART3FINALPATH3_429_M;Remember [c:bG][v:0][c:]?;¿Te acuerdas de [c:bG][v:0][c:]?
PART_3_STORY_PART3FINALPATH3_429_F;;
PART_3_STORY_PART3FINALPATH3_730_M;What a character!;¡Qué personaje!
PART_3_STORY_PART3FINALPATH3_730_F;;
PART_3_STORY_PART3FINALPATH4_508_M;It's strange to say it...;Resulta raro decirlo...
PART_3_STORY_PART3FINALPATH4_508_F;;
PART_3_STORY_PART3FINALPATH4_775_M;As simple as you are...;A pesar de lo simple que eres...
PART_3_STORY_PART3FINALPATH4_775_F;;
PART_3_STORY_PART3FINALPATH4_891_M;I almost enjoyed your company, Challenger.;Casi he disfrutado de tu compañía, contendiente.
PART_3_STORY_PART3FINALPATH4_891_F;;
PART_3_STORY_PART3FINALPATH5_163_M;Almost there.;Ya queda poco.
PART_3_STORY_PART3FINALPATH5_163_F;;
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#1_150_M;So which one am I scrapping?;Bueno, ¿cuál tengo que desguazar?
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#1_150_F;;
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#2_360_M;Which one is trash?;¿Cuál es basura?
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#2_360_F;;
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#3_120_M;Which one do you hate?;¿Cuál odias?
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#3_120_F;;
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#4_597_M;What am I scrapping?;¿Qué tengo que desguazar?
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#4_597_F;;
PART_3_MAP_FACTORYGLITCHINCLOCK_768_M;Ugh. How annoying.;Uf. Qué incordio.
PART_3_MAP_FACTORYGLITCHINCLOCK_768_F;;
PART_3_MAP_FACTORYGLITCHINCLOCK_642_M;The other Scrybes' junk sometimes glitches in here.;A veces, la basura de los demás escribas aparece aquí.
PART_3_MAP_FACTORYGLITCHINCLOCK_642_F;;
PART_3_MAP_FACTORYGLITCHINCLOCK_237_M;Try to ignore it.;No le hagas caso.
PART_3_MAP_FACTORYGLITCHINCLOCK_237_F;;
PART_3_MAP_HOLOAREASHOPBUYBRUSH_905_M;Didn't know it would do that, but...;No sabía que haría eso, pero...
PART_3_MAP_HOLOAREASHOPBUYBRUSH_905_F;;
PART_3_MAP_HOLOAREASHOPBUYBRUSH_067_M;No refunds!;¡No se admiten devoluciones!
PART_3_MAP_HOLOAREASHOPBUYBRUSH_067_F;;
PART_3_MAP_HOLOMAPBONELORD1_766;You found me here. So you wish to know more.;Me has encontrado aquí. Así que quieres saber más.
PART_3_MAP_HOLOMAPBONELORD1_299;I have meditated deeply on the OLD_DATA.;He meditado profundamente sobre los DATOS_ANTIGUOS.
PART_3_MAP_HOLOMAPBONELORD1_771;I will impart my insights. But you mustn't record them.;Te transmitiré mis conocimientos. Pero no debes registrarlos.
PART_3_MAP_HOLOMAPBONELORD2_056;That is everything I know.;Eso es todo lo que sé.
PART_3_MAP_HOLOMAPBONELORD3_561;Holy $&!#...;Será $&!#...
GBC_BATTLE_DREDGERDEFEATEDTURN1_315_M;Aye,[w:0.3] that were impressive!;¡Oye,[w:0.3] ha sido impresionante!
GBC_BATTLE_DREDGERDEFEATEDTURN1_315_F;;
GBC_BATTLE_DREDGERDEFEATEDTURN1_336_M;A turn one win.[w:0.3] Suits me just fine.;Una victoria en el primer turno.[w:0.3] Me vale.
GBC_BATTLE_DREDGERDEFEATEDTURN1_336_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_433_M;You looked at it again.;Has vuelto a mirarlo.
PART_3_FACTORY_GOOBERTGOOPLANE2_433_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_750_M;You reconsidered it, didn't you?;Te lo has pensado mejor, ¿no?
PART_3_FACTORY_GOOBERTGOOPLANE2_750_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_378_M;[c:bR]You like it![c:];[c:bR]¡Te gusta![c:]
PART_3_FACTORY_GOOBERTGOOPLANE2_378_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_011_M;Oh joy!;¡Ay, madre!
PART_3_FACTORY_GOOBERTGOOPLANE2_011_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_310_M;I'll actually do it!;¡Voy a hacerlo!
PART_3_FACTORY_GOOBERTGOOPLANE2_310_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_571_M;I'll show it to The Master!;¡Se lo enseñaré al Maestro!
PART_3_FACTORY_GOOBERTGOOPLANE2_571_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_186_M;Thank you, [c:bR]friend[c:].;Gracias, [c:bR]amigo[c:].
PART_3_FACTORY_GOOBERTGOOPLANE2_186_F;Thank you, [c:bR]friend[c:].;Gracias, [c:bR]amiga[c:].
PART_3_FACTORY_GOOBERTGOOPLANE1_928_M;What are you doing here?;¿Qué haces aquí?
PART_3_FACTORY_GOOBERTGOOPLANE1_928_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_369_M;[c:bR]Don't look at that![c:];[c:bR]¡No mires eso![c:]
PART_3_FACTORY_GOOBERTGOOPLANE1_369_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_586_M;Do you like it?;¿Te gusta?
PART_3_FACTORY_GOOBERTGOOPLANE1_586_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_114_M;I painted it for The Master!;¡Lo pinté para el Maestro!
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_114_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_313_M;To express my feelings... My hopes.;Para expresar mis sentimientos... Mis esperanzas.
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_313_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_019_M;My hopes that perhaps one day he might treasure me.;Mis esperanzas de que quizás algún día pueda apreciarme.
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_019_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_602_M;As I treasure him.;Como yo lo aprecio a él.
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_602_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_020_M;[c:bR]Oh, you hate it![c:];[c:bR]¡Ah, lo detestas![c:]
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_020_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_823_M;That's why you won't look at it again...;Por eso no volverás a mirarlo...
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_823_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#3_005_M;[c:bR]You hate it![c:];[c:bR]¡Lo detestas![c:]
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#3_005_F;;
GOO_BOTTLE_GOOPOSTPLANE_382_M;I'll do it! I really will!;¡Lo haré! ¡En serio!
GOO_BOTTLE_GOOPOSTPLANE_382_F;;
GOO_BOTTLE_GOOPOSTPLANE_866_M;Thank you for the encouragement.;Gracias por los ánimos.
GOO_BOTTLE_GOOPOSTPLANE_866_F;;
GOO_BOTTLE_GOOPOSTPLANE_125_M;The Master will finally appreciate me!;¡Por fin el Maestro me apreciará!
GOO_BOTTLE_GOOPOSTPLANE_125_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_415_M;What just happened?;¿Qué ha pasado?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_415_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_909_M;Where am I?;¿Dónde estoy?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_909_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_020_M;Oh... you lost.;Oh... Has perdido.
