Column1;Column10;FR 
SUBS_LONG_NIGHT_1_LINE_726;Listen, I was at your garage sale the;Je vous appelle car j'étais à votre brocante
SUBS_LONG_NIGHT_1_LINE_362;other day and I-;l'autre jour et je-
SUBS_LONG_NIGHT_1_LINE_918;No, no, everything's fine. Thank you.;Non, non, tout va bien, merci.
SUBS_LONG_NIGHT_1_LINE_728;I was just wondering if you remember;Je me demandais juste si vous vous rappeliez
SUBS_LONG_NIGHT_1_LINE_050;those playing cards that you sold me;de ces cartes à jouer que vous m'avez vendues.
SUBS_LONG_NIGHT_1_LINE_081;Those-;Celles-
SUBS_LONG_NIGHT_1_LINE_278;Yes. Yes. Those ones. Inscryption. Yes.;Oui, oui. Celles-là. "Inscryption". Oui.
SUBS_LONG_NIGHT_1_LINE_748;They were your daughter's?;Elles étaient à votre fille ?
SUBS_LONG_NIGHT_1_LINE_705;Would it be possible for me to speak;Est-ce que je pourrais
SUBS_LONG_NIGHT_1_LINE_065;with her?;lui parler ?
SUBS_LONG_NIGHT_1_LINE_262;She passed as in she-;"Elle est partie"... vous voulez dire qu'elle-
SUBS_LONG_NIGHT_1_LINE_259;Oh. Oh no. I'm so;Oh. Oh non. Je suis
SUBS_LONG_NIGHT_1_LINE_053;sorry. Oh, it was a while ago?;vraiment désolé. Oh, c'était il y a longtemps ?
SUBS_LONG_NIGHT_1_LINE_506;That's still terrible.;C'est quand même horrible.
SUBS_LONG_NIGHT_1_LINE_155;Oh it's nothing really.;Oh, ce n'était rien d'important.
SUBS_LONG_NIGHT_1_LINE_416;I'm sorry to have bothered you ma'am.;Désolé de vous avoir dérangée, madame.
SUBS_LONG_NIGHT_1_LINE_806;Her name was Kaycee? That's a lovely name.;Elle s'appelait Kaycee ? C'est un joli prénom.
SUBS_LONG_NIGHT_1_LINE_249;Sorry, what? She worked;Pardon ? Elle travaillait
SUBS_LONG_NIGHT_1_LINE_893;for Inscryption? I mean she worked for GameFuna?;pour Inscryption ? Enfin, chez GameFuna ?
SUBS_LONG_NIGHT_1_LINE_503;Ma'am, would it be possible-;Madame, est-ce que je pourrais-
SUBS_LONG_NIGHT_1_LINE_436;I see. Okay, do you think it'd be;Je vois. OK, est-ce que ce serait
SUBS_LONG_NIGHT_1_LINE_973;alright if I called you back later?;possible de vous rappeler plus tard ?
SUBS_LONG_NIGHT_1_LINE_906;I'm just trying to get to the bottom of something.;J'essaye d'élucider quelque chose.
SUBS_LONG_NIGHT_1_LINE_176;Okay, okay. Thank you so much.;OK, OK. Merci infiniment.
SUBS_LONG_NIGHT_1_LINE_939;Okay, alright. Have a good dinner. Bye.;OK, entendu. Bon appétit. Au revoir.
SUBS_LONG_NIGHT_2_LINE_362;None of these articles mention death or injury.;Aucun de ces articles ne parle de mort ou d'accident.
SUBS_LONG_NIGHT_2_LINE_205;Oh my god.;Oh non, merde...
SUBS_LONG_NIGHT_2_LINE_238;No one was killed at the facility;Personne n'a été tué à l'usine
SUBS_LONG_NIGHT_2_LINE_668;though tragically young video game ;mais la jeune développeuse de jeu vidéo 
SUBS_LONG_NIGHT_2_LINE_726;developer Kaycee Hobbes died;Kaycee Hobbes est décédée
SUBS_LONG_NIGHT_2_LINE_774;from fire related complications.;des suites de brûlures.
SUBS_LONG_NIGHT_2_LINE_881;Fuck.;Putain.
SUBS_LONG_NIGHT_2_LINE_760;She was working late at the facility;Elle était restée tard à l'usine
SUBS_LONG_NIGHT_2_LINE_632;performing quality assurance on behalf;pour faire du contrôle qualité pour
SUBS_LONG_NIGHT_2_LINE_492;of her employer GameFuna.;l'entreprise qui l'employait, GameFuna.
SUBS_LUKE_MURDERED_LINE_343;Hey Luke, this is Herman from The Herald.;Bonjour Luke, c'est Herman du journal L'Intermédiaire.
SUBS_LUKE_MURDERED_LINE_363;Just following up after the message you;Je vous recontacte après le message
SUBS_LUKE_MURDERED_LINE_263;left me this morning.;que vous m'avez laissé ce matin.
SUBS_LUKE_MURDERED_LINE_584;Do you have time to talk right now?;Je ne vous dérange pas ?
SUBS_LUKE_MURDERED_LINE_539;Yes. Yes, thank you so much for getting back;Non, non. Merci beaucoup de me
SUBS_LUKE_MURDERED_LINE_842;to me.;rappeler.
SUBS_LUKE_MURDERED_LINE_921;No problem Luke. Um, if I understand you;Pas de problème, Luke. Euh, si j'ai bien compris
SUBS_LUKE_MURDERED_LINE_915;correctly you've got some video footage.;vous avez des vidéos à disposition
SUBS_LUKE_MURDERED_LINE_023;that might expose, uh,;qui pourraient révéler, euh...
SUBS_LUKE_MURDERED_LINE_558;some malpractice on the part of, uh,;une faute professionnelle de, euh...
SUBS_LUKE_MURDERED_LINE_120;game publisher GameFuna?;de l'équipe d'édition GameFuna ?
SUBS_LUKE_MURDERED_LINE_771;Yes. Yes, that's right. I have-;Oui, c'est ça. J'ai-
SUBS_LUKE_MURDERED_LINE_320;Firstly, I have a game of theirs that took;D'abord, j'ai un de leurs jeux qui a pris
SUBS_LUKE_MURDERED_LINE_473;control my PC for a bit;un peu le contrôle de mon ordi,
SUBS_LUKE_MURDERED_LINE_123;which can't be legal. And then this woman;ça doit être illégal. Et cette femme
SUBS_LUKE_MURDERED_LINE_555;from the company came to my house.;qui travaille là-bas est venue chez moi.
SUBS_LUKE_MURDERED_LINE_361;Okay, hold on a second. Let me just get my pen and pad;OK, une seconde. Laissez-moi prendre mon stylo et mon carnet.
SUBS_LUKE_MURDERED_LINE_235;here. Okay.;OK.
SUBS_LUKE_MURDERED_LINE_551;Uh, okay, so you have a game of theirs;Donc, vous avez un de leurs jeux
SUBS_LUKE_MURDERED_LINE_710;that took-;qui, a pris le...
SUBS_LUKE_MURDERED_LINE_168;Uh, was it a virus or something?;Comme un genre de virus ?
SUBS_LUKE_MURDERED_LINE_782;You can't be serious.;C'est pas vrai...
SUBS_LUKE_MURDERED_LINE_672;I told you-;Je vous ai dit que...
SUBS_NOT_NORMAL_LINE_049;Hey there card gamers.;Salut, les fans de cartes.
SUBS_NOT_NORMAL_LINE_352;I'm The Lucky Carder and this is another;C'est Lukarte et on se retrouve pour une nouvelle
SUBS_NOT_NORMAL_LINE_432;pack opening video.;vidéo d'ouverture de boosters.
SUBS_NOT_NORMAL_LINE_928;Today I'm opening Secrets of Legendaria.;Aujourd'hui, j'ouvre des boosters Secrets of Legendaria.
SUBS_NOT_NORMAL_LINE_691;Hoping for that sweet, sweet, foil Vallamir.;En espérant tomber sur cette chère carte Premium de Vallamir.
SUBS_NOT_NORMAL_LINE_075;I can't do this.;Non, j'y arrive pas.
SUBS_QUESTION_TO_AUDIENCE_LINE_450;Hey Card Gamers. I'm The Lucky Carder and this-;Salut, les fans de cartes. C'est Lukarte et...
SUBS_QUESTION_TO_AUDIENCE_LINE_797;Well it's a bit of a strange video.;En fait, c'est une vidéo un peu étrange.
SUBS_QUESTION_TO_AUDIENCE_LINE_514;It's actually more of a question;Je la fais pour poser une question
SUBS_QUESTION_TO_AUDIENCE_LINE_375;to my audience. As I've learned over the;à mon public. Comme je l'ai appris au fil
SUBS_QUESTION_TO_AUDIENCE_LINE_751;years, nobody knows card games;des années, personne ne connaît mieux
SUBS_QUESTION_TO_AUDIENCE_LINE_496;better than you guys do. So I'm hoping;les jeux de cartes que vous. J'espère
SUBS_QUESTION_TO_AUDIENCE_LINE_852;someone can help me out here.;que vous pourrez m'aider.
SUBS_QUESTION_TO_AUDIENCE_LINE_548;Did anyone ever play an Inscryption video game?;Avez-vous déjà joué à un jeu vidéo qui s'appelle "Inscryption" ?
SUBS_QUESTION_TO_AUDIENCE_LINE_303;Or hear about it? I'm talking about;Ça vous dit quelque chose ? Je parle de
SUBS_QUESTION_TO_AUDIENCE_LINE_740;that vintage one set card game I opened;de ce vieux jeu de cartes avec une seule édition.
SUBS_QUESTION_TO_AUDIENCE_LINE_249;packs for last week.;J'ai ouvert des boosters la semaine dernière.
SUBS_QUESTION_TO_AUDIENCE_LINE_738;I don't know what I'm allowed to say.;Je ne sais pas ce que je peux dire.
SUBS_QUESTION_TO_AUDIENCE_LINE_610;I don't want to get in any trouble here.;Je ne veux pas avoir des ennuis.
SUBS_QUESTION_TO_AUDIENCE_LINE_348;I think I've got the only known copy of;Je crois avoir mis la main sur la seule copie
SUBS_QUESTION_TO_AUDIENCE_LINE_893;the digital version of Inscryption.;de la version numérique d'Inscryption.
SUBS_QUESTION_TO_AUDIENCE_LINE_615;I've been filming myself playing it.;Je me suis filmé en train d'y jouer,
SUBS_QUESTION_TO_AUDIENCE_LINE_649;And uh.;et euh...
SUBS_QUESTION_TO_AUDIENCE_LINE_289;It's weird guys.;C'est vraiment bizarre.
SUBS_QUESTION_TO_AUDIENCE_LINE_135;I don't want to get in any hot water by;Je ne veux pas avoir de problèmes
SUBS_QUESTION_TO_AUDIENCE_LINE_674;showing the footage but;pour avoir montré la vidéo, mais
SUBS_QUESTION_TO_AUDIENCE_LINE_304;can someone please prove me wrong?;dites-moi que je ne suis pas seul.
SUBS_QUESTION_TO_AUDIENCE_LINE_998;Please tell me someone has a copy of this game.;Dites-moi qu'une autre personne possède une copie de ce jeu.
SUBS_QUESTION_TO_AUDIENCE_LINE_113;I have been looking online;Cela fait des jours que je fais des recherches
SUBS_QUESTION_TO_AUDIENCE_LINE_512;for days and I cannot find a word about it.;en ligne et je ne trouve rien du tout.
SUBS_QUESTION_TO_AUDIENCE_LINE_211;I reached out to the publishers;J'ai contacté les équipes d'édition
SUBS_QUESTION_TO_AUDIENCE_LINE_406;hoping maybe they would get back to me;et j'espère qu'elles vont me répondre,
SUBS_QUESTION_TO_AUDIENCE_LINE_912;but as a fallback I got you beautiful viewers.;mais en dernier recours, je vous ai vous, les amis.
SUBS_QUESTION_TO_AUDIENCE_LINE_576;-can hopefully dig up something.;Vous en savez peut-être plus.
SUBS_QUESTION_TO_AUDIENCE_LINE_632;Um. That's it.;Enfin... voilà.
SUBS_QUESTION_TO_AUDIENCE_LINE_861;That's the video today guys. Thank you;C'était la vidéo d'aujourd'hui. Merci
SUBS_QUESTION_TO_AUDIENCE_LINE_441;so much as always.;infiniment comme toujours.
SUBS_QUESTION_TO_AUDIENCE_LINE_862;And um, oh yeah, uh.;Et euh, ah oui, euh...
SUBS_QUESTION_TO_AUDIENCE_LINE_476;What the fuck is the;C'est quoi ce putain de
SUBS_STRANGE_INSCRIPTION_LINE_552;Hey there card gamers. I'm The Lucky;Salut, les fans de cartes.
SUBS_STRANGE_INSCRIPTION_LINE_365;Carder and this is a vintage pack;C'est Lukarte, on se retrouve pour une vidéo
SUBS_STRANGE_INSCRIPTION_LINE_101;opening video. Today I'm opening a few;d'ouverture d'anciens boosters. Aujourd'hui, j'ouvre
SUBS_STRANGE_INSCRIPTION_LINE_177;super rare old packs I snagged at a;quelques vieux boosters super rares que j'ai eus
SUBS_STRANGE_INSCRIPTION_LINE_339;garage sale.;à une brocante.
SUBS_STRANGE_INSCRIPTION_LINE_325;I've got four packs of Inscryption.;J'ai quatre boosters d'Inscryption.
SUBS_STRANGE_INSCRIPTION_LINE_147;You would not believe the deal I got on;Vous n'imaginez pas l'affaire que j'ai faite.
SUBS_STRANGE_INSCRIPTION_LINE_182;these. Now not all of you will even;La plupart d'entre vous ne se souvient
SUBS_STRANGE_INSCRIPTION_LINE_358;remember this game.;sûrement pas du jeu.
SUBS_STRANGE_INSCRIPTION_LINE_766;I'm barely old enough to have seen;Je suis à peine assez vieux pour avoir vu
SUBS_STRANGE_INSCRIPTION_LINE_003;these going around in my childhood.;ces cartes quand j'étais gamin.
SUBS_STRANGE_INSCRIPTION_LINE_375;For whatever reason they only did one;Je ne sais pas pourquoi, il n'y a eu
SUBS_STRANGE_INSCRIPTION_LINE_066;set of these cards and then;qu'une édition, et après,
SUBS_STRANGE_INSCRIPTION_LINE_069;stopped printing them. There's not a huge;la production s'est arrêtée. Il n'y a plus
SUBS_STRANGE_INSCRIPTION_LINE_927;market for them;de grosse demande,
SUBS_STRANGE_INSCRIPTION_LINE_296;any more but at the rate I got them for;mais au prix où je les ai eues,
SUBS_STRANGE_INSCRIPTION_LINE_151;there's not really much to lose.;je n'ai rien à perdre.
SUBS_STRANGE_INSCRIPTION_LINE_962;That being said, a foil Mantis God goes;Cela dit, une déesse mante Premium, ça se vend
SUBS_STRANGE_INSCRIPTION_LINE_863;for a couple hundred bucks.;entre 100 et 200.
SUBS_STRANGE_INSCRIPTION_LINE_437;So fingers crossed.;Donc je croise les doigts.
SUBS_STRANGE_INSCRIPTION_LINE_930;Really cool art on these. Definitely;Les dessins sont super classes,
SUBS_STRANGE_INSCRIPTION_LINE_455;stands the test of time.;même après tout ce temps.
SUBS_STRANGE_INSCRIPTION_LINE_786;And our rare for this pack is Blue Mage.;Et la carte rare de ce booster est le mage bleu.
SUBS_STRANGE_INSCRIPTION_LINE_671;Cool looking card, but not going to be;Elle est jolie, mais elle ne doit pas
SUBS_STRANGE_INSCRIPTION_LINE_620;worth very much.;valoir beaucoup.
SUBS_STRANGE_INSCRIPTION_LINE_849;Alright let's see what we got going on;Bon, voyons voir ce qu'on a
SUBS_STRANGE_INSCRIPTION_LINE_654;in the second pack.;dans le deuxième booster.
SUBS_STRANGE_INSCRIPTION_LINE_347;Huh.;Hm...
SUBS_STRANGE_INSCRIPTION_LINE_546;This pack has been opened and;Il a été ouvert, puis refermé.
SUBS_STRANGE_INSCRIPTION_LINE_224;resealed. Hope no one snuck the rare out of it.;J'espère que la carte rare est toujours dedans.
SUBS_STRANGE_INSCRIPTION_LINE_189;That would suck.;Autrement, ce serait chiant.
SUBS_STRANGE_INSCRIPTION_LINE_974;Come on people. Honestly, who opens and;Non mais franchement... Qui ouvre
SUBS_STRANGE_INSCRIPTION_LINE_282;reseals a pack.;puis referme un booster ?
SUBS_STRANGE_INSCRIPTION_LINE_257;Huh. There's a set of coordinates on this card.;Hm... Il y a des coordonnées sur cette carte.
SUBS_STRANGE_INSCRIPTION_LINE_390;Looks like they were drawn on with a pen.;On dirait qu'elles ont été écrites au stylo.
SUBS_STRANGE_INSCRIPTION_LINE_637;49 degrees North 123 degrees West.;49 degrés nord, 123 degrés ouest.
SUBS_STRANGE_INSCRIPTION_LINE_912;I think.;Je crois.
SUBS_STRANGE_INSCRIPTION_LINE_533;I'd have to check but I think that's;Il faudra que je vérifie, mais je crois
SUBS_STRANGE_INSCRIPTION_LINE_305;pretty nearby.;que ce n'est pas loin.
SUBS_THE_LUCKY_CARDER_LINE_187;Hey there card gamers I'm The Lucky Carder ;Salut, les fans de cartes. C'est Lukarte et 
SUBS_THE_LUCKY_CARDER_LINE_260;and this is another pack opening video.;on se retrouve pour une nouvelle vidéo d'ouverture de boosters.
SUBS_THE_LUCKY_CARDER_LINE_631;Today I am opening Catch Monsters;Aujourd'hui, j'ouvre des boosters Catch Monsters
SUBS_THE_LUCKY_CARDER_LINE_961;packs and digging for that epic;et je vais essayer d'obtenir la carte shiny
SUBS_THE_LUCKY_CARDER_LINE_152;shiny Transcendog.;épique Transcenchien.
SUBS_THE_LUCKY_CARDER_LINE_881;And here i'll add some crazy VFX with;Là, j'ajouterai des effets de dingue
SUBS_THE_LUCKY_CARDER_LINE_153;lightning bolts or something.;avec des éclairs ou un truc du genre.
SUBS_THE_LUCKY_CARDER_LINE_307;Okay ladies and gentlemen I am about to;Mesdames et messieurs, je suis sur le point
SUBS_THE_LUCKY_CARDER_LINE_275;open my first pack.;d'ouvrir mon premier booster.
SUBS_THE_LUCKY_CARDER_LINE_040;Feeling good about this one.;Je le sens bien.
SUBS_THE_LUCKY_CARDER_LINE_254;Feeling real good.;Très très bien.
SUBS_THE_LUCKY_CARDER_LINE_369;What do we got here?;Tiens tiens...
SUBS_THE_LUCKY_CARDER_LINE_816;Okay and our first;Bon, notre premier rare
SUBS_THE_LUCKY_CARDER_LINE_846;rare is a Birchkin.;est un Boulami.
SUBS_THE_LUCKY_CARDER_LINE_168;Not exactly a viable competitive card;Ce n'est pas vraiment une bonne carte en compétitif,
SUBS_THE_LUCKY_CARDER_LINE_638;but hey;mais je dois dire...
SUBS_THE_LUCKY_CARDER_LINE_160;it's a pretty one. Alright.;elle est jolie.
SUBS_THE_LUCKY_CARDER_LINE_979;Next pack. Feeling even better about this one.;Prochain booster. Celui-là, c'est le bon.
SUBS_THE_LUCKY_CARDER_LINE_813;I gotta say these cards are feeling;Je dois dire que ces cartes sont
SUBS_THE_LUCKY_CARDER_LINE_867;extra silky today.;très douces.
SUBS_THE_LUCKY_CARDER_LINE_880;I mean they're so smooth.;Elles sont super lisses.
SUBS_THE_LUCKY_CARDER_LINE_887;Not sure what they're doing down there;Je ne sais pas comment elles sont
SUBS_THE_LUCKY_CARDER_LINE_389;at the card factory but;produites exactement, mais
SUBS_THE_LUCKY_CARDER_LINE_772;these are feeling good in my hands.;elles sont agréables en main.
SUBS_THE_LUCKY_CARDER_LINE_564;Okay, let's see what we got here.;Bon, voyons ce qu'on a là.
SUBS_THE_LUCKY_CARDER_LINE_135;Some jank cards. Maybe a few additions;Quelques cartes banales, peut-être à ajouter à
SUBS_THE_LUCKY_CARDER_LINE_216;to my draft cube. We'll see.;ma collection, on verra.
SUBS_THE_LUCKY_CARDER_LINE_307;And our rare for this pack is;Et la carte rare de ce booster est
SUBS_THE_LUCKY_CARDER_LINE_540;Bandog. Not exactly riveting so far.;Bandog. C'est loin d'être super pour le moment.
SUBS_THE_LUCKY_CARDER_LINE_303;But we have many packs to go.;Mais on a encore beaucoup de boosters à ouvrir.
SUBS_THE_LUCKY_CARDER_LINE_776;Next pack here we come.;C'est parti pour le prochain.
SUBS_THE_LUCKY_CARDER_LINE_756;I'll just cut out this part.;Il faudra que je coupe ce passage.
DECKTRIALSEQUENCER_DESCRIPTION_388_M;The [c:bR]Trial of Wisdom[c:]. The 3 drawn cards must have at least [c:bR]3 sigils[c:] among them to pass.;L'[c:bR]épreuve de la sagesse[c:]. Les 3 cartes tirées doivent avoir au moins [c:bR]3 emblèmes[c:] en tout pour gagner.
DECKTRIALSEQUENCER_DESCRIPTION_388_F;;
DECKTRIALSEQUENCER_DESCRIPTION_264_M;The [c:bR]Trial of Blood[c:]. The 3 drawn cards must cost at least [c:bR]4 blood[c:] combined to pass.;L'[c:bR]épreuve du sang[c:]. Les 3 cartes tirées doivent coûter au moins [c:bR]4 gouttes de sang[c:] en tout pour gagner.
DECKTRIALSEQUENCER_DESCRIPTION_264_F;;
DECKTRIALSEQUENCER_DESCRIPTION_204_M;The [c:bR]Trial of Bones[c:]. The 3 drawn cards must cost at least [c:bR]5 bones[c:] combined to pass.;L'[c:bR]épreuve des os[c:]. Les 3 cartes tirées doivent coûter au moins [c:bR]5 os[c:] en tout pour gagner.
DECKTRIALSEQUENCER_DESCRIPTION_204_F;;
DECKTRIALSEQUENCER_DESCRIPTION_093_M;The [c:bR]Trial of Power[c:]. The 3 drawn cards must have at least [c:bR]4 attack power[c:] combined to pass.;L'[c:bR]épreuve de la puissance[c:]. Les 3 cartes tirées doivent avoir au moins [c:bR]4 de puissance d'attaque[c:] en tout pour gagner.
DECKTRIALSEQUENCER_DESCRIPTION_093_F;;
DECKTRIALSEQUENCER_DESCRIPTION_269_M;The [c:bR]Trial of Health[c:]. The 3 drawn cards must have at least [c:bR]6 health[c:] combined to pass.;L'[c:bR]épreuve de la santé[c:]. Les 3 cartes tirées doivent avoir au moins [c:bR]6 de santé[c:] en tout pour gagner.
DECKTRIALSEQUENCER_DESCRIPTION_269_F;;
DECKTRIALSEQUENCER_DESCRIPTION_927_M;The [c:bR]Trial of Kin[c:]. [c:bR]2 of the 3[c:] drawn cards [c:bR]must be kin[c:] to pass.;L'[c:bR]épreuve de la tribu[c:]. [c:bR]2 des 3[c:] cartes tirées [c:bR]doivent être de la même tribu[c:] pour gagner.
DECKTRIALSEQUENCER_DESCRIPTION_927_F;;
FINALEDECKTRIALSEQUENCER_DESCRIPTION_630_M;The [c:bR]Trial of the Winged[c:]. The 3 drawn cards must include a card with the [c:bR]Airborne[c:] sigil.;L'[c:bR]épreuve des volatiles[c:]. Parmi les 3 cartes tirées, il doit y en avoir une avec l'emblème [c:bR]Vol[c:].
FINALEDECKTRIALSEQUENCER_DESCRIPTION_630_F;;
FINALEDECKTRIALSEQUENCER_DESCRIPTION_097_M;The [c:bR]Trial of the Finned[c:]. The 3 drawn cards must include a card with the [c:bR]Waterborne[c:] sigil.;L'[c:bR]épreuve des nageoires[c:]. Parmi les 3 cartes tirées, il doit y en avoir une avec l'emblème [c:bR]Eau[c:].
FINALEDECKTRIALSEQUENCER_DESCRIPTION_097_F;;
FINALEDECKTRIALSEQUENCER_DESCRIPTION_315_M;The [c:bR]Trial of the Swift[c:]. The 3 drawn cards must include a card with the [c:bR]Sprinter[c:] sigil.;L'[c:bR]épreuve des agiles[c:]. Parmi les 3 cartes tirées, il doit y en avoir une avec l'emblème [c:bR]Sprint[c:].
