Column1;Column10;POR 
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_M;[c:bR]Absurd![c:];[c:bR]Que disparate![c:]
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_M;You came across the remains of a small settlement.;Você se depara com os resquícios de um pequeno assentamento.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_M;No living person remained.;Não há sobreviventes.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_M;It must have been [c:bR]something they ate.[c:];Pode ter sido [c:bR]algo que eles comeram[c:].
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_M;The fire sputtered on in spite of their absence.;O fogo continua aceso, apesar da ausência de vida.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_M;A few emaciated corpses lay within an abandoned settlement.;O assentamento abandonado está salpicado de cadáveres esquálidos.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_M;What did you feed them?;O que você lhes deu para comer?
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_M;The fire looked welcoming as always.;A fogueira parece acolhedora, como sempre.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_M;No hungry survivors would be bothering you this time.;Não há sobreviventes famintos para incomodar você desta vez.
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_M;We have gained control of the robot!;Assumimos o controle do robô!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_M;Complete control!;Controle completo!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_M;We must now experiment.;Temos que testá-lo.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_M;We must play a card game.;Um jogo de cartas cairia bem.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_219_M;You actually bought that [c:O]holo pelt[c:]?;Você comprou mesmo a [c:O]holopele[c:]?
PART_3_MAP_HOLOAREASHOPBUYPELT_219_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_337_M;It's worthless! Take it to [c:O]The Trader[c:] and you'll see.;Ela não vale nada! Leve-a para a [c:O]Comerciante[c:] e você vai ver.
PART_3_MAP_HOLOAREASHOPBUYPELT_337_F;;
MAGNIFICUSGAMEFLOWMANAGER_506;No! I'm not ready to die yet.;Não! Não posso perecer ainda.
PART3GAMEFLOWMANAGER_936;Ugh. Damn it.;Aff. Droga.
BOULDERCHOICESEQUENCER_101_M;[c:bR]Show me where to strike![c:];[c:bR]Diz onde eu tenho que batê![c:]
BOULDERCHOICESEQUENCER_101_F;;
CARDMERGESEQUENCER_673_M;A ghastly spectactle. But the soul of the [c:bR]{0}[c:] now lives in the [c:bR]{1}[c:].;Um espetáculo tétrico. Entretanto, o espírito da carta [c:bR]{0}[c:] agora habita a carta [c:bR]{1}[c:].
CARDMERGESEQUENCER_673_F;;
CARDSTATBOOSTSEQUENCER_308_M;Push your luck? Or pull away?;Arriscar ou recuar?
CARDSTATBOOSTSEQUENCER_308_F;;
CARDSTATBOOSTSEQUENCER_627_M;Push your luck further? Or run back?;Correr o risco ou se retirar?
CARDSTATBOOSTSEQUENCER_627_F;;
CARDSTATBOOSTSEQUENCER_734_M;Recklessly continue?;Continuar impavidamente?
CARDSTATBOOSTSEQUENCER_734_F;;
DECKTRIALSEQUENCER_289;card with the [c:bR]Sprinter[c:] sigil;carta com o selo [c:bR]Veloz[c:]
FINALEDECKTRIALSEQUENCER_503_M;The [c:bR]{0}[c:]. {1};[c:bR]{0}[c:]. {1}
FINALEDECKTRIALSEQUENCER_503_F;;
RUNINTROSEQUENCER_251;Woah.;Uau.
VICTORYFEASTSEQUENCER_332;Did I just- I think I just beat him!;Acho que eu... venci ele!
VICTORYFEASTSEQUENCER_398;Oop.;Eita.
FISHHOOKITEM_576_M;You can't hook that one.;Não é possível fisgá-la.
FISHHOOKITEM_576_F;;
FISHHOOKITEM_667_M;There's no space to pull that one into.;Você não tem espaço para posicioná-la.
FISHHOOKITEM_667_F;;
DOORUNLOCKAREASEQUENCER_679_M;Where did you get that?;Como você conseguiu isso?
DOORUNLOCKAREASEQUENCER_679_F;;
PERMADEATH_945;God damn it.;Droga.
BROKENCOIN_684_M;You received an Ancient Obol.;Você recebe um óbolo antigo.
BROKENCOIN_684_F;;
BONELORDNPC_216;What the fuck is this?;Que porra é essa?
GRIMORABOSSOPPONENT_209;Aw fuck.;Ah, merda.
FINALEWIZARDBATTLESEQUENCER_960_M;You've allowed my [c:blGr]Goo Mage[c:] to be deleted as well...;Você permitiu que o meu [c:blGr]Magosma[c:] também fosse excluído...
FINALEWIZARDBATTLESEQUENCER_960_F;;
FINALEWIZARDBATTLESEQUENCER_699_M;I thought you two were becoming friends!;Pensei que vocês estivessem ficando amigos!
FINALEWIZARDBATTLESEQUENCER_699_F;;
FINALEWIZARDBATTLESEQUENCER_631_M;To think you gave access to your files so easily...;E pensar que você concedeu acesso aos seus arquivos sem nenhuma resistência...
FINALEWIZARDBATTLESEQUENCER_631_F;;
ACTIVATEDENERGYTOBONES_RULEBOOKNAME_519;Bonehorn;Berrante
ACTIVATEDENERGYTOBONES_RULEBOOKDESCRIPTION_823;Pay 1 Energy to gain 3 Bones.;Pague 1 de energia para ganhar 3 ossos.
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_M;The Horn rings out.;O berrante ressoa.
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_F;;
MOVEBESIDE_RULEBOOKNAME_466;Clinger;Carente
MOVEBESIDE_RULEBOOKDESCRIPTION_912;When one of your creatures is placed in a space, [creature] will move towards them as far as possible.;Quando uma de suas criaturas é colocada em um espaço, esta criatura se move o máximo possível na direção dela.
KRAKEN_DISPLAYEDNAME_835;Great Kraken;Grande Kraken
SQUIDCARDS_DISPLAYEDNAME_683;Hand Tentacle;Tentáculo Manual
SQUIDCARDS_DESCRIPTION_196_M;Did I do that?;Eu criei isso?
SQUIDCARDS_DESCRIPTION_196_F;;
TAIL_BIRD_DISPLAYEDNAME_862;Tail Feathers;Cauda Penosa
TAIL_FURRY_DISPLAYEDNAME_106;Furry Tail;Cauda Peluda
TAIL_INSECT_DISPLAYEDNAME_910;Wriggling Leg;Perna Trépida
BLUEMAGE_TALKING_DISPLAYEDNAME_568;Lonely Wizbot;Mago-robô Solitário
ABOVECURVE_DISPLAYEDNAME_503;Curve Hopper;Acima da Curva
SENTINELBLUE_DISPLAYEDNAME_835;Goranj's Vessel;Cápsula Verdaranja
SENTINELGREEN_DISPLAYEDNAME_449;Orlu's Vessel;Cápsula Laranul
SENTINELORANGE_DISPLAYEDNAME_682;Bleene's Vessel;Cápsula Azulerde
BONELORDHORN_DISPLAYEDNAME_019;Bone Lord's Horn;Berrante do Lorde
JUNIORSAGE_DISPLAYEDNAME_820;Junior Sage;Aprendiz de Sábio
FISHHOOK_RULEBOOKNAME_740;Fish Hook;Anzol
FISHHOOK_RULEBOOKDESCRIPTION_834_M;Hook one of my cards and take it as your own. You must have an empty space on your side to receive it.;Fisgue uma das minhas cartas e assuma o controle dela. Você deve ter um espaço vazio no seu lado para recebê-la.
FISHHOOK_RULEBOOKDESCRIPTION_834_F;;
BELLSTATICON_GBCDESCRIPTION_901;The power of [creature] is equal to 4 minus the distance to the combat bell.;O poder desta criatura é igual a 4 menos a distância dela até o sino de combate.
CARDSINHANDSTATICON_RULEBOOKNAME_153;Card Counter;Mostra de Cartas
CARDSINHANDSTATICON_RULEBOOKDESCRIPTION_159;The value represented by this sigil is always equal to the number of cards in your hand.;O valor indicado neste selo é igual ao número de cartas na sua mão.
CARDSINHANDSTATICON_GBCDESCRIPTION_195;The power of [creature] is equal to the number of cards in your hand.;O poder desta criatura é igual ao número de cartas na sua mão.
MIRRORSTATICON_GBCDESCRIPTION_142;The power of [creature] is always equal to the power of the creature opposing it.;O poder desta criatura é igual ao poder da que estiver diante dela.
OPTIONSUI_VALUE_294;FLICKER FX;EFEITO DE CINTILAÇÃO
OPTIONSUI_VALUE_524;SCREEN SHAKE;VIBRAÇÃO DE TELA
DISCOVERABLECARD_ANTS_VALUE_893_M;Formidable creatures, those [c:bR]Ants[c:]. Very well, I will add them to your deck and make them available for future challengers.;As [c:bR]Formigas[c:] são criaturas formidáveis. Pois bem, eu as adicionarei ao seu baralho. Elas estarão disponível para os próximos Desafiantes.
DISCOVERABLECARD_ANTS_VALUE_893_F;;
DISCOVERABLECARD_CAGEDWOLF_VALUE_065;Curious...;Interessante...
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_M;I do relish snuffing out your excess candles before a Boss. Perhaps you will now enjoy it as much as I do.;Confesso que gosto de apagar seu excesso de velas antes dos chefes. Talvez agora você se deleite tanto quanto eu.
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_F;;
DISCOVERABLECARD_SKINK_VALUE_087_M;I forgot that I had put that there. Very well, you may add it to your deck. And I'll deal you one every so often.;Nem me lembrava que essa carta estava ali. Pode adicioná-la ao seu baralho. Eu a oferecerei de vez em quando.
DISCOVERABLECARD_SKINK_VALUE_087_F;;
DISCOVERABLECARD_STINKBUG_VALUE_154_M;Ah... that one...;Ah... Essa aí...
DISCOVERABLECARD_STINKBUG_VALUE_154_F;;
GBC_DOCKS_730_M;You picked the clover leaf from the stem!;Você arranca a folha de trevo do caule.
GBC_DOCKS_730_F;;
GBC_TEMPLE_UNDEAD_392_M;You found a card atop the pedestal!;Você encontra uma carta em cima do pedestal!
GBC_TEMPLE_UNDEAD_392_F;;
GBC_TEMPLE_UNDEAD_058_M;You found a strange flickering key. Its use cannot yet be understood.;Você encontra uma exótica chave bruxuleante. O propósito dela é desconhecido.
GBC_TEMPLE_UNDEAD_058_F;;
GBC_TEMPLE_UNDEAD_650_M;[c:R]The Bone Lord's Femur[c:]. It endows the holder with bones at the start;O [c:R]fêmur do Lorde Ossário[c:] concede ossos no início da batalha a quem o possuir.
GBC_TEMPLE_UNDEAD_650_F;;
MISC_456;Simplified Chinese;Chinês simplificado
MISC_993;Traditional Chinese;Chinês tradicional
MISC_659;Start Screen;Tela inicial
MISC_970;Options;Opções
MISC_056;Alter Deck;Alterar baralho
MISC_089;New Game;Novo jogo
MISC_561;Quit;Sair
MISC_070;Concede;Desistir
MISC_308;attack;poder
MISC_038_M;Hmmm... Not a single Ring Worm...;Hum... Nenhum Argolídeo...
MISC_038_F;;
MISC_222;Auto-Complete;Completar automaticamente
MISC_909;A pack containing 1 Rare and 2 Common Deathly cards and 2 Common cards of any type.;Pacote com as seguintes cartas: 1 rara, 2 comuns do tipo Mortal e 2 comuns de qualquer tipo.
MISC_428;A pack containing 1 Rare and 2 Common Beastly cards and 2 Common cards of any type.;Pacote com as seguintes cartas: 1 rara, 2 comuns do tipo Feral e 2 comuns de qualquer tipo.
MISC_053;A pack containing 1 Rare and 2 Common Techno cards and 2 Common cards of any type.;Pacote com as seguintes cartas: 1 rara, 2 comuns do tipo Digital e 2 comuns de qualquer tipo.
MISC_751;A pack containing 1 Rare and 2 Common Magical cards and 2 Common cards of any type.;Pacote com as seguintes cartas: 1 rara e 2 comuns do tipo Mágico e 2 comuns de qualquer tipo.
MISC_289;Luke Carder;Luke Carder
MISC_132;P03;P03
MISC_558;Internal Memory / DCIM;Memória interna / DCIM
MISC_150;Blood Artist;Artista do sangue
MISC_014;Complete your first Deathcard.;Conclua sua primeira carta do ocaso.
MISC_197;Innocuous Insect;Inseto inócuo
MISC_469;Free a Stinkbug from the safe.;Liberte um Percevejo do cofre.
MISC_616;Uncage the Menagerie;Soltar o bestiário
MISC_382;Free the Wolf Statue from its cage.;Liberte a estátua de lobo da jaula.
MISC_093;Ancestral Vision;Visão ancestral
MISC_504;Fill your empty socket with something magical.;Encaixe algo mágico na sua cavidade ocular.
MISC_350;Reborn Hope;Esperança renascida
MISC_764;Find a spare film roll.;Encontre um rolo de filme sobressalente.
MISC_515;Enduring Victory;Vitória duradoura
MISC_369;Defeat Leshy.;Derrote Leshy.
MISC_239;Renewal;Renovação
MISC_625;Start a new game.;Inicie um novo jogo.
MISC_009;Doomed Necromancer;Necromante condenada
MISC_458;Complete the Temple of the Dead.;Conclua o Templo dos Mortos.
MISC_052;Avenging Druid;Druida vingador
MISC_934;Complete the Temple of Beasts.;Conclua o Templo das Feras.
MISC_138;Accomplished Automaton;Autômato talentoso
MISC_633;Complete the Temple of Technology.;Conclua o Templo da Tecnologia.
MISC_302;Wizard Mentor;Mago mentor
MISC_680;Complete the Temple of Magicks.;Conclua o Templo da Magia.
MISC_794;Miner's Bane;Perdição dos mineradores
MISC_523;Defeat The Prospector.;Derrote o Garimpeiro.
MISC_782;Grizzled Angler;Pescador grisalho
MISC_565;Defeat The Angler.;Derrote o Pescador.
MISC_748;Face to Face;Cara a cara
MISC_057;Defeat The Trapper and The Trader.;Derrote o Caçador e a Comerciante.
MISC_216;Squirrel Wrangler;Esquilo brigão
MISC_875;Win a battle with damage from Squirrels.;Vença uma batalha após causar dano com Esquilos.
MISC_152;Gruesome Encore;Repetição horripilante
MISC_389;Allow The Mycologists to experiment on a creature that is already itself an experiment.;Permita que os Micologistas façam um experimento em uma criatura que já seja resultado de um experimento.
MISC_977;Role Reversal;Inversão de papéis
MISC_062;Steal back one of your creatures from The Angler.;Roube de volta uma de suas criaturas fisgadas pelo Pescador.
MISC_753;Balance of Power;Equilíbrio de poder
MISC_360;Allow P03 to gain control of Inscryption.;Permita que P03 assuma o controle do Inscryption.
MISC_133;Rank and File;Arquivo morto
MISC_115;Defeat The Archivist.;Derrote a Arquivista.
MISC_984;Essence Capture;Captura de essência
MISC_552;Defeat The Photographer.;Derrote o Fotógrafo.
MISC_894;Painter's Servant;Servo do pintor
MISC_801;Defeat The Unfinished Boss.;Derrote o chefe não terminado.
MISC_706;Natural Connection;Conexão natural
MISC_147;Defeat G0lly.;Derrote C4r4mb4.
MISC_446;Murder;Homicídio
MISC_236;Witness the death of P03.;Testemunhe a morte de P03.
MISC_247;Dramatic Finale;Final dramático
MISC_212;Complete the finale of Inscryption.;Conclua o Inscryption.
MISC_176;Collective Effort;Esforço coletivo
MISC_927;Collect every card in the Original Inscryption.;Colete todas as cartas do Inscryption original.
MISC_017;Devil's Play;Brincadeira do diabo
MISC_889;Attack for over 666 damage in the Original Inscryption.;Cause mais de 666 de dano com um ataque no Inscryption original.
MISC_585;Dark Offering;Sacrifício sombrio
MISC_381;Make an offering to The Bone Lord.;Faça uma oferenda ao Lorde Ossário.
MISC_783;Forgotten Lore;Conhecimento esquecido
MISC_713;Receive all 5 cards from The Trader in P03's factory.;Receba as cinco cartas da Comerciante na fábrica do P03.
MISC_797;Grim Bounty;Recompensa sinistra
MISC_750;Destroy a Level 3 Bounty Hunter card.;Destrua uma carta de Caçador de Recompensas de nível 3.
MISC_126;Agonizing Remorse;Remorso agonizante
MISC_460;Don't empty the Recycling Bin.;Não esvazie a lixeira.
ACTIVATEDDEALDAMAGE_RULEBOOKDESCRIPTION_C_301;Pay 1 Energy to deal 1 damage to the creature across from a card bearing this sigil.;Pague 1 de energia para causar 1 de dano à criatura diante de uma carta que possua este selo.
ACTIVATEDHEAL_RULEBOOKDESCRIPTION_C_469;Pay 2 Bones to heal a card bearing this sigil.;Pague 2 ossos para curar uma carta que possua este selo.
ACTIVATEDRANDOMPOWERENERGY_RULEBOOKDESCRIPTION_C_643;Pay 1 Energy to set the power of a card bearing this sigil randomly between 1 and 6.;Pague 1 de energia para mudar aleatoriamente o poder de uma carta que possua este selo para um número entre 1 e 6.
ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKDESCRIPTION_C_363;If you have a Blue gem, sacrifice a card bearing this sigil to draw 3 cards.;Se você tiver uma joia azul, sacrifique uma carta que possua este selo para comprar 3 cartas.
ACTIVATEDSTATSUP_RULEBOOKDESCRIPTION_C_785;Pay 2 Bones to increase the power and health of a card bearing this sigil by 1.;Pague 2 ossos para aumentar em 1 o poder e a vida de uma carta que possua este selo.
ACTIVATEDSTATSUPENERGY_RULEBOOKDESCRIPTION_C_318;Pay 3 Energy to increase the power and health of a card bearing this sigil by 1.;Pague 3 de energia para aumentar em 1 o poder e a vida de uma carta que possua este selo.
BOMBSPAWNER_RULEBOOKDESCRIPTION_C_970;When a card bearing this sigil is played, fill all empty spaces with Explode Bots.;Quando uma carta que possua este selo entra em jogo, coloque Robôs Explosivos em todos os espaços vazios.
BONEDIGGER_RULEBOOKDESCRIPTION_C_110;At the end of the owner's turn, a card bearing this sigil will generate 1 Bone.;Uma carta que possua este selo gera 1 osso no final do turno de quem a possuir.
BRITTLE_RULEBOOKDESCRIPTION_C_366;After attacking, a card bearing this sigil perishes.;Depois de atacar, uma carta que possua este selo perece.
CONDUITBUFFATTACK_RULEBOOKDESCRIPTION_C_937;Other creatures within a circuit completed by a card bearing this sigil gain 1 power.;Outras criaturas em um circuito fechado por uma carta que possua este selo ganham 1 de poder.
CONDUITENERGY_RULEBOOKDESCRIPTION_C_032;If a card bearing this sigil is part of a completed circuit, your Energy never depletes.;Sua energia não é consumida enquanto uma carta que possua este selo fizer parte de um circuito fechado.
CONDUITFACTORY_RULEBOOKDESCRIPTION_C_156;Empty spaces within a circuit completed by a card bearing this sigil spawn L33pB0ts at the end of the owner's turn.;L33pB0ts surgem nos espaços vazios em um circuito fechado por uma carta que possua este selo no final do turno de quem a possuir.
CONDUITHEAL_RULEBOOKDESCRIPTION_C_630;Other creatures within a circuit completed by a card bearing this sigil are healed at the end of the owner's turn.;Outras criaturas que estejam em um circuito fechado por uma carta que possua este selo são curadas no final do turno de quem a possuir.
CONDUITNULL_RULEBOOKDESCRIPTION_C_451;A card bearing this sigil may complete a circuit, but provides no effect.;Uma carta que possua este selo pode fechar um circuito, mas não concede nenhum efeito.
DRAWNEWHAND_RULEBOOKDESCRIPTION_C_986;When a card bearing this sigil is played, discard your hand then draw a new hand of 4 cards.;Quando uma carta que possua este selo entra em jogo, descarte sua mão, então compre 4 cartas.
DROPRUBYONDEATH_RULEBOOKDESCRIPTION_C_897;When a card bearing this sigil perishes, a Ruby Mox is created in its place.;Quanto uma carta que possua este selo morre, ela cria uma Mox de Rubi no lugar onde estava.
EXPLODEONDEATH_RULEBOOKDESCRIPTION_C_074;When a card bearing this sigil dies, the creature opposing it, as well as adjacent friendly creatures, are dealt 10 damage.;Quando uma carta que possua este selo morre, a criatura diante dela e as criaturas aliadas adjacentes sofrem 10 de dano.
GAINBATTERY_RULEBOOKDESCRIPTION_C_264;When a card bearing this sigil is played, it provides an Energy Cell to its owner.;Quando uma carta que possua este selo entra em jogo, ela concede uma bateria a quem a possuir.
GAINGEMBLUE_RULEBOOKDESCRIPTION_C_786;While a card bearing this sigil is on the board, it provides a Blue Gem to its owner.;Enquanto uma carta que possua este selo estiver no tabuleiro, ela concede uma joia azul a quem a possuir.
GAINGEMGREEN_RULEBOOKDESCRIPTION_C_169;While a card bearing this sigil is on the board, it provides a Green Gem to its owner.;Enquanto uma carta que possua este selo estiver no tabuleiro, ela concede uma joia verde a quem a possuir.
GAINGEMORANGE_RULEBOOKDESCRIPTION_C_270;While a card bearing this sigil is on the board, it provides an Orange Gem to its owner.;Enquanto uma carta que possua este selo estiver no tabuleiro, ela concede uma joia laranja a quem a possuir.
GAINGEMTRIPLE_RULEBOOKDESCRIPTION_C_292;While a card bearing this sigil is on the board, it provides a Green, Orange, and Blue gem to its owner.;Enquanto uma carta que possua este selo estiver no tabuleiro, ela concede uma joia verde, uma joia laranja e uma joia azul a quem a possuir.
GEMDEPENDANT_RULEBOOKDESCRIPTION_C_572;If a card bearing this sigil's owner controls no Mox cards, a card bearing this sigil perishes.;Uma carta que possua este selo morre se quem a possuir não controlar nenhuma carta de mox.
GEMSDRAW_RULEBOOKDESCRIPTION_C_172;When a card bearing this sigil is played, you draw cards equal to the amount of Mox cards on your side of the board.;Quanto uma carta que possua este selo entra em jogo, compre o número de cartas equivalente à quantidade de cartas de mox no seu lado do tabuleiro.
LOOT_RULEBOOKDESCRIPTION_C_919;When a card bearing this sigil deals damage directly, draw a card for each damage dealt.;Quando uma carta que possua este selo causa dano direto, compre uma carta para cada ponto de dano causado.
PREVENTATTACK_RULEBOOKDESCRIPTION_C_718;If a creature would attack a card bearing this sigil, it does not.;Impede que uma carta que possua este selo seja atacada por outra.
SKELETONSTRAFE_RULEBOOKDESCRIPTION_C_216;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil and drop a Skeleton in its old space.;Uma carta que possua este selo se move na direção indicada no selo e deixa um Esqueleto no espaço original no final do turno de quem a possuir.
SQUIRRELSTRAFE_RULEBOOKDESCRIPTION_C_618;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil and drop a Squirrel in their old space.;Uma carta que possua este selo se move na direção indicada no selo e deixa um Esquilo no espaço original no final do turno de quem a possuir.
SUBMERGESQUID_RULEBOOKDESCRIPTION_C_467;A card bearing this sigil submerges itself during its opponent's turn. While submerged, opposing creatures attack its owner directly.;Uma carta que possua este selo submerge durante o turno do oponente, o que permite que as criaturas diante dela ataquem diretamente quem a possuir.
ALLSTRIKE_RULEBOOKDESCRIPTION_C_769;A card bearing this sigil will strike each opposing space that is occupied by a creature. It will strike directly if no creatures oppose it.;Uma carta que possua este selo ataca todos os espaços diante dela que estejam ocupados por uma criatura. Faz um ataque direto caso não haja criaturas diante dela.
