Column1;Column10;TUR 
GAINGEMTRIPLE_RULEBOOKDESCRIPTION_C_292;While a card bearing this sigil is on the board, it provides a Green, Orange, and Blue gem to its owner.;Bu mührü taşıyan bir kart oyun tahtasındayken sahibine bir Yeşil, Turuncu ve Mavi Cevher kazandırır.
GEMDEPENDANT_RULEBOOKDESCRIPTION_C_572;If a card bearing this sigil's owner controls no Mox cards, a card bearing this sigil perishes.;Eğer bu mührü taşıyan kartın sahibinin Güç Taşı yoksa bu mührü taşıyan bir kart yok olur.
GEMSDRAW_RULEBOOKDESCRIPTION_C_172;When a card bearing this sigil is played, you draw cards equal to the amount of Mox cards on your side of the board.;Bu mührü taşıyan bir kart oynandığında kendi tarafındaki Güç Taşı kartı sayısı kadar kart çekersin.
LOOT_RULEBOOKDESCRIPTION_C_919;When a card bearing this sigil deals damage directly, draw a card for each damage dealt.;Bu mührü taşıyan bir kart doğrudan hasar verdiğinde verilen her hasar puanı için bir kart çekersin.
PREVENTATTACK_RULEBOOKDESCRIPTION_C_718;If a creature would attack a card bearing this sigil, it does not.;Eğer bir yaratık bu mührü taşıyan bir karta saldırmaya çalışırsa saldıramaz.
SKELETONSTRAFE_RULEBOOKDESCRIPTION_C_216;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil and drop a Skeleton in its old space.;Sahibinin elinin sonunda bu mührü taşıyan bir kart mühürde belirtilen yönde hareket edip eski konumuna bir İskelet bırakır.
SQUIRRELSTRAFE_RULEBOOKDESCRIPTION_C_618;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil and drop a Squirrel in their old space.;Sahibinin elinin sonunda bu mührü taşıyan bir kart mühürde belirtilen yönde hareket edip eski konumuna bir Sincap bırakır.
SUBMERGESQUID_RULEBOOKDESCRIPTION_C_467;A card bearing this sigil submerges itself during its opponent's turn. While submerged, opposing creatures attack its owner directly.;Bu mührü taşıyan bir kart, sıra rakipteyken kendisini suya batırır. Suya batık haldeyken karşısındaki yaratıklar doğrudan kartın sahibine saldırırlar.
ALLSTRIKE_RULEBOOKDESCRIPTION_C_769;A card bearing this sigil will strike each opposing space that is occupied by a creature. It will strike directly if no creatures oppose it.;Bu mührü taşıyan bir kart, bir yaratık tarafından kapatılan her boşluğa saldırır. Karşısında duran bir yaratık olmadığında doğrudan rakibe saldırır.
BEESONHIT_RULEBOOKDESCRIPTION_C_919;Once a card bearing this sigil is struck, a Bee is created in your hand. [define:Bee];Bu mührü taşıyan bir kart saldırıya uğradığında eline bir Arı kartı verilir. [define:Bee]
BUFFNEIGHBOURS_RULEBOOKDESCRIPTION_C_913;Creatures adjacent to a card bearing this sigil gain 1 power.;Bu mührü taşıyan kartın bitişiğindeki yaratıklar 1 güç kazanır.
CORPSEEATER_RULEBOOKDESCRIPTION_C_169;If a creature that you own perishes by combat, a card bearing this sigil in your hand is automatically played in its place.;Eğer sahip olduğun bir yaratık savaş yoluyla alt edilirse elindeki kartlar arasında bu mührü taşıyan bir kart otomatik olarak onun yerine oynanır.
CREATEBELLS_RULEBOOKDESCRIPTION_C_591;When a card bearing this sigil is played, a Chime is created on each empty adjacent space. [define:DausBell];Bu mührü taşıyan bir kart oynandığında her bitişik boş alana bir Çan yerleştirilir. [define:DausBell]
CREATEDAMS_RULEBOOKDESCRIPTION_C_542;When a card bearing this sigil is played, a Dam is created on each empty adjacent space. [define:Dam];Bu mührü taşıyan bir kart oynandığında her bitişik boş alana bir Set yerleştirilir. [define:Dam]
DEATHTOUCH_RULEBOOKDESCRIPTION_C_609;When a card bearing this sigil damages another creature, that creature perishes.;Bu mührü taşıyan bir kart başka bir yaratığa hasar verdiğinde hasar alan yaratık alt edilir.
DEBUFFENEMY_RULEBOOKDESCRIPTION_C_636;The creature opposing a card bearing this sigil loses 1 power.;Bu mührü taşıyan bir kartın karşısındaki yaratık 1 güç kaybeder.
DRAWANT_RULEBOOKDESCRIPTION_C_010;When a card bearing this sigil is played, an Ant is created in your hand.;Bu mührü taşıyan bir kart oynandığında eline bir Karınca kartı verilir.
DRAWCOPY_RULEBOOKDESCRIPTION_C_226;When a card bearing this sigil is played, a copy of it is created in your hand.;Bu mührü taşıyan bir kart oynandığında kartın bir kopyası eline verilir.
DRAWCOPYONDEATH_RULEBOOKDESCRIPTION_C_876;When a card bearing this sigil perishes, a copy of it is created in your hand.;Bu mührü taşıyan bir kart öldüğünde kartın bir kopyası eline verilir.
DRAWRABBITS_RULEBOOKDESCRIPTION_C_468;When a card bearing this sigil is played, a Rabbit is created in your hand. [define:Rabbit];Bu mührü taşıyan bir kart oynandığında eline bir Tavşan kartı verilir. [define:Rabbit]
EVOLVE_RULEBOOKDESCRIPTION_C_194;A card bearing this sigil will grow into a more powerful form after 1 turn on the board.;Bu mührü taşıyan bir kart oyun tahtasında kaldıktan 1 el sonra daha güçlü bir hale dönüşür.
FLYING_RULEBOOKDESCRIPTION_C_638;A card bearing this sigil will strike an opponent directly, even if there is a creature opposing it.;Bu mührü taşıyan bir kart, karşısında yaratık olsa da doğrudan rakibe saldırır.
GUARDDOG_RULEBOOKDESCRIPTION_C_161;When an opposing creature is placed opposite to an empty space, a card bearing this sigil will move to that empty space.;Düşman bir yaratık, boş alanın karşısına yerleştirildiğinde bu mührü taşıyan bir kart o boş alana geçer.
ICECUBE_RULEBOOKDESCRIPTION_C_877;When a card bearing this sigil perishes, the creature inside is released in its place.;Bu mührü taşıyan bir kart alt edildiğinde yerine içindeki dondurulmuş yaratık geçer.
QUADRUPLEBONES_RULEBOOKDESCRIPTION_C_971;When a card bearing this sigil dies, 4 bones are awarded instead of 1.;Bu mührü taşıyan bir kart öldüğünde 1 kemik yerine 4 kemik verilir.
RANDOMABILITY_RULEBOOKDESCRIPTION_C_130;When a card bearing this sigil is drawn, this sigil is replaced with another sigil at random.;Bu mührü taşıyan bir kart çekildiğinde bu mühür rastgele başka bir mühürle değiştirilir.
RANDOMCONSUMABLE_RULEBOOKDESCRIPTION_C_436;When a card bearing this sigil is played, you will receive a random item as long as your pack is not full.;Bu mührü taşıyan bir kart oynandığında çantan dolu olmadığı sürece rastgele bir eşya elde edersin.
REACH_RULEBOOKDESCRIPTION_C_386;A card bearing this sigil will block an opposing creature bearing the Airborne sigil.;Bu mührü taşıyan bir kart karşısında Uçuşan mührü olan yaratığın saldırısını engeller.
SACRIFICIAL_RULEBOOKDESCRIPTION_C_722;When a card bearing this sigil is sacrificed it does not perish.;Bu mührü taşıyan bir kart kurban edildiğinde ölmez.
SHARP_RULEBOOKDESCRIPTION_C_386;Once a card bearing this sigil is struck, the striker is then dealt a single damage point.;Bu mührü taşıyan bir karta saldırıldığında saldırana 1 hasar verilir.
SPLITSTRIKE_RULEBOOKDESCRIPTION_C_724;A card bearing this sigil will strike each opposing space to the left and right of the space across from it.;Bu mührü taşıyan bir kart karşısında bulunan sol ve sağ tarafındaki boşluklara saldırır.
SQUIRRELORBIT_RULEBOOKDESCRIPTION_C_213;At the beginning of its owner's turn, a card bearing this sigil will pull small creatures, like Squirrels, into its orbit.;Sahibinin elinin başında, bu mührü taşıyan bir kart Sincap gibi küçük yaratıkları yörüngesine çeker.
STEELTRAP_RULEBOOKDESCRIPTION_C_102;When a card bearing this sigil perishes, the creature opposing it perishes as well. A pelt is created in your hand.;Bu mührü taşıyan bir kart yok olduğunda karşısındaki yaratık da yok olur. Eline bir post eklenir.
STRAFE_RULEBOOKDESCRIPTION_C_931;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil.;Sahibinin elinin sonunda bu mührü taşıyan bir kart mühürde gösterilen yönde hareket eder.
STRAFEPUSH_RULEBOOKDESCRIPTION_C_708;At the end of the owner's turn, a card bearing this sigil will move in the direction inscribed in the sigil. Creatures in the way will be pushed in the same direction.;Sahibinin elinin sonunda bu mührü taşıyan bir kart mühürde gösterilen yönde hareket eder. Hareket yönündeki yaratıklar aynı yönde itilir.
TAILONHIT_RULEBOOKDESCRIPTION_C_390;When a card bearing this sigil would be struck, a Tail is created in its place and a card bearing this sigil moves to the right.;Bu mührü taşıyan bir karta saldırılacağı zaman yerine bir Kuyruk koyulur ve mührü taşıyan kart sağ tarafa hareket eder.
TRIPLEBLOOD_RULEBOOKDESCRIPTION_C_976;A card bearing this sigil is counted as 3 Blood rather than 1 Blood when sacrificed.;Bu mührü taşıyan kart kurban edildiğinde 1 yerine 3 Kan verir.
TRISTRIKE_RULEBOOKDESCRIPTION_C_419;A card bearing this sigil will strike each opposing space to the left, right, and center of it.;Bu mührü taşıyan kart karşısında bulunan solundaki, önündeki ve sağındaki boşluklara saldırır.
TUTOR_RULEBOOKDESCRIPTION_C_400;When a card bearing this sigil is played, you may search your deck for any card and take it into your hand.;Bu mührü taşıyan bir kart oynandığında destene göz atıp istediğin bir kartı eline ekleyebilirsin.
WHACKAMOLE_RULEBOOKDESCRIPTION_C_301;When an empty space would be struck, a card bearing this sigil will move to that space to receive the strike instead.;Boş alanlardan biri hasar alacağı zaman bu mührü taşıyan bir kart o alana ilerleyerek hasarı kendisi alır.
BUFFENEMY_RULEBOOKDESCRIPTION_C_508;The creature opposing a card bearing this sigil gains 1 power.;Bu mührü taşıyan bir kartın karşısındaki yaratık 1 güç kazanır.
CELLBUFFSELF_RULEBOOKDESCRIPTION_C_256;If a card bearing this sigil is within a circuit, it gains 2 power.;Eğer bu mührü taşıyan bir kart devrenin içindeyse 2 güç kazanır.
CELLDRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_C_731;If a card bearing this sigil is within a circuit when it perishes, a random card is created in your hand.;Eğer bu mührü taşıyan bir kart devrenin içindeyken yok olursa rastgele bir kart kazandırır.
CELLTRISTRIKE_RULEBOOKDESCRIPTION_C_763;If a card bearing this sigil is within a circuit, it will strike each opposing space to the left, right, and center of it.;Eğer bu mührü taşıyan bir kart devrenin içindeyse karşısında bulunan solundaki, önündeki ve sağındaki alanlara saldırır.
CONDUITSPAWNGEMS_RULEBOOKDESCRIPTION_C_435;Empty spaces within a circuit completed by a card bearing this sigil spawn Gem Vessels at the end of the owner's turn.;Bu mührü taşıyan bir kartla tamamlanan devrenin içindeki boş alanlarda kart sahibinin elinin sonunda Cevher Kapsülü üretilir.
DEATHSHIELD_RULEBOOKDESCRIPTION_C_417;The first time a card bearing this sigil would take damage, prevent that damage.;Bu mührü taşıyan bir kart ilk kez hasar aldığında bu hasarı engeller.
DELETEFILE_RULEBOOKDESCRIPTION_C_810;When a card bearing this sigil perishes the file used to create it is really deleted from your Hard Drive.;Bu mührü taşıyan bir kart alt edildiğinde kart için kullanılan dosya kullandığın bilgisayarın Sabit Disk'inden silinir.
DRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_C_562;When a card bearing this sigil perishes, a random card is created in your hand.;Bu mührü taşıyan bir kart alt edildiğinde eline rastgele bir kart verilir.
DRAWVESSELONHIT_RULEBOOKDESCRIPTION_C_373;Once a card bearing this sigil is struck, draw a card from your Empty Vessel pile.;Bu mührü taşıyan bir karta saldırıldığında Boş Kapsül destenden bir kart çek.
FILESIZEDAMAGE_RULEBOOKDESCRIPTION_C_105;When a card bearing this sigil perishes, select a file. Place damage on the scales according to the file's size.;Bu mührü taşıyan bir kart alt edildiğinde bir dosya seç. Teraziye dosyanın boyutuna göre hasar ekle.
LATCHBRITTLE_RULEBOOKDESCRIPTION_C_583;When a card bearing this sigil perishes, its owner chooses a creature to gain the Brittle sigil.;Bu mührü taşıyan bir kart alt edildiğinde kartın sahibi Narin mührünü almak için bir yaratık seçer.
LATCHDEATHSHIELD_RULEBOOKDESCRIPTION_C_714;When a card bearing this sigil perishes, its owner chooses a creature to gain the Nano Armor sigil.;Bu mührü taşıyan bir kart alt edildiğinde kartın sahibi Nano Zırh mührünü elde edecek bir yaratık seçer.
LATCHEXPLODEONDEATH_RULEBOOKDESCRIPTION_C_905;When a card bearing this sigil perishes, its owner chooses a creature to gain the Detonator sigil.;Bu mührü taşıyan bir kart alt edildiğinde kartın sahibi Fünye mührü elde edecek bir yaratık seçer.
MOVEBESIDE_RULEBOOKDESCRIPTION_C_379;When one of your creatures is placed in a space, a card bearing this sigil will move towards them as far as possible.;Yaratıklarından biri mevcut bir alana konulduğunda bu mührü taşıyan kart olabildiğince o yaratığa yaklaşır.
PERMADEATH_RULEBOOKDESCRIPTION_C_240;A card bearing this sigil has increased power. But, if A card bearing this sigil perishes, it is permanently removed from your deck.;Bu mührü taşıyan bir kartın gücü arttırılmıştır. Eğer bu mührü taşıyan bir kart yok olursa destenden tamamen silinir.
SENTRY_RULEBOOKDESCRIPTION_C_872;When a creature moves into the space opposing a card bearing this sigil, they are dealt 1 damage.;Bu mührü taşıyan bir kartın karşısındaki alana bir yaratık geldiğinde yaratık 1 hasar alır.
SHIELDGEMS_RULEBOOKDESCRIPTION_C_943;When a card bearing this sigil is played, all Gem Vessels on the owners' side of the board gain Nano Armor.;Bu mührü taşıyan bir kart oynandığında sahibinin tarafındaki tüm Cevher kapsülleri Nano Zırh elde eder.
SNIPER_RULEBOOKDESCRIPTION_C_237;You may choose which opposing space a card bearing this sigil strikes.;Bu mührü taşıyan kartın karşıdaki hangi alana saldıracağını seçebilirsin.
SWAPSTATS_RULEBOOKDESCRIPTION_C_983;After a card bearing this sigil is dealt damage, swap its Power and Health.;Bu mührü taşıyan bir kart hasar aldıktan sonra Güç ve Can değerlerinin yerini değiştir.
TRANSFORMER_RULEBOOKDESCRIPTION_C_775;At the beginning of your turn a card bearing this sigil will transform to, or from, Beast mode.;Elinin başlangıcında bu mührü taşıyan bir kart Vahşi Hayvan moduna girer veya bu moddan çıkar.
ANTSSTATICON_GBCDESCRIPTION_C_709;The power of a card bearing this sigil is equal to the number of Ants that the owner has on their side of the table.;Bu mührü taşıyan bir kartın gücü, sahibinin tarafında bulunan Karınca sayısına eşittir.
BELLSTATICON_GBCDESCRIPTION_C_020;The power of a card bearing this sigil is equal to 4 minus the distance to the combat bell.;Bu mührü taşıyan bir kartın gücü, zile olan uzaklığının 4 eksiği olarak belirlenir.
CARDSINHANDSTATICON_GBCDESCRIPTION_C_892;The power of a card bearing this sigil is equal to the number of cards in your hand.;Bu mührü taşıyan kartın gücü, elinde olan kartların sayısına eşittir.
GREENGEMSSTATICON_GBCDESCRIPTION_C_503;The power of a card bearing this sigil is equal to the number of Green Gems that the owner has on their side of the table.;Bu mührü taşıyan kartın gücü, sahibinin tarafındaki Yeşil Cevher sayısına eşittir.
MIRRORSTATICON_GBCDESCRIPTION_C_716;The power of a card bearing this sigil is always equal to the power of the creature opposing it.;Bu mührü taşıyan bir kartın gücü, karşısındaki yaratığın güç değerine eşittir.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSCOMBINE_545_M;Two into one!;İki tane oldu bir tane!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSCOMBINE_545_F;;
MENUCONTROLLER_157;Yes. Erase save.;Evet. Kaydı sil.
MENUCONTROLLER_963;No. Keep save.;Hayır. Kaydı silme.
MISC_353;Unpacking OLD_DATA.zip;ESKİ_VERİ.zip ayıklanıyor
MISC_158;Unpacking;Ayıklanıyor
MISC_838;REDACTED;SANSÜRLENMİŞ
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_025_M;You sheepishly offered the [c:bR]pelt[c:] to the Bone Lord...;Tıpkı bir koyun misali [c:bR]postu[c:] Kemiklerin Efendisi'ne ikram ettin...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_025_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#1_938_M;Embarrassed, you presented your [c:bR]pelt[c:] to the Bone Lord...;Utanarak [c:bR]postunu[c:] Kemiklerin Efendisi'ne sundun...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#1_938_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#2_633_M;You placed a [c:bR]pelt[c:] before the Bone Lord...;Kemiklerin Efendisi'nin huzuruna bir [c:bR]post[c:] yerleştirdin...
SPECIAL_NODES_CARDREMOVEPELTCHOSEN1_REPEAT_#2_633_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_010_M;The Bone Lord was displeased. You would receive nothing in return.;Kemiklerin Efendisi hüsrana uğramıştı. Karşılığında hiçbir şey elde etmedin.
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_010_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#1_508_M;The Bone Lord shuddered. You averted your eyes and backed away.;Kemiklerin Efendisi birden titredi. Gözlerini başka yöne çevirdin ve geri çekildin.
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#1_508_F;;
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#2_663_M;I'm not sure what you expected.;Ne bekliyordun bilmiyorum.
SPECIAL_NODES_CARDREMOVEPELTCHOSEN2_REPEAT_#2_663_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_477_M;The Bone Lord was immensely pleased by your offering.;Kemiklerin Efendisi ikramından oldukça hoşnut kalmıştı.
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_477_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#1_636_M;The Bone Lord was deeply satisfied with your offering.;Kemiklerin Efendisi ikramından son derece memnun kalmıştı.
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#1_636_F;;
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#2_515_M;The ultimate sacrifice. The Bone Lord was gleeful.;En yüce adak. Kemiklerin Efendisi sevinmişti.
SPECIAL_NODES_CARDREMOVEGOATCHOSEN_REPEAT_#2_515_F;;
COMMANDLINEINTERFACE_667;Type 'continue' to return to loading the game.;Oyunu yüklemeye dönmek için "devam et" yaz.
COMMANDLINEINTERFACE_324;continue;devam et
COMMANDLINEINTERFACE_978;Cannot find the specified path.;Belirtilen yol tespit edilemedi.
COMMANDLINEINTERFACE_506;Not a file.;Bu bir dosya değil.
COMMANDLINEINTERFACE_729;Contents cannot be shown.;İçerikler gösterilemiyor.
COMMANDLINEINTERFACE_183;Enter cipher:;Anahtarı gir:
COMMANDLINEINTERFACE_662;You must not do that.;Bunu yapmamalısın.
COMMANDLINEINTERFACE_428;You cannot do that.;Bunu yapamazsın.
COMMANDLINEINTERFACE_670;Really delete all save data? (y/n);Tüm kayıtlı veriyi gerçekten de silmek istiyor musun? (e/h)
COMMANDLINEINTERFACE_293;You are brave.;Cesur birisin.
COMMANDLINEINTERFACE_213;You are coward.;Korkak birisin.
COMMANDLINEINTERFACE_701;'{0}' is not a recognized internal or external command.;"{0}" bir dahili veya harici komut olarak tanınmıyor.
TUTORIAL1BATTLESEQUENCER_200_M;The number on the bottom left is its Attack Power: 1.;Sol alt köşedeki sayı onun Saldırı Gücü: 1
TUTORIAL1BATTLESEQUENCER_200_F;;
TUTORIAL2BATTLESEQUENCER_099_M;The airborne [c:bR]Bat[c:] flies over creatures to attack directly.;Uçuşan [c:bR]Yarasa[c:] yaratıkların üzerinden uçarak doğrudan saldırıyor.
TUTORIAL2BATTLESEQUENCER_099_F;;
TUTORIAL2BATTLESEQUENCER_164_M;Mind the ambitious [c:bR]Wolf Cub[c:]. It ages swiftly.;Hırslı [c:bR]Yavru Kurt[c:]'a dikkat et. Çok hızlı büyür.
TUTORIAL2BATTLESEQUENCER_164_F;;
TUTORIAL3BATTLESEQUENCER_816_M;My totem has granted my Coyote the power of flight!;Totemim Kır Kurdu'ma uçabilme becerisi verdi!
TUTORIAL3BATTLESEQUENCER_816_F;;
MISC_159;Credits;Katkıda Bulunanlar
MISC_295;Creator;Yaratıcı
MISC_542;Composer and Sound Designer;Besteci ve Ses Tasarımcısı
MISC_355;Principal 3D Artist;Baş 3B Sanatçısı
MISC_921;As Luke Carder;Talih Kartçı
MISC_706;As His Killer;Talih'in Katili
MISC_438;As <REDACTED>;<REDACTED>
MISC_026;3D Environment Art and Goobert;3B Çevre Çizimi ve Balçık
MISC_971;3D Environment Art and Props;3B Çevre Çizimi ve Objeler
MISC_451;3D Low Poly Art;3B Düşük Poli Çizimler
MISC_382;Color Posterization Shader;Renk Tonlandırma
