Column1;Column10;JP 
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_027_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_341_M;[c:bG]The Great Transcendence[c:] will be upon us soon.;[c:bG]大いなる超越[c:]がもうすぐ始まる。
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_341_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_083_M;I'm trying to do my part.;私は自分の役割を果たしてるところよ。
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#1_083_F;;
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#2_664_M;Carry on!;さあ行きなさい！
PART_3_MAP_HOLOMAPINSPECTOR_POSTUNLOCK_REPEAT_#2_664_F;;
GBC_NPC_MECHANICDOCKS_387_M;Woof.[w:0.3] You probably saw that the bridge is fixed.;あら。[w:0.3] 橋が直ってるのは確認したはずでしょ。
GBC_NPC_MECHANICDOCKS_387_F;;
GBC_NPC_MECHANICDOCKS_568_M;Now they want me to give you deckbuilding tips.;だから、あなたにデッキ構築のヒントを教えるよう言われたのよ。
GBC_NPC_MECHANICDOCKS_568_F;;
GBC_NPC_MECHANICDOCKS_135_M;Like... [w:0.3][p:0.25][c:gray]Use your Rare cards![w:0.2] They are more powerful than common cards...[c:];例えば… [w:0.3][p:0.25][c:gray]レアカードを有効活用するのよ！[w:0.2] コモンカードよりも高性能だからね…[c:]
GBC_NPC_MECHANICDOCKS_135_F;;
GBC_NPC_MECHANICDOCKS_432_M;But[w:0.2] I sure am sick of being around these Scrybes.;でも、[w:0.2]あのスクライブどもと一緒にいるのはもうイヤなの。
GBC_NPC_MECHANICDOCKS_432_F;;
GBC_NPC_MECHANICDOCKS_996_M;Each has a more twisted ambition than the last...[w:0.3] I tell ya.;どのスクライブも前任者よりも邪悪な野望を抱えているからね… [w:0.3]ここだけの話よ。
GBC_NPC_MECHANICDOCKS_996_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_070_M;Leshy?[w:0.3] The guy's insane!;レシー？[w:0.3] あいつは正気じゃないわ！
GBC_NPC_MECHANICDOCKS_REPEAT_#1_070_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_236_M;Wants to use [c:R]Challengers[c:] like you as his playthings.;あなたみたいな[c:R]挑戦者[c:]をオモチャみたいに扱いたがってる。
GBC_NPC_MECHANICDOCKS_REPEAT_#1_236_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_417_M;To make it more perverse,[w:0.3] he thinks you'll actually enjoy it!;あなたが実際に楽しめてると思うほど、[w:0.3]ひねくれた奴よ。
GBC_NPC_MECHANICDOCKS_REPEAT_#1_417_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#1_766_M;Oh yeah... [w:0.3][p:0.25][c:gray]Try to use a mix of different types of cards in your deck to fully utilize your Bones, Blood and Energy![c:];そうそう… [w:0.3][p:0.25][c:gray]骨、血、エナジーといった異なる資源を活用するには、デッキに多種多様なカードを使い分けることが大事よ！[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#1_766_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_207_M;P03...[w:0.3] that bot is planning something alright.;P03… [w:0.3]確かにあのロボットは何かを企んでる。
GBC_NPC_MECHANICDOCKS_REPEAT_#2_207_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_863_M;It's got The Dredger working overtime.;ドレッジャーに残業させているのよ。
GBC_NPC_MECHANICDOCKS_REPEAT_#2_863_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_712_M;Huh?[w:0.3] Oh...;んん？[w:0.3] そうね…
GBC_NPC_MECHANICDOCKS_REPEAT_#2_712_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_545_M;[p:0.25][c:gray]Many cards from other Temples are better sacrifice fodder than Squirrels.[c:];[p:0.25][c:gray]他の神殿から得られるカードの多くは、生贄としてはリスより優れているのよ。[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#2_545_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#2_505_M;[p:0.25][c:gray]For example,[w:0.2] Bone Heaps can be sacrificed early but have utility in the late-game.[c:];[p:0.25][c:gray]たとえば、[w:0.2]骨の山は早期に捧げられるけど、後になっても便利よ。 [c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#2_505_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_M;Grimora wants to bring it all down,[w:0.3] I swear.;グリモラは何もかもを壊したがっている。[w:0.3] 絶対そうよ。
GBC_NPC_MECHANICDOCKS_REPEAT_#3_910_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_M;But more as a mercy I think.[w:0.3] She's probably right.;でも、それは慈悲としての破壊かもね。[w:0.3] 彼女は正しいかも。
GBC_NPC_MECHANICDOCKS_REPEAT_#3_870_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_M;There's some[w:0.3] pretty nasty DATA on this disk...;このディスクに結構[w:0.3]ヤバいデータがいくつか入ってるわ…
GBC_NPC_MECHANICDOCKS_REPEAT_#3_286_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_M;Ahem. [w:0.3][p:0.25][c:gray]A deck focused on Magickal cards can be very powerful.[w:0.3] Try picking 2 of your best Gem Colors instead of going for all 3.[c:];さて。 [w:0.3][p:0.25][c:gray]魔法のカードを中心にしたデッキはかなり強くなれるわ。[w:0.3] ジェムを3種類すべて使うより、優れている2種類に絞った方がいいけど。[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#3_694_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_M;[p:0.25][c:gray]Cards with Activated Abilities are some of the most powerful.[w:0.3] Balance your resources accordingly.[c:];[p:0.25][c:gray]アクティブアビリティを持つカードは、最も強力なカードの一種よ。[w:0.3] それに合わせて資源を調整しなさい。[c:]
GBC_NPC_MECHANICDOCKS_REPEAT_#4_856_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_M;What,[w:0.3] you want to know about Magnificus?;えっ、[w:0.3]マグニフィカスのことも知りたいの？
GBC_NPC_MECHANICDOCKS_REPEAT_#4_550_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_M;Mysterious guy...[w:0.3] We all have our theories of course.;謎に満ちた男ね… [w:0.3]みんな、独自のセオリーを持つのは当然だけど。
GBC_NPC_MECHANICDOCKS_REPEAT_#4_735_F;;
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_M;Some say he actually[w:0.3] wants[w:0.3]...[w:0.2] No,[w:0.2] it's too terrible to say.;話によると彼は[w:0.3]本当に[w:0.3]… [w:0.2]ダメ、[w:0.2]恐ろしすぎて言えない。
GBC_NPC_MECHANICDOCKS_REPEAT_#4_369_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_M;You may keep the bones.;骨をそのまま持っても構わない。
SPECIAL_NODES_STATBOOSTCARDEATENBONES_343_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_M;Here. Keep the bones.;ほら、骨を持つのだ。
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#1_757_F;;
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_M;The bones are yours.;この骨は君のものだ。
SPECIAL_NODES_STATBOOSTCARDEATENBONES_REPEAT_#2_113_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_M;This is [c:bR]not[c:] one of Botopia's Uberbots.;こいつはボットピアのウーバーボット[c:bR]じゃない[c:]。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_882_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_M;Where did these repugnant mushrooms come from?;この不快なキノコはいったいどこから沸いて出た？
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_483_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_M;What is this strange feeling?;なんか変な感じがするぞ。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPREINTRO_060_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_M;I will attempt to hasten your demise.;君の破滅を速めるとしようか。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_748_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_M;The Moon will be your mercy.;月が君の情けとなるだろう。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_818_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_M;You've run out of cards... You're starving.;カードが尽きたようだな… 君は飢えている。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_127_F;;
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_M;Let's speed things up. We'll see what this moon can do.;速めるとしよう。 この月が何を起こすか、見てみようじゃないか。
GAME_FLOW_PART1CARDSEXHAUSTEDMOON_REPEAT_#1_572_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_M;What is this? Weakening my Moon with the [c:bR]Stinky Sigil[c:]...;どういうことだ？ [c:bR]悪臭の印[c:]で私の月が弱まっている…
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_729_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_M;It makes no sense!;なんと理不尽な！
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_496_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_M;Moons do not have a sense of smell!;月に嗅覚などないぞ！
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_495_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_M;This is not how I imagined this battle going...;このような戦いの流れはまったく想定外だ…
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_782_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_M;Weakening my Moon... with a foul odor?;悪臭で… 私の月を弱めるのか？
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_635_F;;
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_M;[c:bR]Absurd![c:];[c:bR]ありえん！[c:]
BOSS_DIALOGUE_LESHYBOSSSTINKYMOON_REPEAT_#1_707_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_M;You came across the remains of a small settlement.;小さな居住地の跡へ君は足を踏み入れた。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_740_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_M;No living person remained.;生きている住人は一人もいなかった。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_642_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_M;It must have been [c:bR]something they ate.[c:];これは[c:bR]彼らが食べた何か[c:]だろう。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_812_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_M;The fire sputtered on in spite of their absence.;無人ながらも、たき火はまだパチパチと<br>音を立てて燃えている。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_058_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_M;A few emaciated corpses lay within an abandoned settlement.;少数のやせこけた死体が、放棄された居住地の中で<br>横たわっている。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_486_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_M;What did you feed them?;君は彼らに何を食わせたのか？
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_788_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_M;The fire looked welcoming as always.;たき火は前と変わらず、来客を受け入れるかのように<br>燃えていた。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#1_478_F;;
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_M;No hungry survivors would be bothering you this time.;今回、君を煩わせる空腹の生存者は一人もいない。
SPECIAL_NODES_STATBOOSTSURVIVORSDEAD_REPEAT_#2_806_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_M;We have gained control of the robot!;我々はロボットの支配権を得た！
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_203_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_M;Complete control!;完全な支配だ！
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_278_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_M;We must now experiment.;今から実験をしなければ。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_991_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_M;We must play a card game.;カードゲームをプレイしなければ。
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSINTRO_846_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_219_M;You actually bought that [c:O]holo pelt[c:]?;本当にあの[c:O]ホロ皮[c:]を買ったのか？
PART_3_MAP_HOLOAREASHOPBUYPELT_219_F;;
PART_3_MAP_HOLOAREASHOPBUYPELT_337_M;It's worthless! Take it to [c:O]The Trader[c:] and you'll see.;あんなの役立たずのゴミさ！ [c:O]商人[c:]に渡したらわかる。
PART_3_MAP_HOLOAREASHOPBUYPELT_337_F;;
MAGNIFICUSGAMEFLOWMANAGER_506;No! I'm not ready to die yet.;ダメだ！ まだ死ぬわけにはいかぬ。
PART3GAMEFLOWMANAGER_936;Ugh. Damn it.;チクショウ
BOULDERCHOICESEQUENCER_101_M;[c:bR]Show me where to strike![c:];[c:bR]どれを砕くか教えな！[c:]
BOULDERCHOICESEQUENCER_101_F;;
CARDMERGESEQUENCER_673_M;A ghastly spectactle. But the soul of the [c:bR]{0}[c:] now lives in the [c:bR]{1}[c:].;不気味な光景だが、[c:bR]{0}[c:]の魂は[c:bR]{1}[c:]の中に住むようになった。
CARDMERGESEQUENCER_673_F;;
CARDSTATBOOSTSEQUENCER_308_M;Push your luck? Or pull away?;運を試すか？ それとも下がるか？
CARDSTATBOOSTSEQUENCER_308_F;;
CARDSTATBOOSTSEQUENCER_627_M;Push your luck further? Or run back?;さらなる運試しをするか？ または逃げるか？
CARDSTATBOOSTSEQUENCER_627_F;;
CARDSTATBOOSTSEQUENCER_734_M;Recklessly continue?;無謀にも続けるか？
CARDSTATBOOSTSEQUENCER_734_F;;
DECKTRIALSEQUENCER_289;card with the [c:bR]Sprinter[c:] sigil;[c:bR]スプリンター[c:]の印のカード
FINALEDECKTRIALSEQUENCER_503_M;The [c:bR]{0}[c:]. {1};[c:bR]{0}[c:]か。 {1}
FINALEDECKTRIALSEQUENCER_503_F;;
RUNINTROSEQUENCER_251;Woah.;おおっ
VICTORYFEASTSEQUENCER_332;Did I just- I think I just beat him!;いま… あいつを倒したっぽいな！
VICTORYFEASTSEQUENCER_398;Oop.;おっと
FISHHOOKITEM_576_M;You can't hook that one.;それにフックをかけられない。
FISHHOOKITEM_576_F;;
FISHHOOKITEM_667_M;There's no space to pull that one into.;それを引っ張ろうにも空きスペースがない。
FISHHOOKITEM_667_F;;
DOORUNLOCKAREASEQUENCER_679_M;Where did you get that?;どこでそれを手に入れた？
DOORUNLOCKAREASEQUENCER_679_F;;
PERMADEATH_945;God damn it.;チクショウ
BROKENCOIN_684_M;You received an Ancient Obol.;古代のオボル貨を1枚手に入れた。
BROKENCOIN_684_F;;
BONELORDNPC_216;What the fuck is this?;こりゃ何だ？
GRIMORABOSSOPPONENT_209;Aw fuck.;マジか
FINALEWIZARDBATTLESEQUENCER_960_M;You've allowed my [c:blGr]Goo Mage[c:] to be deleted as well...;私の[c:blGr]ベトベト魔法使い[c:]も削除させてしまったか…
FINALEWIZARDBATTLESEQUENCER_960_F;;
FINALEWIZARDBATTLESEQUENCER_699_M;I thought you two were becoming friends!;君は彼と仲良くなってきたと思っていたのにな！
FINALEWIZARDBATTLESEQUENCER_699_F;;
FINALEWIZARDBATTLESEQUENCER_631_M;To think you gave access to your files so easily...;ここまで簡単にファイルのアクセス権を与えたとは…
FINALEWIZARDBATTLESEQUENCER_631_F;;
ACTIVATEDENERGYTOBONES_RULEBOOKNAME_519;Bonehorn;骨の角笛
ACTIVATEDENERGYTOBONES_RULEBOOKDESCRIPTION_823;Pay 1 Energy to gain 3 Bones.;エナジーを1消費して骨を3個得る。
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_M;The Horn rings out.;角笛が鳴らされた。
ACTIVATEDENERGYTOBONES_TRIGGERTEXT_881_F;;
MOVEBESIDE_RULEBOOKNAME_466;Clinger;まとわりつき
MOVEBESIDE_RULEBOOKDESCRIPTION_912;When one of your creatures is placed in a space, [creature] will move towards them as far as possible.;空きスペースに自分の生物が置かれると、[creature]は可能な限りその生物へ向かって移動する。
KRAKEN_DISPLAYEDNAME_835;Great Kraken;グレイト・クラーケン
SQUIDCARDS_DISPLAYEDNAME_683;Hand Tentacle;手のテンタクル
SQUIDCARDS_DESCRIPTION_196_M;Did I do that?;今の私がやったのか？
SQUIDCARDS_DESCRIPTION_196_F;;
TAIL_BIRD_DISPLAYEDNAME_862;Tail Feathers;尾羽
TAIL_FURRY_DISPLAYEDNAME_106;Furry Tail;毛むくじゃらの尻尾
TAIL_INSECT_DISPLAYEDNAME_910;Wriggling Leg;うごめく脚
BLUEMAGE_TALKING_DISPLAYEDNAME_568;Lonely Wizbot;孤独なウィズボット
ABOVECURVE_DISPLAYEDNAME_503;Curve Hopper;カーブホッパー
SENTINELBLUE_DISPLAYEDNAME_835;Goranj's Vessel;グリンジの器
SENTINELGREEN_DISPLAYEDNAME_449;Orlu's Vessel;オレーの器
SENTINELORANGE_DISPLAYEDNAME_682;Bleene's Vessel;ブルーンの器
BONELORDHORN_DISPLAYEDNAME_019;Bone Lord's Horn;骨の王の角笛
JUNIORSAGE_DISPLAYEDNAME_820;Junior Sage;若い賢者
FISHHOOK_RULEBOOKNAME_740;Fish Hook;釣り針
FISHHOOK_RULEBOOKDESCRIPTION_834_M;Hook one of my cards and take it as your own. You must have an empty space on your side to receive it.;カードを1枚奪って、自分のものにできる。 カードを受け取るには、空きスペースが1つ必要だ。
FISHHOOK_RULEBOOKDESCRIPTION_834_F;;
BELLSTATICON_GBCDESCRIPTION_901;The power of [creature] is equal to 4 minus the distance to the combat bell.;[creature]の攻撃力は「4 - 戦闘のベルとの距離」となる。
CARDSINHANDSTATICON_RULEBOOKNAME_153;Card Counter;カードカウンター
CARDSINHANDSTATICON_RULEBOOKDESCRIPTION_159;The value represented by this sigil is always equal to the number of cards in your hand.;この印が示す値は、常に手札の枚数に一致する。
CARDSINHANDSTATICON_GBCDESCRIPTION_195;The power of [creature] is equal to the number of cards in your hand.;[creature]の攻撃力は手札の枚数に一致する。
MIRRORSTATICON_GBCDESCRIPTION_142;The power of [creature] is always equal to the power of the creature opposing it.;[creature]の攻撃力は対峙している生物の数に一致する。
OPTIONSUI_VALUE_294;FLICKER FX;ちらつきエフェクト
OPTIONSUI_VALUE_524;SCREEN SHAKE;画面の揺れ
DISCOVERABLECARD_ANTS_VALUE_893_M;Formidable creatures, those [c:bR]Ants[c:]. Very well, I will add them to your deck and make them available for future challengers.;その[c:bR]アリ[c:]はとても強力な生物だ。 よし、それを君の<br>デッキに加え、今後の挑戦者も利用できるようにしよう。
DISCOVERABLECARD_ANTS_VALUE_893_F;;
DISCOVERABLECARD_CAGEDWOLF_VALUE_065;Curious...;興味深い…
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_M;I do relish snuffing out your excess candles before a Boss. Perhaps you will now enjoy it as much as I do.;ボス戦の前に君の余ったロウソクの火を消すのを、私は大変気に入っている。 君も、私と同じぐらい戦いを楽しむことになるだろう。
DISCOVERABLECARD_IMPROVEDSMOKE_VALUE_211_F;;
DISCOVERABLECARD_SKINK_VALUE_087_M;I forgot that I had put that there. Very well, you may add it to your deck. And I'll deal you one every so often.;このカードが置かれていたのを忘れていたな。 まあ、君のデッキへ加えても良い。 加えて、時折だが君に追加のカードを与えてやろう。
DISCOVERABLECARD_SKINK_VALUE_087_F;;
DISCOVERABLECARD_STINKBUG_VALUE_154_M;Ah... that one...;ああ… それか…
DISCOVERABLECARD_STINKBUG_VALUE_154_F;;
GBC_DOCKS_730_M;You picked the clover leaf from the stem!;幹からクローバーを摘んだ！
GBC_DOCKS_730_F;;
GBC_TEMPLE_UNDEAD_392_M;You found a card atop the pedestal!;祭壇の上にカードがあった！
GBC_TEMPLE_UNDEAD_392_F;;
GBC_TEMPLE_UNDEAD_058_M;You found a strange flickering key. Its use cannot yet be understood.;奇妙なちらつく鍵を見つけた。 その用途はまだ不明だ。
GBC_TEMPLE_UNDEAD_058_F;;
GBC_TEMPLE_UNDEAD_650_M;[c:R]The Bone Lord's Femur[c:]. It endows the holder with bones at the start;[c:R]骨の王の大腿骨[c:]。 骨を持った状態でゲームを開始できる。
GBC_TEMPLE_UNDEAD_650_F;;
MISC_456;Simplified Chinese;簡体字
MISC_993;Traditional Chinese;繁体字
MISC_659;Start Screen;スタート画面
MISC_970;Options;オプション
MISC_056;Alter Deck;デッキ編集
MISC_089;New Game;ニューゲーム
MISC_561;Quit;終了
MISC_070;Concede;降参
MISC_308;attack;攻撃
MISC_038_M;Hmmm... Not a single Ring Worm...;ふむ… リングワームは1つも無し…
MISC_038_F;;
MISC_222;Auto-Complete;自動完了
MISC_909;A pack containing 1 Rare and 2 Common Deathly cards and 2 Common cards of any type.;死のレアカード1枚とコモンカード2枚に加えて、いずれかのタイプのコモンカード2枚を含むパック。
MISC_428;A pack containing 1 Rare and 2 Common Beastly cards and 2 Common cards of any type.;獣のレアカード1枚とコモンカード2枚に加えて、いずれかのタイプのコモンカード2枚を含むパック。
