Column1;Column10;GER 
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#2_360_M;Which one is trash?;Welche ist Müll?
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#2_360_F;;
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#3_120_M;Which one do you hate?;Welche hasst du?
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#3_120_F;;
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#4_597_M;What am I scrapping?;Was wird entsorgt?
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#4_597_F;;
PART_3_MAP_FACTORYGLITCHINCLOCK_768_M;Ugh. How annoying.;Uh. Wie nervig.
PART_3_MAP_FACTORYGLITCHINCLOCK_768_F;;
PART_3_MAP_FACTORYGLITCHINCLOCK_642_M;The other Scrybes' junk sometimes glitches in here.;Manchmal taucht der Ramsch anderer Wahrschreiber durch Fehler hier auf.
PART_3_MAP_FACTORYGLITCHINCLOCK_642_F;;
PART_3_MAP_FACTORYGLITCHINCLOCK_237_M;Try to ignore it.;Beachte das möglichst gar nicht.
PART_3_MAP_FACTORYGLITCHINCLOCK_237_F;;
PART_3_MAP_HOLOAREASHOPBUYBRUSH_905_M;Didn't know it would do that, but...;Wusste nicht, dass es das machen würde, aber ...
PART_3_MAP_HOLOAREASHOPBUYBRUSH_905_F;;
PART_3_MAP_HOLOAREASHOPBUYBRUSH_067_M;No refunds!;Keine Rückerstattung!
PART_3_MAP_HOLOAREASHOPBUYBRUSH_067_F;;
PART_3_MAP_HOLOMAPBONELORD1_766;You found me here. So you wish to know more.;Du hast mich hier gefunden. Du willst also mehr wissen.
PART_3_MAP_HOLOMAPBONELORD1_299;I have meditated deeply on the OLD_DATA.;Ich habe gründlich über die ALTEN_DATEN nachgedacht.
PART_3_MAP_HOLOMAPBONELORD1_771;I will impart my insights. But you mustn't record them.;Ich werde meine Erkenntnisse preisgeben. Aber du darfst sie nicht aufzeichnen.
PART_3_MAP_HOLOMAPBONELORD2_056;That is everything I know.;Das ist alles, was ich weiß.
PART_3_MAP_HOLOMAPBONELORD3_561;Holy $&!#...;Heilige $&!# ...
GBC_BATTLE_DREDGERDEFEATEDTURN1_315_M;Aye,[w:0.3] that were impressive!;Ja,[w:0.3] das war beeindruckend!
GBC_BATTLE_DREDGERDEFEATEDTURN1_315_F;;
GBC_BATTLE_DREDGERDEFEATEDTURN1_336_M;A turn one win.[w:0.3] Suits me just fine.;Ein Sieg in einer Runde.[w:0.3] Kommt mir ganz gelegen.
GBC_BATTLE_DREDGERDEFEATEDTURN1_336_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_433_M;You looked at it again.;Du hast es dir erneut angesehen.
PART_3_FACTORY_GOOBERTGOOPLANE2_433_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_750_M;You reconsidered it, didn't you?;Um deine Entscheidung zu überdenken, nicht wahr?
PART_3_FACTORY_GOOBERTGOOPLANE2_750_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_378_M;[c:bR]You like it![c:];[c:bR]Dir gefällt es![c:]
PART_3_FACTORY_GOOBERTGOOPLANE2_378_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_011_M;Oh joy!;Oh, welche Freude!
PART_3_FACTORY_GOOBERTGOOPLANE2_011_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_310_M;I'll actually do it!;Ich werde es wirklich machen!
PART_3_FACTORY_GOOBERTGOOPLANE2_310_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_571_M;I'll show it to The Master!;Ich werde es dem Meister zeigen!
PART_3_FACTORY_GOOBERTGOOPLANE2_571_F;;
PART_3_FACTORY_GOOBERTGOOPLANE2_186_M;Thank you, [c:bR]friend[c:].;Vielen Dank, [c:bR]mein Lieber[c:].
PART_3_FACTORY_GOOBERTGOOPLANE2_186_F;Thank you, [c:bR]friend[c:].;Vielen Dank, [c:bR]meine Liebe[c:].
PART_3_FACTORY_GOOBERTGOOPLANE1_928_M;What are you doing here?;Was machst du hier?
PART_3_FACTORY_GOOBERTGOOPLANE1_928_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_369_M;[c:bR]Don't look at that![c:];[c:bR]Sieh dir das nicht an![c:]
PART_3_FACTORY_GOOBERTGOOPLANE1_369_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_586_M;Do you like it?;Gefällt es dir?
PART_3_FACTORY_GOOBERTGOOPLANE1_586_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_114_M;I painted it for The Master!;Ich habe es für den Meister gemalt!
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_114_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_313_M;To express my feelings... My hopes.;Um meine Gefühle auszudrücken ... meine Hoffnungen.
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_313_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_019_M;My hopes that perhaps one day he might treasure me.;Meine Hoffnungen, dass er mich eines Tages zu schätzen weiß.
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_019_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_602_M;As I treasure him.;So, wie ich ihn schätze.
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_602_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_020_M;[c:bR]Oh, you hate it![c:];[c:bR]Oh, du findest es furchtbar![c:]
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_020_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_823_M;That's why you won't look at it again...;Deswegen siehst du es dir nicht erneut an ...
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_823_F;;
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#3_005_M;[c:bR]You hate it![c:];[c:bR]Du findest es furchtbar![c:]
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#3_005_F;;
GOO_BOTTLE_GOOPOSTPLANE_382_M;I'll do it! I really will!;Ich werde es machen! Ganz bestimmt!
GOO_BOTTLE_GOOPOSTPLANE_382_F;;
GOO_BOTTLE_GOOPOSTPLANE_866_M;Thank you for the encouragement.;Danke für die Ermutigung.
GOO_BOTTLE_GOOPOSTPLANE_866_F;;
GOO_BOTTLE_GOOPOSTPLANE_125_M;The Master will finally appreciate me!;Der Meister wird mich endlich anerkennen!
GOO_BOTTLE_GOOPOSTPLANE_125_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_415_M;What just happened?;Was ist gerade geschehen?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_415_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_909_M;Where am I?;Wo bin ich?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_909_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_020_M;Oh... you lost.;Oh ... du hast verloren.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_020_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_483_M;Back to the waypoint then.;Dann zurück zur Wegmarke.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_483_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_063_M;What? How did we end up battling?;Was? Wie ist es zu einem Kampf zwischen uns gekommen?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_063_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_889_M;Recalibrating...;Kalibriere neu ...
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_889_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_892_M;This experiment is incomplete.;Dieses Experiment ist nicht abgeschlossen.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_892_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_734_M;We need more time.;Wir brauchen mehr Zeit.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_734_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_245_M;We must restore the robot.;Wir müssen den Roboter wiederherstellen.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_245_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_629_M;You must return.;Du musst zurückkehren.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_629_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_591_M;It is!;Das ist es!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_591_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_M;Our experiments... paid off!;Unsere Experimente ... haben sich ausgezahlt!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_499_M;They did!;In der Tat!
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_499_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_M;It appears to be a fragment.;Anscheinend ist es ein Fragment ...
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_360_M;...of the [c:bR]OLD_DATA[c:].;... der [c:bR]ALTEN_DATEN[c:].
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_360_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_150_M;We must study it.;Wir müssen es untersuchen.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_150_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_072_M;The robot must forget.;Der Roboter muss vergessen.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_072_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_174_M;I feel terrible.;Ich fühle mich furchtbar.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_174_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_686_M;What have you done to me [c:bR]Challenger[c:]?;Was hast du mit mir gemacht, [c:bR]Herausforderer[c:]?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_686_F;What have you done to me [c:bR]Challenger[c:]?;Was hast du mit mir gemacht, [c:bR]Herausforderin[c:]?
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_856_M;Never return to this place.;Kehre nie an diesen Ort zurück.
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_856_F;;
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_353_M;I really need to clean my registry...;Ich muss wirklich meine Registry säubern ...
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_353_F;;
HOLDABLEGEMSMODULE_828_M;Try it. Press one.;Probier es aus. Drück eine.
HOLDABLEGEMSMODULE_828_F;;
PART3GAMEFLOWMANAGER_360;Shit.;Scheiße.
DECKTRIALSEQUENCER_752;Ring;Ring
DECKTRIALSEQUENCER_243_M;Ah, a [c:bR]ring[c:].;Ah, ein [c:bR]Ring[c:].
DECKTRIALSEQUENCER_243_F;;
GAINCONSUMABLESSEQUENCER_958_M;A [c:bR]{0}[c:]... Always useful.;Eine [c:bR]{0}[c:] ... Immer nützlich.
GAINCONSUMABLESSEQUENCER_958_F;;
RUNINTROSEQUENCER_826;How is this game not over yet?;Wie kann dieses Spiel noch nicht zu Ende sein?
CREATETRANSFORMERSEQUENCER_667_M;Which [c:bSG]beast[c:] will live within your bot?;Welche [c:bSG]Bestie[c:] wird in deinem Bot leben?
CREATETRANSFORMERSEQUENCER_667_F;;
TRADECARDSSEQUENCER_817_M;You'll have to trade one of your cards for one of these.;Du wirst eine deiner Karten für eine von diesen hergeben müssen.
TRADECARDSSEQUENCER_817_F;;
HOLOMAPLUKEFILE_012;June 6th, 2006;6. Juni 2006
HOLOMAPLUKEFILE_831;June 9th, 2006;9. Juni 2006
HOLOMAPLUKEFILE_713;June 10th, 2006;10. Juni 2006
HOLOMAPLUKEFILE_697;January 4th, 2009;4. Januar 2009
HOLOMAPLUKEFILE_485;Found this old picture of when El and I first got into Aquaromans. Gilly Gladiator. Sick. El got a Julius Seastar.;Hab dieses alte Bild aus der Zeit gefunden, als El und ich mit „Aquarömer“ anfingen. Glitschiger Gladiator. Krass. El hatte einen Julius Seeklar.
HOLOMAPLUKEFILE_496;Another pic of El and I. This was for school but I remember it was right after we won that tournament together at Comics Land. We told mom and dad it was a spelling bee!;Noch ein Bild von El und mir. Für die Schule, aber ich glaube, es war nach unserem Turniersieg im Comics Land. Ma und Pa sagten wir was von einem Rechtschreibwettbewerb!
HOLOMAPLUKEFILE_549;Done sorting and scanning all these photos. This is the last one. Last photo of us together before we lost her. Goodbye sis.;Alle Fotos sind sortiert und gescannt. Das ist das letzte. Unser letztes gemeinsames Foto, bevor wir sie verloren. Tschau, Schwesterherz.
HOLOMAPLUKEFILE_267;My face when I got to 100 subscribers on my channel. I started making those videos to distract from grief. I still can't believe people like to watch them. Big plans for The Lucky Carder this year!;Ich, als mein Kanal auf 100 Abonnenten kam. Mit den Videos wollte ich mich von meiner Trauer ablenken. Kaum zu glauben, wie beliebt sie wurden. Hab große Pläne für den Lucky Carder dieses Jahr!
PART3FINALEAREASEQUENCER_741;That was perhaps cutting it too close...;Das war vielleicht ein bisschen sehr knapp ...
PART3FINALEAREASEQUENCER_038_M;But now we can allow our [c:bG]Player[c:] here to reset the game.;Doch jetzt können wir unserem [c:bG]Spieler[c:] hier erlauben, das Spiel zurückzusetzen.
PART3FINALEAREASEQUENCER_038_F;But now we can allow our [c:bG]Player[c:] here to reset the game.;Doch jetzt können wir unserer [c:bG]Spielerin[c:] hier erlauben, das Spiel zurückzusetzen.
PART3FINALEAREASEQUENCER_703_M;Simply use the [c:bG]New Game Card[c:] again.;Verwende einfach noch mal die [c:bG]Karte „Neues Spiel“[c:].
PART3FINALEAREASEQUENCER_703_F;;
PART3FINALEAREASEQUENCER_626;Oh? What is this?;Oh? Was ist das?
PART3FINALEAREASEQUENCER_687;Complete file access? Wonderful!;Uneingeschränkter Dateizugriff? Wunderbar!
PART3FINALEAREASEQUENCER_035;What have you done?;Was hast du getan?
PART3FINALEAREASEQUENCER_952;I'm afraid you've doomed us all, Grimora.;Ich fürchte, du hast uns alle ins Verderben gerissen, Grimora.
DRAWRANDOMCARDONDEATH_536;Yes!!;Ja!!
BOUNTYHUNTERGENERATOR_028;Von ;von 
BOUNTYHUNTERGENERATOR_673;Van ;van 
FINALEWIZARDBATTLESEQUENCER_839;It's pathetic that you thought you could replace me.;Es ist erbärmlich, dass du dachtest, du könntest mich ersetzen.
FINALEWIZARDBATTLESEQUENCER_631;And you even tried to follow through with it!;Und du hast sogar versucht, es durchzuziehen!
ANGLERBOSSOPPONENT_881_M;Huh... Go fish.;Hm ... Fischen geh.
ANGLERBOSSOPPONENT_881_F;;
LESHYBOSSOPPONENT_303_M;You made it so far...;Du bist so weit gekommen ...
LESHYBOSSOPPONENT_303_F;;
PART1BOSSOPPONENT_997_M;[c:bR]Too fast. Too soon.[c:];[c:bR]Zu schnell. Zu früh.[c:]
PART1BOSSOPPONENT_997_F;;
PROSPECTORBOSSOPPONENT_387_M;More gold for me!;Mehr Gold für mich!
PROSPECTORBOSSOPPONENT_387_F;;
TRAPPERTRADERBOSSOPPONENT_579_M;You will make an exquisite pelt.;Du wirst ein prächtiges Fell abgeben.
TRAPPERTRADERBOSSOPPONENT_579_F;;
ARCHIVISTBOSSOPPONENT_833_M;Wow. Be careful with that one!;Oha. Sei mit dieser hier vorsichtig!
ARCHIVISTBOSSOPPONENT_833_F;;
ARCHIVISTBOSSOPPONENT_140_M;That poor soul... How sad.;Diese arme Seele ... Wie traurig.
ARCHIVISTBOSSOPPONENT_140_F;;
ARCHIVISTBOSSOPPONENT_520_M;Lionel wanted... [c:bR]what[c:]?!;Lionel wollte ... [c:bR]was[c:]?!
ARCHIVISTBOSSOPPONENT_520_F;;
FILEBROWSEUTIL_843_M;At least... I tried to delete it. But it seems my powers of FILE ACCESS do not extend that far.;Jedenfalls ... hab ich versucht, sie zu löschen. Doch anscheinend reichen meine Kräfte des DATEIZUGRIFFS nicht so weit.
FILEBROWSEUTIL_843_F;;
FILEBROWSEUTIL_561_M;Play by the rules you agreed to. Delete it yourself.;Spiel nach den Regeln, denen du zugestimmt hast. Lösch sie selbst.
FILEBROWSEUTIL_561_F;;
FILEBROWSEUTIL_435_M;Have an ounce of respect for the rules. Come on.;Hab ein Fünkchen Respekt für die Regeln. Komm schon.
FILEBROWSEUTIL_435_F;;
DAMAGERACEBATTLESEQUENCER_169;Come on! Fuck!;Komm schon! Scheiße!
SANCTUMSCENESEQUENCER_738_M;[c:bR]You absolute ingrate![c:];[c:bR]Du bist so was von undankbar![c:]
SANCTUMSCENESEQUENCER_738_F;;
SANCTUMSCENESEQUENCER_129_M;[c:bR]Give it back![c:];[c:bR]Gib sie zurück![c:]
SANCTUMSCENESEQUENCER_129_F;;
BLOODGUZZLER_RULEBOOKNAME_555;Blood Guzzler;Blutschlucker
BLOODGUZZLER_RULEBOOKDESCRIPTION_515;When a creature bearing this sigil deals damage, it gains 1 health for each damage dealt.;Wenn eine Kreatur mit diesem Siegel Schaden verursacht, gewinnt sie 1 Gesundheit pro verursachtem Schadenspunkt.
BLOODYMARY_RULEBOOKNAME_364;Apparition;Erscheinung
BLOODYMARY_RULEBOOKDESCRIPTION_296;A creature bearing this sigil gains 1 power when you speak 'Bloody Mary' into a connected microphone up to a total of 13 times.;Eine Kreatur mit diesem Siegel gewinnt 1 Kraft, wenn du in ein angeschlossenes Mikrofon insgesamt 13-mal „Bloody Mary“ sprichst.
EXPLODINGCORPSE_RULEBOOKNAME_789;Exploding Corpse;Explodierende Leiche
EXPLODINGCORPSE_RULEBOOKDESCRIPTION_320;When a creature bearing this sigil dies, all empty spaces on the board are filled with a Guts card.;Wenn eine Kreatur mit diesem Siegel stirbt, werden alle leeren Felder auf dem Brett mit der Karte „Eingeweide“ gefüllt.
HAUNTER_RULEBOOKNAME_460;Haunter;Heimsuchung
HAUNTER_RULEBOOKDESCRIPTION_838;When a creature bearing this sigil dies, it haunts the space it died in. Creatures played on this space gain its old sigils.;Wenn eine Kreatur mit diesem Siegel stirbt, sucht sie das Feld heim, auf dem sie gestorben ist. Dorthin ausgespielte Kreaturen erhalten ihre Siegel.
EDAXIOARMS_RULEBOOKNAME_784;Arms of Edaxio;Edaxios Arme
EDAXIOARMS_RULEBOOKDESCRIPTION_130;Edaxio is summoned if you control creatures bearing the sigils of Head, Arms, Legs, and Torso of Edaxio.;Edaxio wird beschworen, wenn du Kreaturen mit den Siegeln von Edaxios Kopf, Armen, Beinen und Torso kontrollierst.
EDAXIOHEAD_RULEBOOKNAME_470;Head of Edaxio;Edaxios Kopf
EDAXIOLEGS_RULEBOOKNAME_745;Legs of Edaxio;Edaxios Beine
EDAXIOTORSO_RULEBOOKNAME_344;Torso of Edaxio;Edaxios Torso
VIRTUALREALITY_RULEBOOKNAME_456;Virtual Realist;Virtueller Realist
VIRTUALREALITY_RULEBOOKDESCRIPTION_138;If a VR headset is connected, a creature bearing this sigil may be played without paying its cost.;Wenn ein VR-Headset angeschlossen ist, kannst du eine Kreatur mit diesem Siegel ausspielen, ohne ihre Kosten zu bezahlen.
OUROBOROS_DISPLAYEDNAME_248;Ouroboros;Ouroboros
OUROBOROS_DESCRIPTION_234_M;The eternal serpent. Death strengthens it [c:bR]forever[c:].;Die ewige Schlange. Der Tod stärkt sie [c:bR]für immer[c:].
OUROBOROS_DESCRIPTION_234_F;;
!INSPECTOR_DISPLAYEDNAME_897;Inspector;Prüferin
!MELTER_DISPLAYEDNAME_676;Melter;Schmelzerin
OUROBOROS_PART3_DISPLAYEDNAME_441;Ourobot;Ourobot
FINALEDECKTRIALSEQUENCER_DESCRIPTION_109_M;The [c:bR]Trial of the Ring[c:]. If you have a [c:bR]ring[c:] you pass automatically.;Die [c:bR]Prüfung des Rings[c:]. Du bestehst automatisch, wenn du einen [c:bR]Ring[c:] hast.
FINALEDECKTRIALSEQUENCER_DESCRIPTION_109_F;;
MISC_717;Continue;Fortsetzen
MISC_231;YOU!;DU!
MISC_812;Testing;Tests
MISC_771;[c:R]The Bone Lord's Femur[c:]. It endows the holder with bones at the start of a battle.;[c:R]Der Oberschenkelknochen des Knochenfürsten[c:]. Er gewährt dem Besitzer zu Beginn eines Kampfes Knochen.
MISC_071;INVALID;UNGÜLTIG
MISC_024;Is that all of it?;Ist das alles?
MISC_544;Wipe it.;Lösch sie.
MISC_108;MEMORY CARD IS FULL;SPEICHERKARTE VOLL
MISC_785;BATTERY LOW;AKKU SCHWACH
CARDSINGLECHOICESSEQUENCER_161;Yeah. Always pick Mantis God.;Ja. Wähl immer Mantis-Gott.
BUILDACARDSEQUENCER_819;This card is OP!;Diese Karte ist übermächtig!
BONELORDAREASEQUENCER_877;What the fuck, man?;Scheiße ... was?
LESHYBOSSOPPONENT_816;Well, looks like I'll have to beat him again.;Tja, sieht so aus, als müsste ich ihn erneut schlagen.
PROSPECTORBOSSOPPONENT_227;Ugh, I'm so sick of this boss.;Uh, ich hab diesen Boss so satt.
VOICEOVERPLAYER_683;Die already!;Stirb endlich!
VOICEOVERPLAYER_053;Hahahaha! Yeah baby!;Hahahaha! Jawoll, Mann!
VOICEOVERPLAYER_810;Holy shit!;Heilige Scheiße!
VOICEOVERPLAYER_972;Ughh. Good lord.;Uhh. Meine Güte.
VOICEOVERPLAYER_981;Wooo!;Juhu!
VOICEOVERPLAYER_151;Ugh. That card sucks.;Uh. Diese Karte ist Mist.
VOICEOVERPLAYER_712;This card blows.;Miese Karte.
DISCOVERABLECARD_STINKBUG_ONDISCOVERTEXT_056_M;Put [c:bR]that[c:] away.;Leg [c:bR]das[c:] weg.
DISCOVERABLECARD_STINKBUG_ONDISCOVERTEXT_056_F;;
DISCOVERABLECARD_WOLF_ONDISCOVERTEXT_629_M;What are you doing over there? Turn to face me.;Was machst du da? Dreh dich zu mir.
DISCOVERABLECARD_WOLF_ONDISCOVERTEXT_629_F;;
DISCOVERABLEDAGGER_ONDISCOVERTEXT_280_M;You finally pried my [c:bR]Special Dagger[c:] from the paws of that squirrel. Though you may wish that you hadn't...;Endlich entwandest du meinen [c:bR]Spezialdolch[c:] den Pfoten dieses Eichhörnchens. Obwohl du vielleicht wünschen würdest, es nicht getan zu haben ...
DISCOVERABLEDAGGER_ONDISCOVERTEXT_280_F;;
DISCOVERABLEFILMROLL_ONDISCOVERTEXT_506_M;What are you up to over there?;Was hast du da drüben vor?
DISCOVERABLEFILMROLL_ONDISCOVERTEXT_506_F;;
DISCOVERABLERING_ONDISCOVERTEXT_523_M;Does it fit?;Passt er?
DISCOVERABLERING_ONDISCOVERTEXT_523_F;;
DISCOVERABLECARD_OUROBOT_ONDISCOVERTEXT_637_M;More junk. Want it?;Mehr Schrott. Willst du ihn?
DISCOVERABLECARD_OUROBOT_ONDISCOVERTEXT_637_F;;
GBC_TEMPLE_UNDEAD_821_M;You pulled up an epitaph piece!;Du zogst ein Stück einer Grabinschrift empor!
GBC_TEMPLE_UNDEAD_821_F;;
GBC_TEMPLE_UNDEAD_818_M;You found a card in the well. The ink is running from the moisture.;Du fandest eine Karte im Brunnen. Durch die Feuchtigkeit verläuft die Tinte.
GBC_TEMPLE_UNDEAD_818_F;;
MISC_832;PAUSE WHEN WINDOW NOT FOCUSED;PAUSIERT, WENN FENSTER NICHT IM VORDERGRUND
ASCENSION_IJIRAQREVEALED_316;Its true appearance is frightening... even to me.;Ihr wahres Äußeres ist beängstigend ... selbst für mich.
SPECIAL_NODES_TRAPPERABSENTINTRO_322;The Trapper was gone.;Der Fallensteller war fort.
SPECIAL_NODES_TRAPPERABSENTINTRO_167;In deference to his memory, you took only what you could afford.;Um die Erinnerung an ihn zu ehren, nahmst du dir nur, was du dir leisten konntest.
SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_654;No one was there.;Es war niemand da.
SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_097;A pile of pelts lay abandoned.;Ein Stapel Felle lag verlassen herum.
SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_112;You decided not to take more than you could afford.;Du beschlossest, nicht mehr zu nehmen, als du dir leisten konntest.
GAME_FLOW_REGIONFOREST_387;Hm. I'm not used to announcing this one.;Hm. Ich bin es nicht gewohnt, das hier anzukündigen.
GAME_FLOW_REGIONFOREST_705;[c:bR]Have you tinkered with the order of my maps, Kaycee?[c:];[c:bR]Hast du an der Reihenfolge meiner Karten herumgebastelt, Kaycee?[c:]
GAME_FLOW_REGIONFOREST_660;Very well...;Nun gut ...
GAME_FLOW_REGIONFOREST_268;The sun rose over the sleepy firs...;Die Sonne erhob sich über die verschlafenen Tannen ...
GAME_FLOW_REGIONFOREST_199;Birds fluttered across the paths of wolves and elk...;Vögel flatterten über die Pfade von Wölfen und Hirschen ...
GAME_FLOW_REGIONFOREST_979;You were embarking upon... [c:bR]The Woodlands.[c:];Du machtest dich auf in ... [c:bR]das Waldland[c:].
GAME_FLOW_REGIONFOREST_REPEAT_#1_864;You heard the howling of wolves, greeting the morning sun...;Du hörtest, wie Wolfsgeheul die Morgensonne begrüßte ...
GAME_FLOW_REGIONFOREST_REPEAT_#1_172;The sight of a nearby coyote caused you to quicken your pace...;Der Anblick eines Kojoten in der Nähe ließ deine Schritte schneller werden ...
GAME_FLOW_REGIONFOREST_REPEAT_#1_960;You had reached... [c:bR]The Woodlands.[c:];Du warst im ... [c:bR]Waldland[c:] angekommen.
GAME_FLOW_REGIONFOREST_REPEAT_#2_029;Pine needles crunched beneath your feet...;Kiefernnadeln knirschten unter deinen Füßen ...
GAME_FLOW_REGIONFOREST_REPEAT_#2_632;You drew in a breath of the fresh scented air...;Du nahmst einen Atemzug der frischen, duftenden Luft ...
GAME_FLOW_REGIONFOREST_REPEAT_#2_818;You were embraced by... [c:bR]The Woodlands.[c:];Dich umgab ... [c:bR]das Waldland[c:].
GAME_FLOW_REGIONFOREST_REPEAT_#3_119;You beheld the beauty of the dawn...;Du erblicktest die Schönheit der Morgendämmerung ...
GAME_FLOW_REGIONFOREST_REPEAT_#3_584;Only a faint clinking sound ahead could distract you from the sight...;Nur ein leises Klirren weiter vorn konnte dich davon ablenken ...
GAME_FLOW_REGIONFOREST_REPEAT_#3_900;You set out upon... [c:bR]The Woodlands.[c:];Du brachst auf in ... [c:bR]das Waldland[c:].
ASCENSION_CHALLENGEANNOYINGSTARTERDECK_384;[c:bR]Annoying cards?[c:];[c:bR]Nervige Karten?[c:]
